,MGH258,UKF248,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.09787349198526155,-0.00329855393457741,0.08146322336710413,0.04707047993633866,0.045738797859617264,0.007051369601817261,-0.061110688867796,-0.0359106685929551,-0.017553819913027558,-0.01889037192497601,0.007890729986457342
HALLMARK_ALLOGRAFT_REJECTION,0.006933617226154805,-0.025329222795471715,-0.01562253995403607,0.03681632685933363,-0.02739106028124698,-0.08152749191036444,0.021645375646168016,-0.10993127140845205,-0.05253055738175458,0.036933106560339435,-0.01393779215483906
HALLMARK_ANDROGEN_RESPONSE,-0.06990462035639289,-0.014780134987696597,0.06222795530396151,0.02556367833736504,0.06063399154444113,-0.07761309029058429,0.07447202163424117,-0.0637361878899632,-0.000515107030288757,-0.012185049909942396,0.09391681045570789
HALLMARK_ANGIOGENESIS,0.05036823459353438,-0.0439604104673433,-0.007654169065884395,-0.01950269008857213,-0.03228675077113818,-0.08075666677073176,-0.033751699496185145,0.0014037085616046543,-0.10947642313227393,-0.05796493991560055,0.12672315504812576
HALLMARK_APICAL_JUNCTION,-0.11380094679683227,-0.020242728989853954,0.020917952998525467,0.026948650586595443,0.05520952328279508,-0.041853485834749564,-0.008565426629327945,-0.035342625335559846,0.0023004141969124345,-0.03161806170844765,0.009911086456186857
HALLMARK_APICAL_SURFACE,-0.09107516202252407,0.010800949958854134,0.10951671357180995,0.05103878460762055,0.07396810334741367,0.040165684170343455,-0.047225810449618676,-0.0541130965653399,-0.040261993585350264,-0.03762347402471639,-0.012684332119283263
HALLMARK_APOPTOSIS,0.010346052383752379,-0.014500013865423609,0.008441378631047295,-0.007695677280508208,0.003709852199454767,-0.05169856373022215,-0.10944164846744904,0.03058785450763756,0.025634879935293394,0.011249313281664067,-0.0869150232146824
HALLMARK_BILE_ACID_METABOLISM,-0.11723951889536384,0.0030469822058121292,0.0300527943073538,0.0021686137286516085,0.0562974464150359,0.02330581244890851,-0.018588925233645186,-0.010229704485656079,0.020488403154753795,-0.0006212465947195366,-0.06544714051999799
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11581746576910329,0.013155049429082799,0.04038332063039852,0.04050287426938779,-0.019768268083347203,-0.07362431461988539,-0.07848460605726862,-0.023264753729374584,0.05153455902167818,-0.00817708593560145,0.06517799467818629
HALLMARK_COAGULATION,0.10960996178021956,-0.037853188937147786,-0.005576217467423613,0.020509391905973246,-0.013492797340165504,-0.11663952773988737,-0.002451164560986992,-0.003609239110443102,-0.018250817635608454,-0.06935725590485951,0.08237355141637935
HALLMARK_COMPLEMENT,0.030323289010208296,0.013917991047432073,0.054960674562978734,0.03629461532972171,0.012347247505005451,-0.03197575933271855,-0.0012232985078565251,-0.06331124941659524,-0.002338181052648003,-0.08712234783009351,-0.004288189861767547
HALLMARK_DNA_REPAIR,-0.10735440314328785,-0.003647077212326498,0.07155693296031024,0.04509747120980271,0.05943090569506253,-0.03197972443158476,-0.028395239930277778,0.0018989480372629476,0.002114586199750614,-0.05425976089411094,0.01576597210094875
HALLMARK_E2F_TARGETS,-0.10881690056690703,0.025744570707492757,-0.0009515091303169827,0.0191399348055348,0.02504474014175656,0.026945338476867777,0.045242987384557426,-0.012332206604153819,0.0015594285821412246,0.014141401916484601,0.0348595569726305
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08243096074624896,-0.04065018903632852,0.0024161274874692244,0.01790836974668083,0.006822800320587168,-0.079415135819012,0.060518851443996734,0.009279254064215016,-0.044127827606290464,-0.06656385305356807,0.06602320004921965
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06370679365985535,-0.025685258550419636,0.08784165292777196,0.03638183174913859,0.028372832885979925,0.017845570791237587,0.03361806804594429,0.05135449161197482,0.03479695046279125,-0.059387700369191214,-0.017353255707679302
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008621956339700127,-0.022407960448970924,0.0388945104404158,0.021065849040668053,0.03445902258821347,-0.05139060480062056,-0.03466647959139982,0.03672701307748742,0.016297440617011376,0.006645134444929601,0.046062881899492716
HALLMARK_FATTY_ACID_METABOLISM,0.08008313547594381,0.03550338199672288,0.042652471562305054,0.019847660014167226,0.028091233134285926,-0.004626672256730008,-0.045611441503495935,0.06972596081526367,0.0562903566080725,-0.008735278455866462,0.023823519864665906
