,MGH258,UKF248,UKF251,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06543790142204067,0.03049147673878549,-0.048828148843956816,0.09809805599354149,0.07571503967688369,0.00795283393843173,0.09146079692612612,0.05758931449679338,0.09392337313650552,0.08830508194065874
HALLMARK_ALLOGRAFT_REJECTION,0.020171404492886753,-0.00028848966900978893,-0.015223707143834078,0.1289256279481221,0.11844537018725507,-0.036927724653577,0.06187354710093257,0.08677368614382654,0.13666331989387154,0.020230324032911924
HALLMARK_ANDROGEN_RESPONSE,0.041705227877192594,0.02576604627702549,0.023432576341140578,0.08439753910969162,0.08369652130446432,0.004276151938680692,0.08820658035678144,0.027549132121771597,0.07866817695023354,0.09905709619559636
HALLMARK_ANGIOGENESIS,-0.09161286809822532,-0.0015193186035609497,-0.02852617681418156,0.03979895863234958,0.050879960570726634,0.09657052718988261,0.02841047351115645,0.021641987605763604,-0.0012999452907617988,0.11828938524829706
HALLMARK_APICAL_JUNCTION,0.08323713728535505,0.024544082016267697,-0.004216054986129857,0.1791306460323132,0.060926225201984034,0.0013037180200844776,0.09325144252722235,0.0009126584899892029,0.1387463809704034,0.08906217777944926
HALLMARK_APICAL_SURFACE,0.05851212843315536,-0.023432026079819143,0.054529916673945335,0.18878718851950915,0.03312784224178587,-0.0680386787514839,0.048637271841921244,-0.050086111810373445,0.0871750356729664,0.044970516401735265
HALLMARK_APOPTOSIS,0.07372727820176044,0.04959919649586894,-0.006083199681105999,-0.09387751181094839,0.02152675265502246,0.09610626002396105,0.03627018350734079,0.0035104007562036786,0.07215212619028855,0.04571944852003513
HALLMARK_BILE_ACID_METABOLISM,0.12010280507765855,-0.0077877780861409915,0.011105871579790951,0.007163385421390787,0.056082593137277315,-0.04637129833783151,0.029824977411603837,0.019751586868046823,0.03934260818473911,0.039621080227012974
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.036093795588296645,-0.03973742551029293,0.009086090898157387,0.07391563006032727,0.0017689065953740925,-0.03509650288297961,0.058640530019102896,0.017882228784180963,0.001400614193750279,0.05556648729970595
HALLMARK_COAGULATION,-0.014789483630143836,0.0601769849506849,-0.03706248114062629,0.2091820227736552,0.08520742355704913,0.04569229726616643,0.1253377763829899,0.07506869090473708,0.10675963053954654,0.08405068393835308
HALLMARK_COMPLEMENT,0.06278106968443617,0.010641072637188132,0.024568330418223896,0.07163388672115141,0.06191108298240872,0.035405423093049296,0.09170779254245555,0.08713386433212358,0.038574869092167945,0.014966845847460393
HALLMARK_DNA_REPAIR,0.04643742889384051,0.01616936005952922,-8.243053450259703e-05,0.12967822800172824,0.07927566408143877,-0.02799608827468569,0.07356138677658039,-0.012302425542653126,0.06652456647926559,0.08920150796252027
HALLMARK_E2F_TARGETS,0.029124648099600192,0.002698327268455756,-0.027568778129807344,0.18227660910105048,0.053896694589155074,-0.029825049415231435,0.08272123200943514,-0.00432610576581699,0.012525399848333958,0.05453377665763628
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08319857419529116,0.07069861715409775,-0.02866328510067677,0.12419900717376287,0.07425908801752518,0.09511857839038164,0.07337629918747074,0.04498392494221432,0.10279536051026206,0.1127912288847772
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03316727356254518,0.06098689698834119,0.026068124717842367,-0.023920002604902943,-0.03905300602059335,0.010310251316426402,0.07323619939969662,0.01058929798085414,0.05480036632381201,0.07523713014518492
HALLMARK_ESTROGEN_RESPONSE_LATE,0.023334367811069023,-0.009593203331345218,0.00767027698898319,0.10906528225399041,0.053107780880043344,-0.020827038129408327,0.040314193682307375,0.023467478275670903,-0.005195805768253393,0.014423304991759167
HALLMARK_FATTY_ACID_METABOLISM,-0.027434586566809614,0.04475456531314567,-0.0348346862631657,0.001949883901272565,-0.019863425020722324,-0.03154950716939894,0.03851773393605036,-0.020913767596087495,0.010499132138984808,0.08458067232717487
HALLMARK_G2M_CHECKPOINT,0.0477534212718028,-0.013110375464893268,-0.0027822137484084016,0.11101150430988808,0.055919680143429226,-0.004275521526654134,0.08213292718373542,-0.03287375868530261,0.014014432670021369,0.059765800338926485
HALLMARK_GLYCOLYSIS,0.0399738384890356,-0.00791569307285871,0.004495092733557248,0.06444398622478224,0.04711182870760393,-0.05905656514424819,0.05492485476397771,-0.03955610038846665,0.017347562540028314,0.04412256606854187
HALLMARK_HEDGEHOG_SIGNALING,0.02098837468676348,-0.05044111019392934,-0.03212524127322235,0.1032034078266028,0.003885111649877339,-0.05370269408095049,0.03377452161626083,-0.08097859542509458,0.005790809817832345,0.03663866241797037
HALLMARK_HEME_METABOLISM,0.019819740708821847,0.009843794874800433,0.005185202787343292,0.07620556395008062,0.06642505212815118,-0.028679625870667795,0.06942732163578193,0.026386092461342842,0.06903117355007825,0.09330681443613296
HALLMARK_HYPOXIA,0.08908953502808595,0.0045136300915904004,-0.01035299343965378,-0.07421597595651068,0.007975383177945189,0.01860041674592133,-0.03761598748126646,-0.012658454207169531,-0.020240980632228754,0.052927158767955625
HALLMARK_IL2_STAT5_SIGNALING,-0.02151436230905945,0.04007954974592845,-0.021080783274763863,0.04279495750049043,0.09575218564551205,-0.005811727259457654,0.08376307190294027,0.032140087667036216,0.054754075960242704,0.07577863007076348
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06471863157086769,0.08279916009611357,-0.010817078158368552,-0.014118844952164736,0.03445504991577902,-0.043918951288302595,0.05027476558981691,-0.00906564947627725,0.038001568549301104,0.09162403156744577
HALLMARK_INFLAMMATORY_RESPONSE,0.02504091021754612,0.06802079238144618,-0.002926955830917191,0.05383528362809709,-0.0028646552753635135,0.09595727977165101,0.03858786239946661,0.03169597917405901,-0.002269696791084864,0.0741204045714366
