,UKF260,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03779608219574382,-0.07108475937646763,-0.030306668946650104,-0.04869188900734523
HALLMARK_ALLOGRAFT_REJECTION,-0.003435611374110952,-0.01798141211668518,-0.005323251164055257,-0.018582036464735843
HALLMARK_ANDROGEN_RESPONSE,-0.014738736683106346,0.03527224615520456,0.0011903284997193775,0.08824212567202179
HALLMARK_ANGIOGENESIS,0.012662872033883808,-0.00371779202140521,0.07514185550868749,-0.015714546366354932
HALLMARK_APICAL_JUNCTION,0.05566308150429569,-0.01958575658583684,-0.08350730397718636,-0.0012266654174483368
HALLMARK_APICAL_SURFACE,0.022405268015545203,0.02407714511006552,0.04338202174274524,-0.014799813362859904
HALLMARK_APOPTOSIS,-0.011060711487546821,0.0032444209951090074,0.02138912270013685,-0.07406143626401332
HALLMARK_BILE_ACID_METABOLISM,0.03011876492489684,-0.007535111680744693,-0.010965433669890116,0.04892566798704176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04295379502090305,0.05164461354632658,-0.046329320786842,0.0629719664187438
HALLMARK_COAGULATION,0.004987387045243659,-0.07559713188248378,0.02466987932629868,0.1406235778432066
HALLMARK_COMPLEMENT,0.024019608188961032,-0.07749565641979227,0.02656480258529614,-0.006931355125887604
HALLMARK_DNA_REPAIR,0.05483951970554604,-0.03104966836645012,-0.06316179775427865,0.06084791334772084
HALLMARK_E2F_TARGETS,-0.00201691565812866,-0.026812799310062384,-0.06792585175959677,-0.05581086347467964
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0568459062333239,-0.10815194170497375,-0.00376836060126243,-0.0012693332749448621
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03708933488001868,-0.0663739866758115,-0.008870195510211457,-0.02355856213805477
HALLMARK_ESTROGEN_RESPONSE_LATE,0.043622086051413,-0.012174169509693062,0.024676924627946965,-0.03677171600434895
HALLMARK_FATTY_ACID_METABOLISM,-0.029059340795644477,0.009424414540461709,-0.00993766837027136,0.013725168156252479
HALLMARK_G2M_CHECKPOINT,0.040052138093960965,-0.04516317377960525,-0.06880477341987262,-0.011130973775848315
HALLMARK_GLYCOLYSIS,0.03869869759389624,0.029088353224259855,-0.039560143888493125,0.01991175199709595
HALLMARK_HEDGEHOG_SIGNALING,0.03451008748438548,-0.07241245546173679,-0.014082793376886338,-0.030915062861991586
HALLMARK_HEME_METABOLISM,0.03369254769030618,-0.03814415336302089,-0.04786824600508943,0.008772233294363763
HALLMARK_HYPOXIA,0.014926715852850964,-0.0889863526640507,0.0909549434242646,-0.0833588560944288
HALLMARK_IL2_STAT5_SIGNALING,0.0728689299119767,-0.0029550966922606827,-0.05256098022653647,0.08854136844372562
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01731247280470008,-0.04869801347142514,0.001171017763538431,0.08352115292829948
HALLMARK_INFLAMMATORY_RESPONSE,-0.010698111495264773,-0.033137175090824665,0.006896358863967208,-0.031391080582884284
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06063441804595581,0.05125872210617041,-0.03322833000285109,0.12834832196491655
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03764318185243785,-0.0725999350440857,0.030707288232636916,-0.07457268406551361
HALLMARK_KRAS_SIGNALING_DN,0.03465345130376451,-0.016870804507751667,-0.01977041732725435,0.026950812945566265
HALLMARK_KRAS_SIGNALING_UP,0.038500222476864424,-0.029263914993515758,-0.03342871851116145,-0.06894203146442693
HALLMARK_MITOTIC_SPINDLE,0.005857423888661733,-0.05292849499986905,-0.059373605154645084,0.008147232928000826
HALLMARK_MTORC1_SIGNALING,0.0017645873143766213,-0.013356184860262786,0.044258744187325345,0.008899186493781236
HALLMARK_MYC_TARGETS_V1,0.02985877994990724,-0.025472351495240103,-0.09510688239426479,0.029933560197264463
HALLMARK_MYC_TARGETS_V2,0.02165930697510992,0.038072920568893796,-0.01873509898356575,0.07524273692013136
HALLMARK_MYOGENESIS,0.05517268776316705,-0.02839343644786805,-0.052628718773919385,0.014724952990126479
HALLMARK_NOTCH_SIGNALING,0.06403394211704341,-0.032979800087071645,-0.07568992139125966,-0.02865701625312192
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03507713121691957,-0.03472795140871403,-0.055676983450081007,0.023918499440249347
HALLMARK_P53_PATHWAY,0.057175036056380385,-0.023632743447417184,-0.027788346152125352,-0.040370691587834955
HALLMARK_PANCREAS_BETA_CELLS,0.01758003073189731,-0.05423611683039813,-0.09726246228569395,-0.0059838902263889176
HALLMARK_PEROXISOME,0.0596717239898056,0.03739715665702742,-0.03632045731501018,0.05753952205520917
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.014972254558029438,-0.054548300941103856,-0.07877727622509538,-0.012103562463693257
HALLMARK_PROTEIN_SECRETION,0.02125342472597341,-0.022394680746511356,-0.07381831372434812,0.033767365133519106
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02484439199009587,0.02258972583669879,0.026260487615592822,0.09640508580764276
HALLMARK_SPERMATOGENESIS,0.030281435516316752,0.02452539756177555,-0.04842308529174093,1.896349222067783e-05
HALLMARK_TGF_BETA_SIGNALING,0.022387277024112695,-0.06838683357874155,-0.04015337481143995,0.0030364014437597006
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.017847487667161877,-0.010522015774023296,0.040303178354354964,0.007074603302153384
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03587847190500014,0.014100261886715287,-0.010826193572857978,0.08956789520824615
HALLMARK_UV_RESPONSE_DN,-0.008545321290934797,-0.05763127454321994,-0.0505826655324855,-0.07610035233927309
HALLMARK_UV_RESPONSE_UP,0.007995701552268409,0.003209256545777335,-0.044917072796184364,0.06642644473366206
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.012964798958507268,-0.02009355728192645,-0.04941930296237983,0.01621384262560236
HALLMARK_XENOBIOTIC_METABOLISM,0.03971730944041863,-0.02866672000799194,0.02866875348475306,0.01390682592080355
