,MGH258,UKF259,UKF296,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.017965402207429405,0.0008649662536966691,0.04600332658512938,0.013868000623154407,-0.03150196013457432
HALLMARK_ALLOGRAFT_REJECTION,0.06267259856510783,0.04643151788883698,0.061657513663276,-0.03805178020500638,0.044785301464199435
HALLMARK_ANDROGEN_RESPONSE,-0.00894785743449121,-0.023686877816140154,0.03403970253501579,0.015291830698416217,0.06277120018933598
HALLMARK_ANGIOGENESIS,0.11254118647301216,0.05656196572017058,0.076637832416156,0.020203045091522882,0.05188569794210674
HALLMARK_APICAL_JUNCTION,-0.012844824802952421,-0.003388047630302697,0.03395706131561174,-0.0024007554168127675,0.006374094867764315
HALLMARK_APICAL_SURFACE,-0.06684250171956259,0.032184982207339376,-0.06630536812784588,-0.03605746894437843,0.005675547732309694
HALLMARK_APOPTOSIS,-0.016192679143109345,-0.024875983445037452,0.07390330220438321,0.018639684333675778,0.015807557232314234
HALLMARK_BILE_ACID_METABOLISM,-0.006153306976087898,0.031242612360011055,0.004395261946111422,-0.01865571955054959,-0.009451569948449699
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013482454217428635,0.0012119410350501139,0.05706088095458415,-0.0036340336648907953,-0.039768469709850804
HALLMARK_COAGULATION,0.01538453760646659,-0.013455117730215889,0.065648553728681,-0.031922188977482197,0.016596121465706878
HALLMARK_COMPLEMENT,0.04218727788851307,0.08109360218005342,0.042678007891359365,-0.018851883703639202,-0.029713380239880256
HALLMARK_DNA_REPAIR,0.010563610195989528,-0.009015947335931206,0.04873966763493191,-0.013265157454642936,-0.008752971793740134
HALLMARK_E2F_TARGETS,-0.027274481416455696,-0.004145463469736688,0.0011917119621207332,-0.06590871776120238,-0.019148920905977168
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03349918186516734,0.00801705559177622,0.07297358712296101,0.02648174763878474,0.05757785456770229
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0009517904868177449,-0.0030010853599986456,0.03721494916301003,0.009212256389787314,-0.012564879678324863
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04799639861140943,-0.0053902690950734635,-0.014184257936903385,0.03823156090166381,0.00010924072803965279
HALLMARK_FATTY_ACID_METABOLISM,0.03937775555650737,0.01250763439142566,0.030324377554031768,0.01321778877611015,-0.02467531172066208
HALLMARK_G2M_CHECKPOINT,-0.036403200990802756,-0.031401953209792395,0.04709728843202015,-0.07649054364390073,0.0017373204240935317
HALLMARK_GLYCOLYSIS,0.005767684900782676,-0.0001654497618685645,-0.012873830062872803,0.0612022034396626,0.011444088685762351
HALLMARK_HEDGEHOG_SIGNALING,0.037762586733830907,-0.03180114544354681,-0.11173489624158557,0.02633998984274475,-0.05704724368729563
HALLMARK_HEME_METABOLISM,-0.0014635135548454379,-0.026137884741242755,0.06305768858449612,0.07849245138605779,0.009188557186015316
HALLMARK_HYPOXIA,-0.015519912103812246,-0.01022246782724618,-0.01922951319640622,0.027378278233918366,-0.002556111440236931
HALLMARK_IL2_STAT5_SIGNALING,0.0057071717576354306,0.00925891494344007,-0.004262397385373694,0.010753953407666014,0.01861490236450085
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06048547954210794,0.017797905844082917,0.0011712253801887669,-0.04083696779847719,0.004061936246636407
HALLMARK_INFLAMMATORY_RESPONSE,-0.04862480218973773,-0.015516331077425206,0.0136110138036861,-0.025930638291177262,-0.0014620715436822636
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.055107442716602895,-0.008210143628611003,0.07029447921757784,0.020826928408235443,0.02074358086424185
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.008548119531951687,0.017639468299244926,0.0880153459320297,-0.0079832137065704,0.07130758249103424
HALLMARK_KRAS_SIGNALING_DN,-0.03122724870757351,0.05294650089481062,0.05080608373341751,-0.03798876504213006,0.01716459501068726
HALLMARK_KRAS_SIGNALING_UP,-0.001971417186293482,0.025745306984713816,-0.10217337761503933,-0.04478583431991818,0.04543875395569233
HALLMARK_MITOTIC_SPINDLE,0.029911672279489362,-0.020316655641411205,0.0423992345565623,-0.04463033320921411,-0.006846352475331238
HALLMARK_MTORC1_SIGNALING,-0.013610970412897258,0.014201583228696336,0.007258113568944791,0.017064661599920445,0.051851387493158346
HALLMARK_MYC_TARGETS_V1,0.06381497158836011,-0.0022657551479107374,0.10639627068124737,0.021890889343595916,0.008476421922327849
HALLMARK_MYC_TARGETS_V2,-0.03442155494419457,-0.003199699623676564,0.06892289451478543,-0.014244722937962006,-0.015813237376031093
HALLMARK_MYOGENESIS,-0.02651472536838123,0.03336319890573777,0.0456846015227073,0.016378467698042687,0.03027647550506885
HALLMARK_NOTCH_SIGNALING,-0.01483819530828639,-0.017208216237789738,0.027752975132203653,-0.10821179029760869,-0.0439006275835078
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.018778540989227852,-0.0010241164454385839,0.01564738810531666,-0.02840704267810026,-0.01664566541385999
HALLMARK_P53_PATHWAY,0.05899227051336634,0.006409342028405436,0.06778458167618369,-0.026670938902112567,-0.027152088219464438
HALLMARK_PANCREAS_BETA_CELLS,0.002893059348700157,-0.02247536451204741,0.004573773983465994,-0.050136575627254876,-0.007955836325517262
HALLMARK_PEROXISOME,0.01557231961998001,-0.043305839999336196,0.00789588690626432,-0.09503826033978913,-0.021339411358882506
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03811400866432854,0.04166897575003476,0.016891840346407255,0.01098603482683409,0.021303253587744757
HALLMARK_PROTEIN_SECRETION,-0.014168212902418653,-0.0063231246063818955,0.041985589229842635,0.052013117128398505,-0.01271415776668013
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04764576718312641,-0.016187198878085646,0.08445926625336453,0.0681041657118697,0.026521724066635017
HALLMARK_SPERMATOGENESIS,-0.029846874932128755,-0.026884583028190814,0.041783237318988815,-0.041110441133525084,-0.03428435259948979
HALLMARK_TGF_BETA_SIGNALING,0.0467649689592657,-0.01418914261310503,0.03667420621004749,-0.02753089624502289,0.02460331504872998
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04231949434937321,0.021278360498977484,0.030374547279050416,-0.026920942510645158,0.045825271579527184
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.038154920133214455,0.005325286837006657,0.0492948691208482,0.04472285965001376,0.030958043857639284
HALLMARK_UV_RESPONSE_DN,-0.03429018459877016,-0.007961102812767617,0.08222228847800087,-0.022854047074699662,0.07048571331317602
HALLMARK_UV_RESPONSE_UP,0.013079476844758372,-0.011435273607186726,-0.015560992229275171,0.01724337328211963,-0.00759352096074544
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0135711215537722,-0.05534180496717354,0.039279080964141615,-0.020997841144046,0.0066213660642468475
HALLMARK_XENOBIOTIC_METABOLISM,-0.017265400579271076,0.03077422268314589,0.013629931275381526,-0.03791739212985284,0.008125726192869035
