,UKF251,UKF259,UKF260,UKF296,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.02663262183698407,-0.005990647393968793,0.06196606733646075,0.016386023672878506,0.12690399958106185,0.042780539869774155
HALLMARK_ALLOGRAFT_REJECTION,0.009643758435211765,-0.008630772587801159,0.04941083680031091,0.06187067388156701,0.031029432276651215,0.049935919553603034
HALLMARK_ANDROGEN_RESPONSE,0.030143422879681598,0.00844052819490923,0.025315347746995665,0.07016087944726207,0.06317239988950726,0.0556681894600928
HALLMARK_ANGIOGENESIS,0.012296828028836297,0.015095744607837977,-0.006169810802663104,0.026400014540573127,-0.041370165457732665,0.050800414418579146
HALLMARK_APICAL_JUNCTION,0.023269838456982057,0.0010591296488836792,0.021433343894566005,0.04610050260603994,0.08420045170566365,0.08337201803204357
HALLMARK_APICAL_SURFACE,0.03528771617601604,-0.023378161289353532,0.015118706533976857,-0.01036999040735222,0.027663537168483816,0.06257576971516653
HALLMARK_APOPTOSIS,-0.01451446934893899,0.008773586005203235,0.004165827430350369,-0.0027045142161054195,-0.027282328823410584,0.06225472544138831
HALLMARK_BILE_ACID_METABOLISM,0.018258536475173334,-0.0018041262899268938,0.02660757510917552,-0.027037019542458074,0.14699930892881413,0.07758867124873597
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0011596139496393876,0.018360727841007403,0.012195895876192518,-0.004952206110647895,0.1375581851662694,0.07815850429326943
HALLMARK_COAGULATION,0.020122620468690722,-0.023336660812334074,0.04448511735755703,0.04758709925551395,0.058991574371880115,0.06998216838137793
HALLMARK_COMPLEMENT,0.02087497333267073,-0.032485867773837995,0.013592447431589058,0.07973129079147696,0.07882130997327011,0.014577350704911644
HALLMARK_DNA_REPAIR,0.05974269815752823,0.04454137465463969,0.0807839627310616,0.04826294333910417,0.14667079257465224,0.06005257311826665
HALLMARK_E2F_TARGETS,0.05830913276935521,-0.02615126819865194,-0.018598401417228752,0.028178660391517386,0.08406252042351002,0.05106485938674811
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.00933535361450509,0.05609417776090986,0.030001043214625423,0.03535563985507249,-0.035111240655243424,0.026562496811041954
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.002803471252659866,0.05518550654981564,-0.03681536368979842,0.0808197557102311,0.06186430657139463,0.04897786759033663
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0007309791036919271,-0.004940686440714249,0.08343338078696719,-0.03200000294462157,0.007767688271585915,0.009895147157198799
HALLMARK_FATTY_ACID_METABOLISM,-0.030401522404181605,0.047430001428250206,-0.060451199647154265,0.004551346462719882,0.02857966217721194,0.04682801624515154
HALLMARK_G2M_CHECKPOINT,0.02722347862609345,0.010051855968582482,0.06301672247801593,0.020868151399166538,0.03986193680343016,0.048702735492765645
HALLMARK_GLYCOLYSIS,0.025243901116570967,0.038895127435869356,0.035839379903906676,-0.0027202057956824707,0.018630668099174644,0.13942831462081282
HALLMARK_HEDGEHOG_SIGNALING,-0.015475431512594841,0.011721145364648142,-0.017771656688939676,-0.0038259113818828257,-0.03750887904593668,0.026749611007622544
HALLMARK_HEME_METABOLISM,0.024533185107227434,0.03191229420178761,0.04107287218315913,0.0034087292153871227,0.12088236700927173,0.09524265758329425
HALLMARK_HYPOXIA,0.011818820146439412,0.03668758287568499,0.007350750803091092,-0.0002688521008473428,-0.018972198279994672,0.08218632797671296
HALLMARK_IL2_STAT5_SIGNALING,-0.02279163642668076,0.05687745836893598,-0.009219762593710639,-0.03385548032420648,0.04411547166569333,0.054649798813827
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.009911990381426079,-0.038831781210853636,0.02663421936458233,0.0636963489098345,0.10506049527433711,0.04198293458510872
HALLMARK_INFLAMMATORY_RESPONSE,-0.0675458854846197,-0.0018146321515469502,-0.0092326930677853,-0.025124915676826693,0.07105136783933731,0.08049102618028897
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03882801545662342,0.016485768931485397,0.05191750399691919,0.08376868323401357,0.08659595083718023,0.04794551436601317
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05612458404701442,0.03402639081135895,0.027872335546517323,0.02176713218966356,0.04184135002508226,0.05507712189432594
HALLMARK_KRAS_SIGNALING_DN,0.05253884366229211,-0.06349503151443447,0.08179119352254319,0.017386061973040646,0.09797051921644957,0.09795855229009723
HALLMARK_KRAS_SIGNALING_UP,0.003044102713002994,-0.03703377564644033,0.0360243637514856,-0.024615964760613975,0.06918928279657774,0.06210267419603099
HALLMARK_MITOTIC_SPINDLE,0.01252960436991152,-0.006291818318693365,0.025222973909727428,-0.006523181910856234,0.11155568087899388,0.048311157282834645
HALLMARK_MTORC1_SIGNALING,-0.00027581420896790227,0.06121357290440806,-0.011447321800812649,0.05553053752228463,0.02888224001385656,0.07062623561293452
HALLMARK_MYC_TARGETS_V1,0.03384689385401035,0.04807080755761246,0.04279588442307509,0.04607559897116356,0.08876457389279843,0.06233286110138353
HALLMARK_MYC_TARGETS_V2,0.016790104921895352,0.0023435674298132674,0.027997654211136206,-0.010218017159250602,0.015370246108628966,0.06684177888250564
HALLMARK_MYOGENESIS,-0.02241311972535643,-0.02029134210238511,0.06981468009756384,0.030019950294713167,0.12382153084643355,0.08506890724726994
HALLMARK_NOTCH_SIGNALING,-0.02316980331196109,-0.00043775146320974167,0.024672879659230585,-0.032198669138390534,-0.0015442777181666918,0.13330253812591733
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03443958367919026,0.04822508292890706,0.030924416831164366,0.021729587859360473,0.10456998097228394,0.06190132912525712
HALLMARK_P53_PATHWAY,0.04599876860869653,0.05630908970621078,0.04895864808456569,0.04073056701527467,0.03412958810054387,0.03264455221483774
HALLMARK_PANCREAS_BETA_CELLS,0.07327468640886502,0.04012638405576889,0.015898561728830498,-0.01410110061062153,0.04917920000638218,0.065415773742703
HALLMARK_PEROXISOME,-0.014490905740215502,-0.032614554199846636,0.02078479959924743,-0.004648114856047355,0.0422314846837439,-0.0497742655423918
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03148551487051043,-0.00659278600410143,0.02149628401038148,-0.006693804192962687,0.11717085420721458,0.04397514518211116
HALLMARK_PROTEIN_SECRETION,0.02565075816469953,0.058335804563061165,0.04805099703229226,-0.025246734770334584,0.07649783256736846,0.08926626614090842
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.011973218453777388,0.06089450204866136,-0.010859073795306462,0.07549778186383466,0.0664665024784001,-0.04818379487145679
HALLMARK_SPERMATOGENESIS,-0.012849752515215102,0.014493280690872514,0.005075112012834147,0.00772331841713995,0.13064779227605286,0.0748809819320806
HALLMARK_TGF_BETA_SIGNALING,-0.0006632477212536582,-0.017069613524604142,0.031021722748802633,0.04106409036266246,0.08026932102848615,0.006962027602095224
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.014768056246471461,0.007357501815902338,0.018856583163100644,0.001663291863547028,-0.07401966634909586,-0.06023528278662088
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.036777360574201855,0.06452564135837646,0.01857973849858461,0.02195628296989821,0.06383192840020382,0.0969449462582499
HALLMARK_UV_RESPONSE_DN,-0.007273815954954847,-0.026045975361531745,0.03458508324441829,-0.0015325369668207148,0.10100286816465277,-0.002717230597978212
HALLMARK_UV_RESPONSE_UP,0.017287796953087825,0.04162627657968617,0.02497610747673427,0.0029145915240140355,0.13225753387176312,0.163880533766673
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0034701226840215937,-0.007266608608283084,0.03929697555074664,0.0009746629028594819,0.01735488014136701,0.004548916263340137
HALLMARK_XENOBIOTIC_METABOLISM,0.004015512132812751,0.0014389058577956358,0.05924030109629027,0.04298032993533395,0.11397765334282188,0.11120161041756416
