,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03727768703277771,0.08869456514497266,0.03151246962247824,0.003999760119982869,0.01320603381187349,0.023010476208159446,0.06240369350024429,-0.05258275727309415,0.023669084576451012,0.06146273205426111,-0.01628651015360112,0.10655022950725238,0.12641741270700654,0.040297328864958244,0.09044431575293722,0.031931076553772246,0.12342585658904281,0.0747254770821264,0.04088539468580806
HALLMARK_ALLOGRAFT_REJECTION,0.06842088579498269,0.09778259688992134,-0.016220029193538578,0.02994687853017378,0.03677154916103888,0.10546319445748764,0.07991422438450205,0.09918511791862346,0.01700908054001422,0.05774336766747374,0.029695452155819712,0.09409176643116973,0.13621279950734888,0.03882790412916979,0.044845689919592674,0.012298098886031018,0.13354928214177353,0.010606936961191688,0.018195655266299345
HALLMARK_ANDROGEN_RESPONSE,0.0631628657612702,0.0929408602691411,-0.019701517633856774,-0.0062233852893057535,0.00316464191614419,0.043040252056288246,0.05475485770866518,0.00023717588759528276,0.04543762398296017,0.007624302510091478,0.005011256864710483,-0.00495848436658355,0.11701919294651864,0.04784154788428989,0.057098513714504646,0.048375227354219764,0.12641365363476564,0.03162433268601818,0.10824615547557467
HALLMARK_ANGIOGENESIS,0.04479807565436239,0.04926669761551027,-0.051762306004588546,-0.04452107692367915,-0.0360034599633817,0.09576849437911607,-0.004437584312298984,0.06819351413357025,-0.01445811450836055,0.05348899440569387,0.054831768470298914,-0.07802126560683509,0.04997247954762015,-0.032145248363453734,0.04625394030630258,-0.042068878450879865,0.03661545367996612,-0.06756484032268448,0.05712464749427033
HALLMARK_APICAL_JUNCTION,0.0562943237259231,0.10648840517688976,0.043299758490345924,-0.008054298376586177,-0.0027579693465696296,0.06558026472753792,0.04230116763022397,0.005803335769576663,0.0703326571051895,0.06615224466546817,-0.023600777145279434,0.035513522119086344,0.1117619465063079,0.05253295982310683,0.08786138757556121,0.022719566586317522,0.1783779566982151,0.050713868212266006,0.09702795974597768
HALLMARK_APICAL_SURFACE,-0.018328810935827475,0.033710742740264685,0.01375331060017558,0.02400967172998447,-0.07903622648505823,-0.02049248497930217,0.011786577299822144,-0.05197916145642378,0.054136419397308275,-0.008238902239378381,-0.041608572357470106,0.06218843532500333,0.09594011130894946,0.05375370975349904,0.08754518694326373,0.04022268239531539,0.15372090491613424,0.05715525306359106,0.06283839273580075
HALLMARK_APOPTOSIS,-0.015374070352553991,0.10078015963995055,-0.007662707170774071,-0.004495872432980716,-0.0025449949986657734,-0.016031824899109433,-0.04192370551483479,-0.0067137789779606796,-0.01731858907501798,0.002134201662570124,-0.004046990824775429,0.009464098647330983,-0.017187442096867976,0.017435074398199822,0.07322070595801419,0.049861905539257616,0.09505162853474815,0.04373829583712756,0.011991915510690919
HALLMARK_BILE_ACID_METABOLISM,0.06836757706131276,0.024088773463005714,-0.02457612706084076,-0.004036254361148016,-0.005512668731892465,0.07922773191692478,0.04637619810696317,-0.022480771882982874,0.044134020720121125,0.0871569626985054,-0.07320120077581921,0.08042237943295846,0.10848559181029456,0.03065202939502868,0.023579285225035797,0.0017667273762046831,0.06306198146170011,0.08507766878986779,-0.03267360493883637
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.032220168770982986,-0.02659337017962578,0.005546445832824796,0.00481608874457978,-0.0026969985297426113,-0.00816046585853366,-0.008035778001239943,0.009955130535102184,0.06508494777859593,-0.017515677514166064,-0.08651517944552019,0.1191278093982159,0.12022475799073451,0.03700069600006027,0.04095037261168541,0.009377843512816517,0.09423055817195085,0.07195633590902815,0.1446649858921617
HALLMARK_COAGULATION,0.07182335690689878,0.12454546864450097,0.0027244446532707087,-0.008753405130687276,0.04532646580393538,0.07630559539056887,0.04339474484046691,0.07568527521330859,0.048010920176810294,0.05131077296849303,-0.016801641438484356,0.0540685309469684,0.10567438881176143,0.045912342163198804,0.06590551425406016,0.05587721561497596,0.17149221473082518,0.055692773657164574,0.05456124899448248
