,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.08388125269870195,0.010966253427148746,-0.01199157523919866,0.09429685616068605,0.048280399675252536,0.052913696391964214,0.013466296285054122,-0.03105286898729464,-0.023450654328235395,0.005352496504162125,0.10658495869358905,0.16867256560612798,0.05032799713862984,0.11456224732806283,0.10955605992743282,0.16451978589569147,0.09129976035752001,0.0006077586385528534
HALLMARK_ALLOGRAFT_REJECTION,-0.010228425839851686,0.01670363771211343,-0.06509994609174258,0.10608966231579633,0.024630885275933666,0.13371912491363866,0.0773647877868373,0.03991586502232858,0.08949750934686355,0.005479300363128787,0.020985972115831905,0.0053347560973480935,-0.04232737740938642,0.09698894774254913,0.015227943532850233,0.052778768618432975,0.10590838447373037,0.007652550869788789
HALLMARK_ANDROGEN_RESPONSE,0.08977782022869862,0.04541382307800097,-0.00997889238920504,0.016713979659323575,0.06423309068470333,0.17294566903481162,0.04372742260056589,0.023922587608442805,0.09397533180629175,0.0008148755385698059,0.09648248331923392,0.012644642569821408,0.020560233444892134,-0.012410361177608787,0.07973161304439459,0.14949501875843582,0.050686337806028985,0.028474321591671632
HALLMARK_ANGIOGENESIS,0.0223441415221023,-0.01014714009803077,0.02602415778540861,0.007035611536177331,0.08301213401545318,0.1031147527313706,0.03416534736296846,-0.06748212527859539,0.0463018193475563,0.027411758754764693,-0.042356900040558615,0.006048718632984263,-0.1560128750284694,-0.021799557336570838,-0.0477376875622282,-0.04490658713930207,0.0678990217719587,0.06968862870457299
HALLMARK_APICAL_JUNCTION,0.0926140467211603,0.029881136377791596,0.02896124424255203,0.03701697697510101,0.06507422838093294,0.09960956851840698,0.07984923387750317,0.021244500171247512,0.025319118150541164,0.0473451567341376,0.0591731601387482,0.12724640244694496,0.02432016557039307,0.13467399371015096,0.11135157451278678,0.1717969245681854,0.08466005852357589,0.054735938047086194
HALLMARK_APICAL_SURFACE,-0.0038236390242563584,-0.035417396809413255,0.05316056669224998,0.0685807216867313,0.013645114990146414,-0.14418269831115982,-0.048269002470768776,-0.011064310177196921,-0.009777013204621769,0.04898746719066506,-0.0076176347009896195,0.18193455263802352,0.057928557883944895,0.07545178022120884,0.07480154535572298,0.17930680896694842,0.07682606415821178,0.027634248018115575
HALLMARK_APOPTOSIS,0.05843424127755255,0.07886905947286117,-0.011826242172526102,-0.037088527786331565,-0.015175838009115676,-0.004166778290280618,0.02286155595167673,-0.05461820340910901,0.07264626120836977,-0.025702131576300007,0.08513287120517771,0.11244848464614803,0.14025746749903517,0.08837358168892388,0.0010779120406074595,-0.09944939671013404,0.09572096805577121,-0.0208040779413827
HALLMARK_BILE_ACID_METABOLISM,0.12922388475737367,-0.0360611323190234,0.02240797436757915,0.0698481601410322,0.07404304779180208,0.12886153261799113,0.027167234326428518,0.018565721428602643,0.031563793295954136,0.07792784593824105,0.05629419287284118,0.17114304994421245,0.047494660648488854,0.08365716724642572,0.08882876771234026,0.15316490278290956,0.12481968357785181,0.0033959231683744176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06742974762094496,0.03650880934431504,-0.008655448411543424,0.08752808732259244,0.00295286408909185,0.1389763752897352,0.06959686842402667,-0.013839832636341056,0.09770279034601459,0.05984588970614798,0.04427564508371084,0.13818820333694448,0.001982518300604683,0.10255757608863704,0.08776700793003007,0.17753279870919128,0.08259723291363325,0.040538654127382195
HALLMARK_COAGULATION,0.12097377624789936,0.03937865167454572,-0.0198069933242919,0.02928013354836674,0.03678490030190348,0.13868096319066062,0.08229241721471263,-0.010596820501139834,0.108680984717528,0.01196760443498965,0.03355990256260543,0.0832823973838397,0.00717092367875439,0.1376487070723952,0.08376551981342538,0.06091967394677407,0.1232962725938309,0.01795049824905603
