,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06033524190645858,0.05720788260443359,0.041556916760977725,0.0020094061463329445,-0.05321290123999487,-0.05517025696505832,-0.05632827697479552,0.04500679050375374,0.005082764253323039,0.00851277581178639,-0.08116253183806044,0.08593296647562383,0.07166074162780195,0.15286509767617526,0.050376678671533635
HALLMARK_ALLOGRAFT_REJECTION,0.04038114717493351,0.0021331789479173695,0.0007224619997818131,-0.015374893583749305,-0.04259622721388809,-0.10248147815327843,-0.0846719960640553,-0.018173433243469785,0.08357264228024999,0.011185068033828847,-0.04098770491424721,0.04047395255795682,-0.04998638365596433,0.055391739898479335,0.013616465913537474
HALLMARK_ANDROGEN_RESPONSE,0.05444966510355054,0.07924710663340334,0.031459099915316265,0.08115199594479189,-0.015422771294995643,-0.1238170424100511,0.039713605112453705,-3.435173461037279e-05,0.1212935163782724,-0.031905691508562956,-0.05350406398261537,0.037429358679125974,0.007761352315520068,0.11211442421104954,0.04608469233777486
HALLMARK_ANGIOGENESIS,0.03845246551404247,-0.00043621891554552973,-0.0016995665602467505,0.03872605528283429,0.03841147516508252,-0.1633953870586931,0.10202153581190736,-0.014932430928927909,0.08737880713327274,-0.005392276545038095,0.03947702369469505,-0.08251000690112185,-0.030237122161929305,-0.024125262483522973,0.010372213091205063
HALLMARK_APICAL_JUNCTION,0.059462090723351735,0.08498193888294778,0.11191716821497147,0.04391324360699069,0.020919904649701438,-0.102173448466376,0.08366882001524001,0.0520337134555797,0.03774835429975313,0.030548761422220405,-0.10899400214181268,0.06646348836870736,0.05161549784128358,0.15729853995591525,0.04607356100108003
HALLMARK_APICAL_SURFACE,0.053633083620637165,0.06220191449293013,-0.0045171888511153085,0.0035629648567587313,-0.015134524578536042,0.1243991197200876,-0.07497897414324664,0.005335156086920143,0.07228196545544593,0.04656930350578597,-0.09559339573516858,0.027355421711228553,0.11534082323294935,0.12878226908023496,0.04783451912714018
HALLMARK_APOPTOSIS,0.0037815532801861993,0.05780043672059155,0.08383507036310218,0.05638762144736832,0.05428491796288837,0.00506793353505712,0.22434371544558726,0.0657970942389463,0.012237057379282858,0.0008182840225614865,0.043012514093561056,-0.013124667707176468,-0.04302553369963072,0.12307004766643327,0.02509608774301296
HALLMARK_BILE_ACID_METABOLISM,0.04357699180914249,0.012362132257885895,-0.001789306533910532,-0.03140516729752772,0.011851486453286071,-0.13821111596354788,0.022090112157432503,0.08900786477459521,0.011929606931088637,0.026762461250288697,-0.10516581980032152,0.07865982053252314,0.05772045050992974,0.11823546141071616,-0.0015914085860152414
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06321775469558213,0.04771944705366947,0.07040199663462604,0.02299066001605019,-0.03478609220873334,-0.1083871124872565,0.12499717930291306,0.011496069231918043,0.030666581553893638,0.045622084143366624,-0.08248368430523843,0.05787842972571804,0.06536891297627039,0.1760040547227152,0.05028799200738145
HALLMARK_COAGULATION,0.051675914431583404,0.07443014428964292,-0.03465674440248139,-0.02756140432172117,0.008497411331901272,-0.13469939878030682,-0.04261805117076266,0.020994020935191697,0.06699497714321967,0.00017006709745843497,-0.06968616679079895,0.02215660668337405,0.009301322887900148,0.11406778420467993,0.017672623759455462
