,UKF255,UKF260,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.004957980832654321,-0.16449356206881097,-0.08051657699617011,0.038373068281548676,-0.01569325982464575,-0.04875441256683135,-0.08036273264863376,-0.01678879449917968,0.01596606289258104
HALLMARK_ALLOGRAFT_REJECTION,-0.05826680671889941,0.027448279711971547,0.1123057659043314,-0.02822043124362448,-0.16806392597611663,-0.08841469900546149,-0.016311336183126923,0.0068861700121267905,0.15736875472594772
HALLMARK_ANDROGEN_RESPONSE,0.07768162132706996,0.03984862373408395,0.009338797145220347,0.05239919858849073,0.04932451459835045,0.008467907961179851,0.005237725250682256,0.04483089186352346,0.10148402559240106
HALLMARK_ANGIOGENESIS,-0.08059157672147575,0.20981461372372215,0.03682096030298414,-0.00041577317656720414,0.0781451682069887,0.17820794368627094,0.13755233474044534,0.04805781099203354,0.07857080006002246
HALLMARK_APICAL_JUNCTION,-0.039549656550013496,0.06414480653122208,0.038849675018228204,0.022979145950142228,0.07282197049583426,-0.007727135957835895,-0.0846887838896933,-0.01219686367017227,0.0241365858259113
HALLMARK_APICAL_SURFACE,-0.05553517188702923,-0.17561513112887522,-0.08156377570029473,-0.019905348944128445,0.019697992434386254,-0.03778574669721314,-0.054784007034623376,-0.028403382952833244,0.0011613392029691206
HALLMARK_APOPTOSIS,0.14480879102761102,0.2775971400100037,0.06840475169619667,0.03227415456112419,0.15092451659863515,0.20710805792031542,0.008376735941425998,-0.008345334995066482,0.05534302159482692
HALLMARK_BILE_ACID_METABOLISM,-0.04428719892037834,-0.22594899989369455,-0.043316449368333065,0.005417023483099058,0.05421566829586078,-0.05334330712190035,-0.09252673157051498,-0.0220017506026911,-0.0010189651506773646
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05095614586838065,-0.06924370980308488,0.035216491520673576,-0.002108736582749624,-0.002572402796055112,-0.08340606076748897,-0.11050487178057557,0.004903722958188131,-0.02184377439856976
HALLMARK_COAGULATION,-0.016345419767745735,0.1442268223185207,0.07520106040144471,0.012029021424695176,0.043197221691453354,0.04939354799642534,0.07344200533921237,-0.0001519469631223741,0.08746894961492017
