,UKF243,ZH1007nec,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.05971052654675439,0.1508674157044813,0.05646922654772416,0.04640811257009397
HALLMARK_ALLOGRAFT_REJECTION,-0.0005763554989307248,0.019332594527438653,0.09491723194594641,0.08368778666142769
HALLMARK_ANDROGEN_RESPONSE,0.07949572364124752,0.19897881441047693,0.0010224105975922243,0.03939429203962754
HALLMARK_ANGIOGENESIS,-0.01578922486710047,-0.09813325002662379,0.0476395337542122,0.0038003994503927824
HALLMARK_APICAL_JUNCTION,0.17388990478690375,0.163024525157452,0.01516548689504321,0.060052037150718156
HALLMARK_APICAL_SURFACE,-0.043953063111740465,0.09040522815255252,0.005638002669804511,0.03548508223699863
HALLMARK_APOPTOSIS,0.08695460735372566,0.0404745583068978,0.035517690306529646,0.021601060009626104
HALLMARK_BILE_ACID_METABOLISM,0.023607923110976887,0.12800173973575976,0.014183681701510176,0.018494705427781772
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.080281929659739,0.13966803670415637,-0.013900750928309433,-0.00916338054724442
HALLMARK_COAGULATION,0.13022942420282252,0.09952328007183237,0.03450767272633003,0.051071992343870186
HALLMARK_COMPLEMENT,0.08956932120093339,-0.018430012618880626,0.08724943788218402,0.020802470551800196
HALLMARK_DNA_REPAIR,0.0669952906509315,0.18265184420923886,0.021725124871741688,0.035995609036729624
HALLMARK_E2F_TARGETS,-0.0038399924110818356,0.03811683857456522,-0.006189058481587473,0.018026565472853837
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.2366416234478281,0.05353310273163441,0.06686422465790517,0.0745759436794423
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.13782451591821232,0.07057721427775808,0.023532003333939566,0.018837206658784734
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008344127956405014,0.06886032636240877,0.029783565729333245,-0.003392001839668951
HALLMARK_FATTY_ACID_METABOLISM,0.04958020574554114,0.07348039803280923,-0.02737593401517984,-0.006772051238986921
HALLMARK_G2M_CHECKPOINT,0.1629577547914124,0.12015709350554322,-0.032124445600236244,-0.015414156635820733
HALLMARK_GLYCOLYSIS,0.0413325714048618,0.08751808239697782,-0.01092086376704639,0.004674249025758698
HALLMARK_HEDGEHOG_SIGNALING,0.04046882897301466,0.07688752669870427,0.006770064529979176,-0.012476342113793396
HALLMARK_HEME_METABOLISM,0.09869415165251925,0.13034584915149253,0.03793475815908734,0.025106973786855433
HALLMARK_HYPOXIA,0.11503195966109138,-0.06405710800192012,0.022154927305326807,-0.021502147743848884
HALLMARK_IL2_STAT5_SIGNALING,0.09826338757976423,-0.006834691922302992,0.008923998160902908,0.00834553648606803
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.17201675851326836,-0.09415934342928994,0.007381200868503947,-0.023173037888078143
HALLMARK_INFLAMMATORY_RESPONSE,0.16679711454925503,0.05879521050264988,-0.019970660657338914,0.0060838589322294205
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.022710003407461793,0.12502756059327644,0.027142335240183776,0.11302970629334233
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.21055604269579173,0.09597821314107183,0.02969048339217788,0.06630804660654677
HALLMARK_KRAS_SIGNALING_DN,-0.09072954285649694,0.13579563401292508,0.021402795719959615,0.029417329583701617
HALLMARK_KRAS_SIGNALING_UP,0.027207291741178793,0.0198217630692774,0.06703115961581829,0.02461328257974085
HALLMARK_MITOTIC_SPINDLE,0.05070590300996039,0.10194658547306094,-0.003518164507738364,0.03436231465186444
HALLMARK_MTORC1_SIGNALING,-0.09658923034530043,-0.04273446344647583,0.006216981448885327,0.004736339976653125
HALLMARK_MYC_TARGETS_V1,0.03197472300801904,0.13782791043049386,0.0009588303638295134,0.023984504064983272
HALLMARK_MYC_TARGETS_V2,0.08209041093415002,0.017307639389726195,0.024743792894684126,0.02347958251027415
HALLMARK_MYOGENESIS,0.05953343682745003,0.14431920947723645,0.04656742571644742,0.1027600561752165
HALLMARK_NOTCH_SIGNALING,0.0385663427055754,0.11331150568371509,0.01407582964044115,0.022392213717292567
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0003150949053113201,0.11617624794061707,0.019410076679794785,0.03347857601619908
HALLMARK_P53_PATHWAY,0.024829092228147047,0.12669992824547832,0.02635084662185936,0.03208099075935498
HALLMARK_PANCREAS_BETA_CELLS,-0.01693513624231621,0.06273688817612516,0.0490200868164391,0.02389636722836404
HALLMARK_PEROXISOME,0.10907573936565362,0.06405095277446907,-0.03622375353053672,0.030721149290890027
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.012216539646968108,0.11124988679988122,0.005684117711707964,0.039622162850777465
HALLMARK_PROTEIN_SECRETION,0.04881432301252018,0.1196384104569206,-0.008504337408791467,0.007162232254697649
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.19620802990101419,0.004446138705875617,0.011625793320715143,0.009955140812826292
HALLMARK_SPERMATOGENESIS,-0.051483775361668704,0.10756152923255861,0.00658505219822411,0.03504592347485044
HALLMARK_TGF_BETA_SIGNALING,0.017804404592278875,0.09943095166006678,0.02344473072383567,0.052136671177212525
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.22486205963263142,-0.07348370503389319,-0.029923184567011953,-0.03770634064879549
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09051192413897743,0.10228189244423694,0.011588202146026088,0.016295588185129273
HALLMARK_UV_RESPONSE_DN,0.026151401883065056,0.13989140264442151,0.036717573661262166,0.06271236406306865
HALLMARK_UV_RESPONSE_UP,0.03799787857603054,0.03354407804683967,0.005875558621146239,0.019606035063653944
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.02815815276353937,0.013844501977149348,-0.01738040532151979,0.049906926370295604
HALLMARK_XENOBIOTIC_METABOLISM,0.04182819643138427,0.10108559913883045,-0.007847222068803842,0.036075010356227816
