,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0794127488793747,-0.05716469366262955,0.016201510943080054,0.05130964914647792,-0.028689652660388944,-0.08631392369016067,0.008044835914352172,0.15535832037550482,0.006543490260496688,-0.03548259150026377,0.05351484996020422,0.08523002516066366,0.0590224422349521,0.2817951631279807,0.11620247504560087,0.009783741291951416,0.2191632613109377,0.10788064482981051,0.070996497125236,-0.04338844755996048,0.035194870198271014
HALLMARK_ALLOGRAFT_REJECTION,0.226423223108452,0.07281149154769723,0.03543862400385313,0.10668729836121463,-0.01938814069192832,-0.04524715704459925,-0.05330599837765501,0.21026815970367094,0.023422253559617627,0.004209357741023493,-0.07166333321866457,0.05552325644602015,0.002368788826672666,0.2492580449219604,0.11177684862923368,0.052640982523642625,0.21827775010659362,0.1076301465762747,0.07582221889053017,-0.06468200921950686,0.004368659472519103
HALLMARK_ANDROGEN_RESPONSE,-0.07493844871183404,-0.10877262134280537,0.040012586181263354,0.016809073975796007,0.09589536126976982,-0.05720598718865609,-0.004697339676588601,0.17205032423547684,-0.023614402373363867,-0.0003317852140222638,0.03435429686813654,0.08144486794968217,0.021570788176485615,0.2728595541783921,0.060749656351344834,0.0682280780547706,0.11845685739206326,0.11802477690957941,0.06219113878869268,-0.04758865776563993,-0.003277734227401777
HALLMARK_ANGIOGENESIS,0.1698230400113204,0.061548319101039785,-0.007939154882850205,-0.04819904591303748,0.06904405431294264,0.08987248383497287,-0.03886371179185397,0.21972419510692792,-0.030915249905608743,-0.013127667380252804,0.01641162925338829,-0.0034061282224086458,-0.02265305217009396,0.3144872876479732,0.13875885401580243,-0.035620518364065566,-0.06367288911881946,0.0879035119885411,-0.019918910729620265,-0.006547151387629728,-0.007084247132627016
HALLMARK_APICAL_JUNCTION,-0.1878959732558173,-0.100260087549259,-0.0020504691988779133,0.006838260355805773,-0.04585199427364923,-0.06679288107329263,-0.027013675893850914,0.2004295148647715,-0.050012616151042466,-0.03693231872370698,0.03413255495977143,0.09155524931746131,-0.022828653325670897,0.22763122720574966,0.0870483061758577,0.02313933766061819,0.20443739710022416,0.09597855486773885,0.05345358932570715,-0.029666170543671863,0.01447182376896357
HALLMARK_APICAL_SURFACE,-0.12632285696313683,0.010355677785117,0.00625246227206405,-0.00476498698092785,-0.06701578602150964,-0.08831568983883532,-0.006267014750625115,-0.07462644465618734,0.011120640252239345,-0.04390291043518104,0.03944217735903692,0.1314943706228335,0.011018525166095123,0.054739037694868216,0.09162270870693329,-0.013523154997917263,0.2605394233629149,0.09854495273665106,0.054935008580176574,-0.028271846618755703,0.001296411118127132
HALLMARK_APOPTOSIS,-0.04177466140069899,-0.0054359687235771914,0.0392184392206585,0.014412086774964406,0.025361197620102135,0.03356484750976068,0.04009569021713302,0.04183746374067207,-0.018398789508502978,-0.031462134820735836,-0.006618367789317561,0.001938533380752164,0.008016591690583842,0.15672988391757986,0.03363188347781355,0.005486322000659672,0.0504544268953809,0.0367803552172745,-0.04398780836714996,0.011143428808808396,-0.011689478409083513
HALLMARK_BILE_ACID_METABOLISM,-0.17093865643192105,-0.06533949153099351,-0.04116966680566982,-0.021134367752971728,-0.045886968048434215,-0.06509882232087572,0.033649951669533294,0.2056854851988868,-0.023992190715105024,-0.04313627661003047,0.03738547223620082,0.052665993611261785,-0.009459208261752871,0.07363378032901849,0.065115768743114,0.01900355235168614,0.2012055844394705,0.058382690320234916,0.06110206463873524,-0.06527351581819901,0.027115211266854643
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06422033215284544,-0.09663230266938935,-0.034927614427349124,0.049606472090864676,-0.004514331941399014,-0.10595013130251262,-0.041114910063902305,0.15070049322353266,-0.05287863085224744,-0.023814825077434966,0.00481633194969443,0.07431204612578986,-0.0620701650866158,0.2793905795622652,0.07963307522318229,0.05350746566641398,0.18166849386159228,0.10796708750670679,0.06368501985231212,-0.05719383516112702,0.00967661560767248
HALLMARK_COAGULATION,0.2714282665591682,-0.04127805867477636,-0.015752069131952394,0.05458120258081443,-0.055424066764879355,-0.09656996020430089,-0.059822477329624785,0.16848479151262746,-0.017707785024162002,0.03332509686768686,-0.020465477415311947,0.0600688930288784,-0.050336040548461004,0.2228914749746441,0.08901975744799309,0.01921340362735757,0.19263661339142688,0.15808757943295987,0.08389786124189676,-0.019718844403870412,0.012247398640094435
