,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.013146663468827825,0.08112881091053839,0.10488121903808705,0.033590499529714164,0.058762050884641016,0.03130944452273925,-0.03727445731471826,-0.010044227824467789,0.18810756404590473,-0.01977100267689796,-0.029297274073397075,0.06421289521905883,0.01189755889902246,0.09547366771268065,0.10445569492448248,0.04389500786119457,0.14017836364821884,0.16271786197772853,0.19548727901018903,-0.02648144698160963,0.17182933157267172,-0.01535730685942097
HALLMARK_ALLOGRAFT_REJECTION,0.01535902055000205,0.04911063887261312,0.062018942400638974,0.08539314969182348,-0.01844368246639252,0.018259056690569573,-0.047394467382159564,0.12016133653237389,0.2267596412487486,-0.07314955023993547,0.005511101677598347,0.10619178575202042,0.023517752810133692,0.07799256981216424,0.04535336948412014,0.20419447472841087,0.07990861149919987,0.11239750491796623,0.13136732824763425,-0.013615766180589803,0.1326161683781427,0.013652816434469594
HALLMARK_ANDROGEN_RESPONSE,0.09284603932688429,0.1105026301595652,0.053903715850296845,0.05944525201629664,0.09555845341935436,0.04649692415535222,0.00109564291875277,0.09808649283915932,0.24383267420955748,-0.051451758970816754,0.007527374998499091,0.08427632964427162,0.08260812383579819,0.10439397201134333,0.0031700799211314577,0.049742653125481234,0.05519135124218587,0.1680084396019194,0.16785825090082748,-0.028440466960117285,0.11955049323935785,-0.010888097199878542
HALLMARK_ANGIOGENESIS,0.05157952772104279,0.09490413249906746,-0.0383630430821976,-0.007948344609213278,-0.07201786127919683,-0.030401816810855714,0.08223177918324427,0.11764252870978605,0.20350408334895398,0.03810764996411569,0.0033908888392733625,-0.010803163373578143,0.07744056253948592,0.09551230062798768,-0.07992564859310398,-0.10384658567317019,-0.04329996174330031,0.07438425513038638,-0.09591098450809384,0.06133176477102121,-0.12189257667718535,0.03756680480458756
HALLMARK_APICAL_JUNCTION,0.04785207059968056,0.06090620720874821,0.10302937149205516,0.03914526420863737,0.04683007656909109,0.015470145936443708,-0.008412422103184635,0.12037564827824723,0.21690793402649788,0.02930355050273303,0.002530574819806855,0.08734637522052696,0.1284972870083025,0.13786050118990595,0.05820607200363793,0.09980962743538078,0.17704678257436865,0.20411938389586506,0.1805943789469303,0.02889870818197607,0.14578499757805488,-0.04355628460874597
HALLMARK_APICAL_SURFACE,-0.0034675294714754125,0.02687247618338827,0.041727972997196494,0.003676230189369805,0.006063532718642565,-0.02964412736593655,-0.007481348423530161,-0.06713145650174364,-0.07971121092887155,-0.01437446969507882,-0.07226412723461341,0.09898482573537802,0.06423893280733929,0.053258857148434806,0.02043147215023624,0.06782962340991432,0.11476616640915023,0.1503324373687213,0.20026686790966583,-0.06210988686590745,0.10272805694814356,0.03309440685059335
HALLMARK_APOPTOSIS,-0.062279006669637337,-0.04193178996001469,0.08141160380555314,0.017639088108411954,0.07837317150051679,-0.01678385109209012,0.041012899163586705,-0.026028263595013108,0.08258780006959493,-0.009479075879982866,0.011081259189228448,0.002999050788885533,-0.005003234943020248,0.010626260976693471,-0.04081978382510479,-0.01767440551492457,0.06297803163549436,0.009448745558399774,-0.057416090139130245,-6.24203128040889e-05,0.07628628976861432,-0.1002868929584339
HALLMARK_BILE_ACID_METABOLISM,0.04549243441542894,0.11383531573193154,-0.008114116428979403,-0.03752818709561616,0.002637686254381263,-0.015641607613101596,-0.028409189423979003,0.055432199430253556,0.2051229542389168,0.006286784120522021,0.0075766676427036625,-0.04161701424501634,0.0797912154029784,0.09187839248913746,0.07730890876403644,0.03630146001963645,0.1286436511361008,0.1762376109989843,0.18812567184392934,-0.07975258344541544,0.1669176396655296,0.015632845803738183
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08609707426358651,0.0691057989576716,0.017131500770333388,0.05423767186720431,0.019116215503979867,-0.004030910949027216,-0.007355114134737313,0.0693522998238643,0.17948243444953152,0.004731830529841942,-0.004911734787119346,0.093383991143469,0.10831554278210419,0.07567130293921044,0.023739634504566846,0.07545502373604712,0.06335162349966884,0.168010695503576,0.2041797469000702,-0.06561440056754272,0.15705548566829766,0.00814066505901091
HALLMARK_COAGULATION,-0.00920097268112511,0.002995533281500776,0.11992064942706748,0.06784537083305948,0.06248704729491725,-0.005084131985193448,0.01665144754396208,0.09200471182519603,0.22466183347988194,0.010391011829425544,0.050831567703941205,0.09258408316543522,0.08812727289583902,0.15090875553280494,0.08095679794533836,0.09697703260317667,0.10499156679211594,0.1711955462856216,0.15544767396455075,-0.04326423777112799,0.09680780118237013,-0.024695859371174432
