,MGH258,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf
HALLMARK_ADIPOGENESIS,0.010552506155822133,0.10461735436118161,0.019353605764785366,0.05004228389065892,0.003844092986521439,0.08908174537392954,-0.0148902701313577,-0.023143372500904626,0.07074121760896479,-0.04224079363713505,0.06526335364647207,0.07615268383275849,0.11025155090636118,0.1453745179949876,0.06511424924934564,0.05334514238101672,0.041410102674756796
HALLMARK_ALLOGRAFT_REJECTION,0.09418497322237761,0.05343158055654965,-0.03674044331202411,0.0353540182330809,0.07128481507820915,0.14324296380982954,0.041187673912107224,0.015786041462484173,0.024966928853070332,0.028624129508971304,0.04399082833152482,0.061850848755205634,0.0736877950061138,0.045685806558842565,0.07070563206000041,-0.010220061465006041,0.06376132722510255
HALLMARK_ANDROGEN_RESPONSE,0.06462364438664983,0.10872709721586099,-0.0040875172347139424,0.07906623575695114,0.046811278799203986,0.0983628845557381,-0.04986154496421896,-0.014156191978923122,0.09187676034400084,-0.002898332141355792,0.02830627541445564,0.10056228044564287,0.10800965494257629,0.09040282481703923,0.11222267490127627,0.01213540202116802,0.036870451440286216
HALLMARK_ANGIOGENESIS,-0.0328382653492279,-0.06477274356849108,-0.04143439547415151,0.025311836764379606,0.08457515864272275,0.1652373626309809,-0.04089911663709539,0.03188276152264995,0.12163104216436066,0.06401089654026253,-0.03690059625308526,-0.04522327571376685,0.033937549545006974,-0.13767236564058438,0.09992953075971897,-0.051587437085536446,0.0021887062648491278
HALLMARK_APICAL_JUNCTION,0.033213387074081335,0.09050545942326192,0.034950448371340787,0.036618686551435534,0.053473427347165196,0.13394897058656005,-0.050120699718196604,-0.017566661137735386,0.11126040489029693,-0.0027206670763656533,0.04749680816362466,0.050292974047929276,0.10141572150527013,0.13386099135198443,0.07445797184519891,0.01938317970158295,0.051318225068895856
HALLMARK_APICAL_SURFACE,-0.04293844181077561,0.1588751455760048,-0.008669954265957408,0.03278483505907076,-0.021197596603883217,-0.0283830695364121,-0.005230698020238575,-0.01620181182335947,0.2009006416948672,0.03815944152611148,0.030124965870764863,-0.019099840683677205,0.07075865940947991,0.05692908973111013,0.031001866816517034,0.05518927531751753,0.059194004435846034
HALLMARK_APOPTOSIS,-0.0253614428952831,0.031016249938535304,-0.028562297541367604,0.03867149036227425,0.01198918030447578,0.015947804916278646,-0.047384496158864524,-0.021209965116081708,-0.06566041970154954,-0.1669024631939482,0.03655716826201939,0.03878608183850507,0.0021231726955309115,-0.11009210792075175,0.10640304356604112,-0.07525787964510101,0.039433671350731274
HALLMARK_BILE_ACID_METABOLISM,0.015460787319222742,0.06440760412607073,-0.017964524210990134,0.08655068357050638,0.01380806219925746,0.1254701422448798,-0.020803922281780525,0.0038682687157834115,0.10819904263059069,0.04106367880824882,0.10576212753880278,0.05079578638934995,0.12944284721832647,0.16631351765678626,0.03775664141242676,0.06479848580733345,-0.009365494576658714
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09351239443154817,0.03931136642637654,0.03576986437693446,0.054274080119235554,0.01253629304482299,0.08456183205458817,-0.04326393632494027,0.03777533052009833,0.16709008635920333,-0.02382237834231729,0.016543110700869668,0.13157313220489386,0.11963533569250388,0.1387863961671573,0.08630139249493275,0.08321620706614143,0.02484450744903733
HALLMARK_COAGULATION,0.03071767901734513,0.028675934687359243,-0.00468691580402375,0.020298963531084558,0.07334929032398224,0.09252689136544665,-0.027309756309988047,0.04274726580381686,0.06097590567542639,-0.06469909383215487,0.07015020324111532,0.07870418801295442,0.10187599733379236,0.07227124116664217,0.09990108552029983,-0.010711968992259827,0.08454437065011391
