,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03905377797901364,0.03633220253360282,0.03353700834186056,-0.0647826592428226,0.033875850483451354,-0.06200438168162217,0.005388662938357139,0.017902459436588917,0.005805092450964102,0.04552238093097794,0.10278732575387717,0.08892342589215796,-0.048768757827224056,0.0239061657989959,-0.005314925703724778,-0.03992234691904861,-0.021332258755467008,0.042780811348619434,0.13487729735299117
HALLMARK_ALLOGRAFT_REJECTION,-0.014595633405745276,0.05056685637028037,-0.034064648480502294,-0.021503259087242578,0.011994771310000445,-0.059454424841776196,-0.004745779051442916,0.0725265329792187,0.21926080042216353,0.06147163168267697,0.04988328065023158,-0.03300541573359262,-0.0687504636108989,-0.06426442117541994,-0.008977872495223612,-0.005490537278693105,0.013226263432860246,-0.0005620998941887144,0.021631859884645752
HALLMARK_ANDROGEN_RESPONSE,-0.025357795425073947,0.011898721989957976,0.04818687646301257,0.013056557827863264,0.022283506190548148,-0.0016292328630926685,-0.03341555530082133,-0.022371444312177528,0.25176289911554495,0.08981125001378595,0.07219930812380414,0.06591500929945233,-0.031249944359392354,0.10632576486661248,0.05485684060971571,-0.032820707484582344,0.0632902254792162,0.01703120478959671,0.10898833503092425
HALLMARK_ANGIOGENESIS,0.0859820710569818,-0.04683747342795317,0.04897614191844039,-0.01247365838171057,0.06398439653998693,-0.04942785146671474,-0.03827473828395091,0.03336804574820641,0.25702627526838606,0.022001912510539373,0.0908574556682007,0.017590743706574503,0.03194028311856257,0.08057897193907021,0.025926445124768053,-0.05359745030031211,0.014009655547697812,-0.03300100502001458,-0.06905428413190728
HALLMARK_APICAL_JUNCTION,-0.032542273739938066,0.07853193899753265,0.020202082844783587,-0.017332440192076956,-0.0014894444628194238,-0.041146422543029394,-0.04800577442786022,-0.021354257963855608,0.10312967470063848,0.0720180579931855,0.08336131254770832,0.1117750878009899,-0.04216503652810357,0.07820683765505412,0.016273623422792143,-0.040161953652926755,-0.008167686238217573,0.024433542731949105,0.15362784194953338
HALLMARK_APICAL_SURFACE,-0.013608982465342322,0.04554031073256441,-0.07046619330693514,-0.05550701691965881,0.003216739734553122,-0.06734227730267021,0.10036716307633418,-0.026605113880015362,0.04137872406581763,0.05046798331011379,0.11941719518365437,0.0932560803634316,-0.04730345729492455,0.1364374762149624,0.03911634206788585,-0.0459953457349003,0.016551255124674598,0.00691684395432448,0.1254866684131817
HALLMARK_APOPTOSIS,0.018581070373726836,-0.018644706892634796,0.03086210320769823,0.10841548475637737,0.004429955238772882,-0.048223347222247435,-0.011445973960944544,0.006323992873304299,0.07739611282453851,-0.008186810722311486,-0.017632565480829584,-0.034602012046655806,-0.055333960985260874,0.033122247980232805,-0.03602968865128515,-0.023963723855654817,-0.0038881666641313556,-0.009573761794164368,0.06392031155876947
HALLMARK_BILE_ACID_METABOLISM,0.0035376929818821375,0.028318664295301683,-0.010902892979549253,-0.04747119435277666,-0.03314298650799605,-0.0282424544314692,-0.06492475811068087,0.004825083224343113,0.19344458629669928,0.04726747155496367,0.06752932126947682,0.0457787053649662,-0.04533054941829325,0.04144986828223783,0.026033880747207177,0.035484058043399484,-0.049324472488958375,0.07081821140288458,0.0767296267228369
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02711140908623135,0.05252200181048444,0.045878191122010595,-0.050294869181959204,0.04574140407820481,0.028377594088225818,-0.07080327637932415,0.014710889552721226,0.3220881789195841,0.042680789880230066,0.03551518832742249,0.16614670554069252,0.009976052420136213,0.08046357320415755,0.03370220248612401,-0.05746667133070409,-0.04739625239006447,0.07480819857012777,0.12811548141760573
HALLMARK_COAGULATION,-0.021611663442476628,-0.003580091141896022,0.007311499967073978,0.02535570803594426,0.01639911517358144,-0.04386425942153003,-0.093520014996581,0.007915066643756238,0.2840372671019389,0.0937201150855376,0.05006764408846145,0.04174470025484117,-0.03599815409288125,-0.0017466466984378275,0.009963683011476335,-0.04925337028679183,-0.06632769797459935,-0.041342088904271074,0.057253351256294924
