,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.10235208238100124,-0.017666354871966036,0.10794736768704023,0.049324962752252656,0.10017838445816889,0.08486499243003695,0.07573022974719186,-0.049689741521921016,0.003991454289083391,0.09152734734635773,-0.017421500159714425,0.06234159237006343,0.08711725328524968,0.10811467396687624,0.1221853964826792,0.19546091773212892,0.12198788215169673,0.018747751782275036,0.03416811835981287
HALLMARK_ALLOGRAFT_REJECTION,0.05637784819482585,-0.01553003975225975,0.10534123805419301,0.03503054665605031,0.05301513907014814,0.06664713989453737,0.11192457489867556,-0.01669696010927644,-0.025629801743061602,-0.08762138478677481,-0.005587033163282345,0.012297792093562784,0.00682012477917456,0.06162222568567516,0.012021093311948247,0.1513322447804634,0.07223944702270171,-0.04576947170405529,0.036426121960088556
HALLMARK_ANDROGEN_RESPONSE,0.07615085692981101,0.03617310864639392,0.04615964692543099,0.07156009178445895,0.06915441773547441,0.1561366481687479,0.11230944248415607,0.012477030642648662,-0.019385901909653683,0.0031162588784489384,0.021758159378510254,0.0918236787354994,0.08189682353164233,0.06491995749829699,0.12803124678691177,0.1725563995192353,0.03283347975532691,-0.025966261927544133,0.0745163326582575
HALLMARK_ANGIOGENESIS,0.03882136171935388,0.025411975262941092,0.014140492230053703,0.0194105330309919,-0.018092721225465375,0.13273674065840105,0.11831603148643827,0.035463131810481885,-0.0111011811255096,-0.06988200852807648,0.0631481746810747,0.015222092742303933,-0.08243242280136863,0.013805558558774066,0.03639568702630019,-0.16961259307723014,-0.012078426484162463,-0.06627168065960067,0.04211878325596885
HALLMARK_APICAL_JUNCTION,0.12117952609680381,-0.003739514984010706,0.1178554569499188,0.04995075337020096,0.06630272099512563,0.16724823143069317,0.11386291629999662,0.041801776930919556,0.014690776308915179,0.07083926960298713,0.027143178693097063,0.09882650634828394,0.08089450311056699,0.11093215188508458,0.12742498973269226,0.1676715511153079,0.08872865490329046,0.14850749758434514,0.07075211442814373
HALLMARK_APICAL_SURFACE,0.05391879118129119,-0.10912054512817751,0.051789610136736566,0.008801629148554157,0.026200598242358472,0.03364365416689179,-0.07167037689434756,0.018158048104643044,0.004249290461634209,0.025555437867923924,0.06231825708666514,0.1623115409470461,0.11384451963671131,0.10201054639702746,0.1436739903987419,0.15497450810610294,0.06604605165528152,0.08142707477352229,0.09681880126279527
HALLMARK_APOPTOSIS,0.03090037542952484,0.016863014605069858,-0.0432303475547033,0.009566858055269788,-0.05330703058744034,-0.05765908597521827,-0.005713375437439788,0.05079409757430269,0.03445574745064966,-0.003619706083465906,-0.004490487733154754,-0.012021778988675307,0.0011817347015889675,0.07127791873519863,-0.0485563003526799,-0.04670499636649006,0.07911821115289856,-0.05021893969518637,0.03383718561587923
HALLMARK_BILE_ACID_METABOLISM,0.0033491019610138186,-0.021606041584055914,0.05892743259774051,-0.028734876998564227,0.048658696485643506,0.12194682063014547,0.09986731398616305,0.04702871117399904,0.03196285331016517,-0.015130851079910678,-0.028047974877803764,0.05237391921765188,0.07338383960811702,0.008096872807173328,0.1061370050428092,0.13508388997685208,0.03000964535886509,0.01790769495806821,0.024026315110450502
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02108686103849694,0.06921375293097529,0.11954441029314043,0.05502165513141834,0.04125589683264383,0.11556828254139419,0.045234722062158284,0.013765716255661815,0.0037291871589806925,-0.0027006598128763108,-6.336587137422036e-06,0.09750000964179646,0.1591510556279572,0.06923429743372736,0.17587250174612395,0.19569428580111511,0.09957337775512266,0.11335346153738259,-0.01136574537820492
HALLMARK_COAGULATION,0.09695301633013786,0.01738955769182804,0.0826283985748049,0.045463698710819005,0.016399115651143235,0.06940602050513789,0.10855147741986373,0.034439547013967516,-0.026115046371824095,-0.04713049726553102,0.054684610635491154,0.040440038223094735,0.01516771116285139,0.16855323913450068,0.053952728610527474,0.14392248531406096,0.13266201702613806,-0.06876524876947969,0.06335612243653924
HALLMARK_COMPLEMENT,0.05516794549366343,0.0030358276838183002,0.08166683208456361,0.009200692665310223,-0.0009397613732703775,0.05088806102748487,0.10080321923103684,0.018152233191400212,0.04767706583645357,0.010434839374089865,0.031124332275691138,0.07081579469235795,0.07464296414832132,0.08936686296473359,0.057388483438992464,0.07693782351507876,0.12329620743650038,-0.019291221032750935,0.0018732261126342647
HALLMARK_DNA_REPAIR,0.048850172161784486,0.03774334534629147,0.11065111956655306,0.07451320010171726,0.06020380813629116,0.1604466066043912,0.15489798308421127,0.002464904516696342,0.04365381441024541,0.12994747839734294,0.03599526847794738,0.11644043539768126,0.13447476525100044,0.10419317924471058,0.15254427090346312,0.19238934902337057,0.11405371016494312,0.13723462594578154,0.03332108674367762
HALLMARK_E2F_TARGETS,0.026767192888401188,0.047438652256453995,0.10973034966138549,0.04507027198722716,0.05628370930719431,0.15061797672318603,0.1432254439058543,0.03859526125011078,-0.0216998710555309,0.09551863751380467,0.04604050673095556,0.11757367029344712,0.192532308437632,0.07998606217291711,0.11141028672699164,0.1095731079570922,0.059810410378044826,0.09581816122638552,0.017345813850778078
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10859106254838785,-0.02770995261318086,-0.007165904943448722,0.029961396594764256,0.037422239813551486,0.11203281715058039,0.12427806858579328,0.04126253446702168,-0.0017152323458513347,-0.029393468805861096,0.06627799094541346,0.09326157549218392,-0.0555986873213315,0.14675513165393544,0.0034391788174318308,-0.06729875418141947,0.11230765716649709,-0.043698690110777955,0.07478425419179789
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07292752181723193,-0.011084770055325613,0.11186566682412903,0.01994419055280001,0.043543776783832394,0.03909056976658461,0.07837968456717487,-0.016907636739599715,-0.06668748504062261,0.10142979317619948,-0.006212151259578457,-0.0025780075638172804,-0.0401795608588193,0.11824442757308985,0.14121410434286608,0.10654958173379175,0.107890864484519,0.0944858209173172,0.04630125334258956
HALLMARK_ESTROGEN_RESPONSE_LATE,0.034691754619098125,0.05399376561964457,0.1061380899839409,0.03568971189787583,-0.05755142020943303,0.04617016915213615,-0.025668050662622902,-0.05624823349261549,0.020245308634153098,0.018685221075603466,0.016226165749880495,0.07300848777072562,0.14226352669829445,0.017309018514547407,0.15121540943715048,0.1665056469204935,0.06915263071658845,-0.030528805885629094,0.009421944070547998
HALLMARK_FATTY_ACID_METABOLISM,0.02982164927201192,-0.023850077302633367,-0.0466927544767844,0.01669758915652846,0.010598517671167743,0.003844797126920603,0.07934943168624542,0.010475380475991135,0.020115640484928577,-0.014354584173080599,0.021428890608154623,0.03153230606800473,-0.007911164632356223,0.013215862112695521,0.10132744689802684,-0.03790895517227315,0.07995698852084683,0.0043079602258313315,0.004996952464287517
HALLMARK_G2M_CHECKPOINT,0.05770550879778785,0.01084732193120276,0.07701825626457019,0.005318716801483794,0.06356661584895526,0.1468854440922255,0.15458878176874188,0.0008970280466863619,0.039205353220171414,0.038661008867468934,0.05063896272913628,0.06568039995164367,0.08691446808688094,0.13079248388310358,0.10120925899093125,0.12576132349251173,0.021362619108508913,0.09162819828089802,-0.02924828298788282
HALLMARK_GLYCOLYSIS,0.003517642168549877,-0.005849336786765335,0.126690580513349,0.02774775412099393,-0.030955642884754716,0.11011479950011087,0.10804927899366246,0.007947872624583567,0.03550362877814967,0.11596845570253154,0.05162562249918403,0.09495171250159513,-0.003157848208334166,0.12481999424675089,0.1839767006261821,0.0939325409237039,0.029975956749450736,0.11280539632350339,-0.0038006188120111003
HALLMARK_HEDGEHOG_SIGNALING,0.026471263281819136,0.008102089046243863,0.11526788714921928,0.07521841020448959,0.0198753441820546,-0.056999158649502654,-0.00597759777634188,-0.02716300058019417,0.0007554077577633379,0.10496750811741001,0.01331227766699399,0.08243750290831335,-0.0544141492716095,0.10899236993505122,0.14074009376463062,0.0241092340016948,0.07668865779787723,0.14476783639340596,0.024671576729619105
HALLMARK_HEME_METABOLISM,0.10770957984088184,0.034840518591215654,0.11754904592752348,0.06630227428412483,0.05732324407953821,0.10981720326888127,0.12300486948821265,-0.01834042711041187,-0.0043628531377301275,0.07257532038910494,0.030020517998131418,0.12731073591656777,0.1495713323767764,0.10276330715126855,0.14747702345542615,0.1738023640379002,0.08271097940229419,0.0762181841092388,0.06679518493786268
HALLMARK_HYPOXIA,-0.013991857327576003,0.034250727017345245,-0.07969445996418886,0.027477127325166262,-0.0484938264985033,0.04006913637002954,-0.04240500810494363,0.0567106015581496,0.04253590117494131,0.10358172940027867,-0.03141234783228957,0.030345104032145236,-0.11480855184183508,0.09981144560721333,0.017387688004613443,-0.12684623668392225,0.060370080245219934,-0.06267413107932475,-0.0005845894939277871
HALLMARK_IL2_STAT5_SIGNALING,0.0748195487839842,-0.040416431298902024,0.0858148037583655,0.04186625790481475,0.08341979631978652,0.06828798846623307,0.1105733435955191,0.02871954001955897,-0.02433393268342504,0.017061098710349148,0.009216517291215703,0.07942880729616494,-0.0010083628709372072,0.02516804106285462,0.14302678378408723,0.14000498769975753,0.05985841596137801,0.03726869724547502,0.03430151219805734
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09095868437459695,-0.005439262323221999,0.022914021625257564,-0.054378696367026046,-0.03288013583472995,0.10212078390349241,0.054407831538797136,0.05256288605484781,-0.034475463313548504,-0.032102572058612076,0.033359566866999944,0.05433989772280562,0.045682663970026675,0.07705791794423579,0.11459057225954879,0.08044843842267768,0.08214582140330366,-0.022359557272401836,-0.0013374517233558961
