,UKF248,UKF259,UKF266,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1009557409512254,0.021164741763211765,-0.002801330828126784,0.16777739503648967,0.14943829557443306,0.03882863607162971,0.01581001326368941,0.1848530335973698,0.07914308972029836,-0.016338376850781648,-0.04496131584401846,0.06379391779203358,0.20062741262765044
HALLMARK_ALLOGRAFT_REJECTION,0.03693759044030904,-0.024725429428652617,0.006939811504877787,0.08187948371763198,-0.022204956830176616,0.1335183745087014,0.029732212654306627,0.11876639060515685,0.031547230114396176,-0.05266507191804568,0.043021258421074925,0.11001279404467945,0.023615823556969003
HALLMARK_ANDROGEN_RESPONSE,0.07050177194906372,0.012103655919040012,0.035416282076027726,0.14581594145759844,0.0942298187493933,0.10677000870317141,0.013248561412921252,0.15991022894848175,-0.025353121261853958,0.017480286220060252,0.05333422097107997,0.0965276499038584,0.17841151373330597
HALLMARK_ANGIOGENESIS,0.006109968924012922,-0.036932501472547966,0.028259358892852623,0.06623360703265138,0.09724344012977862,-0.10721912556002856,0.0074468597728184404,-0.13794596350585536,0.03141124158297197,0.031616620400311095,0.008045388988181044,0.046794166879785555,0.07645731907469067
HALLMARK_APICAL_JUNCTION,0.10451187301748534,0.07036187676617126,0.04577490816642803,0.15646700749274484,0.1528527862638642,0.08569992086068955,0.03687431932757568,0.20478554540989008,0.018363637787425818,0.09683889754499474,0.046211331429787346,0.15235898433749087,0.18985236871314198
HALLMARK_APICAL_SURFACE,0.09054982491285579,0.07399859529609805,0.0021996613351510704,0.12233983528303756,0.1173525638883767,0.03279675847199264,0.07779237726559506,0.18722604841920568,-0.031746827681801766,0.017985642952213467,-0.027419099204832292,0.12983208880475103,0.11944638265852325
HALLMARK_APOPTOSIS,0.018898934081465476,-0.017777416725391265,-0.041234698070646884,0.036592680079983744,0.027806153757208393,0.03354953758659413,0.01760683443577713,-0.05306250365501159,0.05261438523569511,-0.044768555874885686,-0.03540551443541549,0.03242938153236387,0.07866893341417164
HALLMARK_BILE_ACID_METABOLISM,-0.006308129583640824,-0.009754563391254011,0.05059622141106546,0.11564804080516329,0.06431320711029737,0.06495987290247376,0.010014058492501114,0.15408309518487912,0.0036612609865045334,0.018750057430740097,0.019760884339046436,0.027227430597742113,0.19731803708849624
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02762441780850652,-0.012261606557639042,0.011099282175521499,0.09309688373433778,0.18767671179199022,0.08054508481777599,0.03766471468394278,0.20924908380454402,-0.006836953315341473,0.01963145317724498,0.03177258434754834,-0.007731082435346886,0.16086284827186456
HALLMARK_COAGULATION,0.07899051176335357,0.016624440881261655,0.019708922808139316,0.10661885382678309,0.07791782668703907,0.08640990895781689,0.025047745361351702,0.09344506448288623,0.09992756983258752,-0.06727879258990789,-0.005900601396250694,0.10950184538174774,0.19536148459615
HALLMARK_COMPLEMENT,0.0437120469638037,-0.05691279002906644,0.017614615578571073,0.11465510639718281,0.13200009728073647,0.11781883533659705,0.020323461260709275,0.12342194481005885,0.0729481474667445,0.017408087070470236,0.06252717085952356,0.037863056157729974,0.1440874291477101
HALLMARK_DNA_REPAIR,0.06511086223993574,-0.023159957291564264,-0.020052441296689292,0.20408540154556457,0.13357781338316438,0.13846486216239254,0.039871594309337836,0.2089153374335553,0.04142700161908253,0.09715391294918724,0.02288893715572156,0.09944540379956679,0.2001170413422623
