,UKF248,UKF259,UKF260,UKF269,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.01688057462220548,0.03729389613085727,0.047321188686404295,0.01973172578572256,0.0029231482036992666,0.025720018792424283,0.08003913310237704,0.0834383288144037,-0.013913255475605018,0.04299894332406366,0.11805148315052143
HALLMARK_ALLOGRAFT_REJECTION,0.0135955621647839,0.030883705023733613,0.0020501043354355713,0.03490847399040512,-0.035413099251199516,-0.10384434720316521,0.03067489549291454,0.0337088862681732,-0.02267660460641576,0.006046318535456885,0.0904123821828103
HALLMARK_ANDROGEN_RESPONSE,0.0028659751597565498,0.005321065666261048,0.05668672048701133,0.03260402570226678,-0.013704591598326061,0.09213092197663829,0.06997622574514636,0.07796797736144769,-0.004225292123589057,0.07217431541329991,0.05802636916658153
HALLMARK_ANGIOGENESIS,-0.03044982148662386,0.009946365683120658,-0.06765108317977138,-0.010171775807871541,-0.025314377855384613,-0.060315979971928134,-0.07717313443137683,-0.061582277188808196,-0.05186134266097917,-0.0047766862038734655,-0.08409348746584941
HALLMARK_APICAL_JUNCTION,-0.018994456094666698,0.024046905907221684,0.08099670811372442,0.010204954473943055,0.017417003958561505,0.033792997753564855,0.07067224600930655,0.07107455741610873,0.0007981301378301339,0.08717090323690221,0.05997479483284923
HALLMARK_APICAL_SURFACE,-0.0006650941357220471,0.08923686425950889,0.04147295292217543,0.016871728780237415,0.0595280159378328,-0.003511310203071454,0.02773751529093752,0.08876054572948133,-0.034297656804423655,0.028048330264430585,0.07038303378808226
HALLMARK_APOPTOSIS,-0.03013002902702132,-0.03941063241861831,-0.01819523502915104,0.058650543222621414,0.0328008984987157,0.010082466212786015,-0.027674246717741713,-0.006043337610114353,-0.0046889830380246345,-0.03354964969335237,0.08040927562616376
HALLMARK_BILE_ACID_METABOLISM,-0.03839023001834788,0.013824688698772224,0.0646214967134898,0.004723997074932501,0.02958661023896045,0.028591570743288185,0.0975615805514888,0.07630743164730235,0.014354465094057167,0.021671315420255344,0.11328590251628544
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.007164612898705938,0.04132651868677814,0.07588339883651377,0.030687369749538916,0.043811536469996366,0.0022379355587421345,0.0679337756055565,0.08387664842979539,-0.001240153016849265,0.06006284739523709,0.07123141175043936
HALLMARK_COAGULATION,-0.012845603316114233,0.04236655377642985,-0.0251853588207235,0.006416136805281966,0.007694697013455514,-0.005686156675492744,0.02498259332239323,0.10163913543076006,0.018805641916212208,-0.008180591147609393,0.0693265862650107
HALLMARK_COMPLEMENT,-0.06606796817040825,0.014788863472639177,0.009314481417700629,0.037530564861419966,-0.003830249262189721,0.010959326640391086,-0.017505473419556696,0.06771448109584731,0.0044969148486160015,0.03792089165131762,0.12822120640455276
HALLMARK_DNA_REPAIR,0.010082786351804691,-0.02583952938616053,0.05297576849796608,0.05467226801410588,0.003922871710576561,0.05893600197897286,0.08975024636347917,0.056850362425889735,0.007878212721004354,0.07325504787416126,0.09494407038679623
HALLMARK_E2F_TARGETS,0.036026354732701805,0.023871094600174364,0.055009035163250064,0.03352938090443484,0.05326491389127604,-0.008711631929733503,-0.012173999993270518,0.016714308206801913,-0.026713718321757646,0.0744227532944909,0.04467230825351658
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03858415428200067,0.0027052250358668875,-0.026715633498304588,0.038436358022010786,-0.039169174763433706,0.03586210752019438,-0.08338423369481375,-0.00888999459473007,-0.021928720102065136,-0.021667627546616802,0.0034789021325649424
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02235428032124309,-0.0006186747443139967,0.013578409562173353,-0.014049709957804893,0.023867402811236504,-0.0076785936713785734,0.05918047390481586,0.08526907886650745,0.0323162955850876,0.04598200878608079,0.09752169105423145
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0036551055760324002,-0.004772551242265873,0.10601985153506285,0.027121993347171452,-0.042132806583931134,0.011504771544164787,0.05181469106893401,0.048861552732276006,0.05114571118810674,0.039322914039713414,0.07497459567371133
HALLMARK_FATTY_ACID_METABOLISM,0.032051426918173094,-0.030706273378807894,0.02212877578603776,0.027184260602504097,0.04143024021862024,-0.0018562359104661115,-0.004153495910019915,-0.021334241840759233,0.03133783594913351,0.012251192603314781,0.07192955147324147
HALLMARK_G2M_CHECKPOINT,0.020737476358429555,0.04237743947273876,0.051578409626573146,0.05127786669288413,-0.004590315303322842,0.03906087366114999,-0.018235906927398092,-0.009507028094010547,-0.004331967953464441,0.04978731731733004,0.055963450870740346
HALLMARK_GLYCOLYSIS,0.00312743384704221,-0.017709186348059847,0.027749557997955508,-0.003502581693690495,0.024427842104514222,0.009432886008457637,0.02292440154520906,0.03330419890113633,-0.038858749890031054,0.024365045252359534,0.06595759994745601
HALLMARK_HEDGEHOG_SIGNALING,-0.007100103599936557,0.01600386221265842,0.041884443744593235,0.007885442920266654,0.034202093781676296,0.0017618220817036611,-0.03557161401495436,0.06818345721851742,0.009922213917034559,0.06231889742586146,0.035841755778861055
HALLMARK_HEME_METABOLISM,-0.006773211441316292,0.009284828509590344,0.10190020078575596,0.03518788545938554,-0.045360524682774905,-0.00865582138721575,0.07255057625499217,0.09452262716273041,0.01645958691952073,0.07722760547557021,0.10992834619088994
HALLMARK_HYPOXIA,-0.022979621687501266,-0.053008286685527164,-0.03196122169583478,0.027839898989850863,-0.0036010824140405044,-0.02690355774296307,-0.015880929129617534,-0.018320121420619596,0.01798664439484165,-0.004923498004539911,-0.017176540729555087
HALLMARK_IL2_STAT5_SIGNALING,-0.016030578200784042,-0.0202091427679925,0.054602187352544095,0.023852988660648555,0.01588459739156742,0.042171493433839684,0.027864833530825372,0.08170875899115354,0.0019647492689949544,0.06020817168079686,0.07109564553618182
