,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.026646062068522002,-0.06485725891409791,-0.008731263252610184,0.021104278638673663,0.06350180188084882,-0.049195680209825884,0.07430833719181039,0.028264848188514626,0.07949625583186624,0.022757036633338546,0.10622293165358081
HALLMARK_ALLOGRAFT_REJECTION,0.055417696865527215,0.00026240432132101964,-0.005437550988639045,-0.012144636847138504,0.11620509883736363,0.009726061321675616,0.005834586787868999,0.012258172372566593,0.022311726111255,0.0289227132646673,0.09526771553097582
HALLMARK_ANDROGEN_RESPONSE,0.06694549756673675,0.0034639746119085398,0.0356841176557644,0.0401184352439395,0.09681373056500645,-0.019270931835573397,0.037227728175017204,0.06638951258806987,0.05732185047186819,-0.013627969613033725,0.08596214243176402
HALLMARK_ANGIOGENESIS,0.017541026404607352,0.07121726997372176,-0.04477592727938592,-0.022084492444686455,0.1024408594116862,0.07213267564791234,0.09330530047675727,0.10271267970432063,-0.009184465257562066,0.06490039962627789,-0.045862578792774895
HALLMARK_APICAL_JUNCTION,-0.018518270759189555,-0.05144662168136022,0.007496579578692513,9.289224596190356e-05,0.1010699652726804,0.0457591675495428,0.05863193312592732,0.06771163466090914,0.012963206427694897,0.08203236946823357,0.10090908440749798
HALLMARK_APICAL_SURFACE,-0.06727728887575135,-0.04953358296750096,-0.0031669450124194487,0.05674337990057764,-0.06696544748811319,-0.04342469818326401,-0.008015078275023365,0.11207768126736983,-0.033430687186591146,-0.04855492670430393,0.12238892402131582
HALLMARK_APOPTOSIS,-0.05643065248427004,-0.03141219530145572,0.01050091706215773,-0.049264848640366864,0.029479100208112882,0.05025347808911699,0.0524456978725628,-0.02966411223548739,0.03029346776343838,-0.002535954380404733,0.03961222552894385
HALLMARK_BILE_ACID_METABOLISM,-0.07780190999929419,-0.04206036958474518,0.021254765439075833,0.043399079287643916,0.10973674483649243,0.04168241218894397,0.03222420224347471,0.045126184389776405,-0.054063022004440506,0.004079244618600864,0.06088056763256266
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02057796247622083,0.01212405338450396,0.012931767629129983,0.03539574138005953,0.07757559529498728,0.046269752140817556,0.08245118634760286,0.11248852102872947,0.05463397074021037,0.025744869516991554,0.0780742617614785
HALLMARK_COAGULATION,-0.12579995144106934,-0.03924470033262998,-0.005544751690797784,-0.06347094803106922,0.09911760762067454,-0.015051013710474662,0.0921592793283891,0.026380753450046025,-0.007995151712956899,0.048611276720099815,0.07394568689786586
HALLMARK_COMPLEMENT,0.02755995688481412,-0.013721042268462314,-0.032758212806603286,-0.023655784979098562,0.07185819393554663,0.04862500447366982,0.042752452134254194,0.015244626870687464,-0.014215626140646037,0.00047526191605781005,0.08191597517034514
HALLMARK_DNA_REPAIR,0.06960626398757006,-0.06393737956180728,0.07895450652537606,0.06512442336643896,0.0973211022540089,0.02057638371482032,0.08122358057123359,0.06644634277567424,0.0529715770500253,0.03228395397442048,0.1020359738627765
HALLMARK_E2F_TARGETS,-0.08075582893343708,-0.060989756383228906,0.022625663483382144,0.022292332202274067,0.1214646623894683,0.03775342055880028,0.03329140528756161,0.05143811297949118,0.0826964409473053,0.038899847593922114,0.069964003561691
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.008507782923504304,0.018379607053752807,0.027040156068619536,-0.04806763073591055,0.0853149594643635,0.05377512571082752,0.08564537968348752,0.06704548962374564,-0.0508086671592209,0.0366434093586793,0.04168656298893613
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012956851956180846,-0.03550916420566483,0.015951240042638384,-0.025363680397121217,0.08935397176441986,-0.07604638000465831,0.02808961211257295,-0.017395717616593278,0.008015553159161899,0.04269335449736259,0.09258806292042267
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.09909257623444091,-0.004886065961719078,-0.003832237426416453,0.07826943211524215,-0.022612187300484914,-0.008678147315385699,0.08000939356516354,0.07708783003411288,0.018572728860159236,0.017629918406436566,0.03737175839899412
HALLMARK_FATTY_ACID_METABOLISM,0.003842898377685602,0.05460684048569744,0.036949296323445756,0.024616967300222847,0.08294667747976675,0.03888104476205184,0.011621476689732041,-0.009474071468690434,-0.02660563621561628,0.02529993721870366,0.06009123105782987
HALLMARK_G2M_CHECKPOINT,0.04265455376376878,-0.03498339355234421,-0.0020409159485423457,0.05016647868853287,0.09993367380725673,0.020349096082087455,0.04552507142223721,0.053900856797194203,0.047457891707811034,0.0882918220104179,0.056326960326918626
HALLMARK_GLYCOLYSIS,0.05287403170647011,0.01227634928255334,0.03042198403200418,-0.003089643662798253,0.06478286623764834,-0.016838605204624445,0.03428143214441467,0.07458899015015867,-0.05759153208889052,0.03922767630969583,0.08698151987027139
