,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.11141349078864012,-0.06323682099273291,-0.12225296320620745,-0.02886001477982363,-0.06890439961491386,-0.08024799135414984,0.01623883341447199,-0.012375142032753762,0.0024684811160484506,0.062241855802925426,-0.03241623480903976,-0.02702769117061892,0.09141814935178579
HALLMARK_ALLOGRAFT_REJECTION,-0.16882050252901085,-0.025148980459654195,-0.1250231101336497,-0.08412054165683909,-0.07919439107108438,-0.10045784733299899,-0.011544623456993084,-0.00917126253164581,-0.12790425754277737,0.013035361747019808,-0.03640115070624989,-0.0892256247183076,0.012570525844713751
HALLMARK_ANDROGEN_RESPONSE,0.002257190319602665,0.00657742215483322,-0.046082325761658764,0.02252849867439712,-0.007344796983487749,-0.054344162889257856,-0.0016940701349491133,0.03872291072363314,-0.09480663726813297,0.09393467004258982,0.01885614685108842,0.036558985273316844,0.10375284154548048
HALLMARK_ANGIOGENESIS,0.11071729005179748,0.025202035626684348,-0.22866911384347371,0.07641226437400225,0.07833756049180922,0.07808105711608129,-0.04759956789147281,0.28450670803652,0.21584372359578866,0.02275994848350383,-0.019887933057921692,0.03651355849459061,0.050169373775032264
HALLMARK_APICAL_JUNCTION,-0.10427587585879106,-0.08260827295321982,-0.12616262218352034,0.01760303056747568,-0.06136767576513874,0.04952079672876413,-0.034096063198988405,0.03894471299284692,-0.06096850016215803,0.11088967983085353,0.04958196233331279,-0.026840843952506098,0.05168540246178123
HALLMARK_APICAL_SURFACE,-0.17233274859870398,-0.11132848750470314,-0.09845409944951566,-0.07852846087275195,-0.09940715062853239,-0.07358369570364498,-0.07981384355264803,0.04580052632912003,-0.16339706214859553,0.07015460993850998,0.015842806893223527,-0.06803387249332468,0.02724400097815365
HALLMARK_APOPTOSIS,-0.12547557276283178,0.0032021181017031298,0.23822272737625125,0.034385886542523204,0.06492614093289313,0.06526634270298781,0.013874969793684617,-0.1441176929522578,-0.022728213308332343,-0.02762985741563977,-0.02844749617491502,-0.02050052785273137,0.014749226612577186
HALLMARK_BILE_ACID_METABOLISM,-0.06132375690298061,-0.052350329701466476,-0.1294893006478505,-0.04431215082137905,-0.08868112729696653,0.01705600352119866,0.027397929855379418,0.009786846779391407,-0.1445504300134791,0.06367423295639352,-0.02172690532099694,0.01397659249068645,0.15050646141415702
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.003914438959777619,-0.025745600767133458,-0.06687354084768692,0.0051647807967106375,-0.09458077966743818,0.07877180542003939,0.012642795138018236,0.13354664478272862,-0.07398246120646647,0.1069133285352007,0.037662193765057486,0.07880038482205512,0.15744283906217882
HALLMARK_COAGULATION,-0.09424762356039278,-0.07795856226565401,0.005647042066147802,-0.031190533950624807,0.032241978308290876,-0.03421958368562027,-0.036879413894693076,-0.05973719678082838,-0.005771960768745317,0.07400922383610176,-0.1032837881953713,-0.057847692061297716,0.09596286822856381
