,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.017257065221890914,0.03301465985403729,0.06068880144217948,0.024959713714762608,-0.030956714742173982,0.11118170775895567,-0.018407701170034096,0.03305895091754802,0.18822112440036154,0.22383687325194582,0.03980861922014534,0.10109320425160571
HALLMARK_ALLOGRAFT_REJECTION,0.0372663558043826,0.06340192851665465,0.07381608693385822,0.01519034097164885,-0.019060591153674113,0.07753889178726628,-0.011647253769482894,-0.05412871575408891,0.0960390442094332,0.12291985987136081,0.003107896845521994,0.10284922461486788
HALLMARK_ANDROGEN_RESPONSE,-0.009516774075745376,0.04183285662693159,0.046306189773882823,0.04706703288770232,0.053066237092851645,0.11100975682460595,-0.04765211081712223,0.028687696566123088,0.14026531185144353,0.18700535053313447,0.03207033435656298,0.0944308432626055
HALLMARK_ANGIOGENESIS,0.018694779952599976,-0.005986074407959053,0.03115871949716779,0.0464672615709035,0.12444053291446053,0.06746023010751619,0.01677805084127578,0.011174157965626761,0.017850041391916413,-0.13704846785334376,0.03309960528689522,-0.012445428643732801
HALLMARK_APICAL_JUNCTION,0.04660938604335482,0.06281210668633355,0.11672461186030457,0.0038218126744071494,0.04532872986196016,0.14632402111044168,-0.04285720466091927,0.04501298648495033,0.19289776633947597,0.23699369236834364,0.11929836977562433,0.12781764174200308
HALLMARK_APICAL_SURFACE,0.02916134771798448,-0.05574931709084742,0.10492383412304661,-0.024333147472143574,-0.050033149630687224,0.007115831132688577,-0.01910955941444338,0.0593348483675158,0.18453670237726016,0.1705974564565665,0.014243196092275659,0.06785103829877008
HALLMARK_APOPTOSIS,-0.00474675224838738,-0.0010823125409238116,-0.07960965488081848,0.015438086850320854,0.06364659061972075,0.04902791936565204,-0.0059523694644905535,0.00537344099209444,0.03747721822598054,-0.10894660875739841,-0.03492203579351078,0.051953196335796765
HALLMARK_BILE_ACID_METABOLISM,0.05474889107037526,-0.006572538972066755,0.125065622950665,-0.005062856448080331,-0.0643627396689941,0.10677388716909937,-0.027482787696083654,0.054816677724555805,0.11000141088314619,0.22636692042639858,0.08228965545073659,0.06486776566299776
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.042662836592629254,0.04630194132074248,0.10217882429773548,0.005419510646833446,0.018426821369201436,0.08875252124269434,-0.03657025946990291,0.008287467722677171,0.18330767236863083,0.22668336177023451,0.08883760019023665,0.05459162588372345
HALLMARK_COAGULATION,0.04190581803123168,0.02576860801949031,0.05219193585253501,0.044974435748525464,0.0325185406806638,0.07107854191834795,-0.04771958970929759,-0.0008426040650997315,0.1699496121484552,0.11962094575607427,-0.09536814570542222,0.10849168445652455
