,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.015016539598757261,0.07479811154233071,0.042708468360760504,0.049339996327019686,0.132850702139043,0.02715707294851825,0.008052355292073161,-0.014017570100444776,0.10204499009504417,0.12374297193256928,0.09831848149953021,0.02529958142475,0.08941207732632195,-0.010840340914830522,0.05690241332646548,0.08014961076931613,-0.007758926474103721,-0.05255127058192717
HALLMARK_ALLOGRAFT_REJECTION,0.04626375485859282,0.07362182476021019,0.035621524605665394,0.05523238412127338,0.19703188280075765,0.02712996479978601,0.06005548020585235,0.10451045536756862,0.07473522655416631,-0.03876644802965149,0.04136166832255527,0.0934401141718701,0.0822853372438906,0.02233766325504815,0.0345894344689119,0.11167416434323532,0.012621455460839762,-0.07874669354763268
HALLMARK_ANDROGEN_RESPONSE,0.01130369375764066,0.09725050730901282,0.053411169300915,0.015676931127956806,0.1454673737010938,0.020714845213055263,0.041632306342936916,0.0785320022895289,0.1280579741991807,0.06546947007425398,0.006616944422076315,0.019038626869943853,0.10217899684071867,0.046299011085477175,-0.0004079176356966324,0.06626063015407496,-0.06901641326995561,-0.044571942121731954
HALLMARK_ANGIOGENESIS,-0.003944999689704806,0.04753754622141897,-0.030841925073798918,0.019471818234432114,0.19890663345088364,0.028437372915579833,-0.01684020742387289,0.12129554894475296,0.11695942703293936,0.012001578176376444,-0.02398271395084265,-0.012593012550877653,-0.011248679472520553,0.006910007518902916,-0.05997919622170328,-0.011418069929371413,0.00752339676676385,-0.07291570638956638
HALLMARK_APICAL_JUNCTION,-0.017596622292707212,0.07447656900700486,0.0031290351871291135,-0.010948963758406082,0.19870268136870456,0.02459250530767031,0.05632468127723956,-0.03149515048644923,0.026028230330061353,0.13830807216399288,0.1113713280865206,0.025476934814080067,0.08838434470749076,0.03305228742755738,0.04178660819293821,0.08125968979832253,-0.0521444886813922,-0.0035628561630453716
HALLMARK_APICAL_SURFACE,-0.019460081058404907,0.0470472254787771,-0.008955103365659332,0.07023656039580263,-0.08937716322607099,0.018906542786441334,-0.011931379043892309,-0.010501621367128459,0.06325866380534659,0.17929213401363944,0.11195974047493099,0.058404187534568955,0.09402110710601826,-0.04762905209141922,0.012799499917291535,-0.007661879496518688,0.002417278575330246,-0.007917306682768894
HALLMARK_APOPTOSIS,-0.026760059480599622,0.04835447469043617,0.0613449537648683,0.047371588018799524,0.04239581789340814,-0.04555961677262037,0.013559186981498671,-0.040351252450909356,0.003490781878026251,0.06617457199715679,0.07480862287709528,0.05639913813090743,-0.021717530098840837,0.03519256564792318,-0.03289779876371752,0.09788336714982224,-0.011513866944495564,-0.0004647285437014946
HALLMARK_BILE_ACID_METABOLISM,0.012599274017599669,0.04016976139596225,0.013822645118080863,0.003181613079404224,0.15850196849023138,0.06139781639328396,-0.03130576888085046,0.071775752646874,0.0036635386224171183,0.09433132787495445,0.053180049988697374,0.016603691308756607,0.09754687318076258,0.04349191361745975,-0.006582337645191786,0.05835986346439033,-0.017443436969635316,-0.027707800153716777
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03646951785268886,0.042010137339158704,-0.03165082542500563,0.07297762615098137,0.11051865236151727,0.005671013430067301,-0.04358369917037121,0.04955802726948103,0.09708957053813153,0.07129904959932408,0.03483147759022326,0.04373733943580205,0.06382881093746821,0.07025472873365203,0.03606207625953034,0.03198380664708137,0.00030490496932208266,-0.011132450759030426
HALLMARK_COAGULATION,0.07839724371752956,0.11177620759250559,0.03344743067270347,0.0555005248694676,0.14236148875769655,0.05875629194335748,0.034613584894780794,0.08283590584056598,0.056320201072013125,0.1739777683739963,0.07249022834324648,0.05637414639550487,0.10231637761120818,0.009937688157841467,-0.006123604903733904,0.08597184332814384,-0.052778977094413496,-0.03522228256021159
HALLMARK_COMPLEMENT,0.10154713317439201,0.08686412700216559,0.050642093250442895,0.04875436247352615,0.18252439431459902,0.0004744916826351713,-0.01780646797337488,0.07156444177980494,0.14617718618377984,0.023663370832690104,0.08975302916369035,0.04153396197313745,0.04402879522785985,0.01200756939010752,0.009987057369104234,0.04955623963195359,-0.009545656714352204,-0.012451147966833142
HALLMARK_DNA_REPAIR,0.01541308141486876,0.06698266793692846,0.031563450113044546,0.0753708693814353,0.19514452480961272,-0.024708970364620594,-0.02549870646089657,-0.004170256183791221,0.07560669135952384,0.12018164862900836,0.12386696593621385,0.03250581530270306,0.08503650247635783,0.0164839721918746,0.056116494718487064,0.0779888891850353,-0.017621376323974872,0.002416828147645555
HALLMARK_E2F_TARGETS,0.010040066530973245,0.03860394901538799,0.015250007575980069,0.027064463655298625,0.19619266970628352,0.04347695622806796,-0.017813871307194352,-0.017083926076131854,-0.06917504486643909,0.07966360087557348,0.09705874920864908,0.06977464301952116,0.14520505587927804,0.0689375848727519,0.025724410514318962,0.0070093987853223315,-0.005926983160175316,0.017465229114455413
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0060386111142662555,0.10294014848875044,0.042816028768159126,-0.02586008878535742,0.19225490199269601,0.021209420533381613,0.030550780102133055,0.06827459627296628,-0.0068625697646139,0.050266231969892564,0.045014595152056455,0.006744271319054593,0.016224026684103825,-0.03004594320836985,-0.03648651422821494,0.03715747169880586,-0.026460960202382304,-0.01996861512730035
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05795124142815055,0.08441775624085937,0.04762050036475533,0.02438675636975073,0.1300096628329561,0.00224729915836142,0.045370920474688194,-0.032253497875519746,0.011253801668387076,0.05395269350309745,0.08449579851255688,0.02879167290487482,0.02021570898848871,0.01660735630769729,0.01321515413198026,0.08844748188644834,-0.030226563338867068,0.030306204751682844
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.028003952019680926,0.044576459807990555,-0.03168840989003979,0.03945474985699032,-0.010571847587549909,0.028980017521973857,-0.066403452871535,0.000605586600553921,0.07042345763209067,0.019230005169039145,0.052360590287303534,0.051281537934466624,0.11966367991642939,-0.013044047380207667,0.029931139461965166,0.039705595404575446,-0.013985347405798126,-0.12259656022804347
HALLMARK_FATTY_ACID_METABOLISM,0.0036206670294685783,0.018286741651395072,0.0012386070920445001,0.015472595852984694,0.1265140235264525,0.017645630415686443,-0.015856347884019895,0.005342211567826348,0.12410132736644587,0.018296853080987566,0.02906076339756419,0.027389927400884105,-0.00392489618551329,0.017940461778135665,-0.035828925039544705,0.022942177649293124,-0.07745282391793389,-0.04715396582584952
HALLMARK_G2M_CHECKPOINT,0.005762850866365709,0.041752281355064154,0.0029916070954740712,0.007633552570728513,0.19285266523137612,0.0017305109998182102,0.014300805478232273,0.01875506629949256,0.012287187576579903,0.14305706797898177,0.07827276260683495,0.06963707699403066,0.13492519982701387,0.012221593441550202,0.02758012894697857,0.0031148850394839512,-0.008978714823690155,-0.02189735374346049
HALLMARK_GLYCOLYSIS,-0.026036708597970186,0.03897484075232819,0.04329380358369662,-0.0131340807622191,0.15729566582361199,0.007984199089495292,-0.006827371363147655,-0.06103348137296179,0.13975793570328163,0.09411632831874171,0.021081256362258043,0.007530016640794297,0.10026616098269577,0.06525593928354567,0.01417166213728805,0.04150500967296701,-0.05977964236229199,0.008781522218775335
HALLMARK_HEDGEHOG_SIGNALING,0.09768146560873736,0.05641530279781763,-0.06565614402113583,-0.029470432942539718,-0.042684804187526994,-0.01658212883295432,-0.01460607834184305,-0.12195964433325386,0.07664475354993949,0.0970569928425671,0.10101438342588019,0.03214273118210365,0.06844044613361498,0.06859895469028186,0.02373010785693564,-0.01243784151114059,-0.037705247014255046,-0.019629998314432386
HALLMARK_HEME_METABOLISM,0.07436699281754476,0.0960133292706576,0.03594474806543311,0.051078209073717164,0.19195960222707703,0.048692212412349355,0.040358807096129545,-0.03220857782583202,0.18462302792043322,0.13782593771406967,0.0729443586178282,0.007668920435601652,0.10638428551779082,-0.004348178614502752,0.06145424025681247,0.04492300217285537,-0.05378113727698119,0.05459314782504082
HALLMARK_HYPOXIA,0.01812954070038366,-0.042853549367256154,-0.07014633881544177,-0.006879457512294938,-0.0009191875449723109,-0.040927672157412755,-0.007664033346509837,-0.029003495738426626,0.027002814887824224,-0.07469324794551997,0.005575108004743302,-0.10704176971505436,-0.08305025706379449,0.006054350073149563,-0.04539805027542609,-0.013380373383407486,-0.016450368856574984,0.0055139216789989965
HALLMARK_IL2_STAT5_SIGNALING,0.07060685236861311,0.10557580905371507,-0.01823722112985087,0.014767182194750584,0.1872695431384114,0.023122356667575738,0.03668585414760074,0.0882954735672511,0.16796712512545264,0.09134689851987689,0.06196967805813501,0.035143261330898054,0.06781646263055169,0.06502909864065803,0.0025372341099620887,0.06371322325477129,-0.03158207514564231,-0.03326259181033775
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04075943235974311,0.0844823376964518,0.03594140645422087,0.029390459936396628,0.13761685121889827,-0.03450964021075161,-0.024273724594755634,0.09462321343542833,0.09622559358137459,0.041936957596718394,0.0587530344845333,0.07870428452436849,0.11199155267894481,-0.020141506547001177,-0.03288737374021373,0.03359990147461649,-0.026952831380468164,-0.008277451327437737
HALLMARK_INFLAMMATORY_RESPONSE,-0.050833883448725914,0.09499373867784185,-0.021616102382819396,0.0012366232441776048,0.13276742802168054,0.0009125012272828773,-0.025315991879690348,-0.04796741198490239,0.09771456435277791,0.06324632064892613,-0.002060624412143203,-0.00497047312863236,-0.035971731446640176,0.021246144877456265,-0.004836450765179922,0.0163879967234286,-0.015419204265782065,-0.04627456799798351
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.029738143961528636,0.07316638964435744,0.03394166263475778,0.12039865547608547,0.20014649144261454,-0.0006140385010611559,-0.010354226219361112,0.13262150008848847,0.060215853339308525,0.08738442834986745,0.08398828465562258,0.050381945688157785,0.11333915053539997,0.07151986582124306,0.0493240111616995,0.08748523910730233,0.0008125038516245095,-0.03530879342141141
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.017782255080431894,0.07658022430285935,0.02967102419008155,0.04976337781030373,0.20671786866191486,0.0030463027580465356,0.058045927167484676,0.057200127626358815,0.10764416173506519,0.1471567205138744,0.05766773532758581,0.09480241051212944,0.03033316494603627,-0.016630010721406754,-0.0030674467668574605,0.06758366806292983,-0.05059532340253649,0.021304022256948506
HALLMARK_KRAS_SIGNALING_DN,0.051293927397346936,0.01144109441242149,0.06875783006792878,0.02212092270836555,-0.043807203839881584,0.04405720151366264,-0.013370054389902275,-0.05253718987360309,0.1197115254002119,0.16553382309762563,0.10599595876118474,-0.0016419527571321902,0.054304221156370416,0.030823203151331684,0.05437399134018064,0.08724676623844115,-0.011614982930899626,0.03367972880447944
