,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0031145903995857638,0.13463970808776943,0.026397945828272217,0.15794206764889746,0.0675112591968061,0.034323660680135114,0.015876783273776795,-0.03536190825361139,0.05789692919815225,0.030106456509974452,-0.041458955803922816,0.19024039425367992,0.1641948980458091,0.04826571411744285,0.02323367261379465,0.01280636279271578,0.13376846956927332,0.17821105697823436,-0.015150263064693276
HALLMARK_ALLOGRAFT_REJECTION,-0.039478421875742103,0.025159522288717408,0.03192681068381377,0.08894346143676639,0.18000239847273639,0.03434716978451159,0.02834245191570398,0.011802876486085016,0.06665411239321298,0.032062983127927866,-0.03104622171034706,0.07061012841756696,0.08792544373115163,0.06258275291629649,-0.0640691989660521,-0.022826622172593486,0.007608544478968094,0.03713107460788131,0.04750260616507799
HALLMARK_ANDROGEN_RESPONSE,-0.018770572346307655,0.04801194232641621,-0.05132580767431159,0.06965925057828337,0.14890243695061867,-0.0017084738107972467,0.03094482988552419,-0.06572847361818708,0.05727157140083236,0.008647077417946684,-0.025084733212231414,0.13886940510487392,0.13270578377859407,0.04749987191265164,-0.0020788765735195234,-0.07928531502286323,0.018809722682465665,0.11620331508402156,0.010473799299838125
HALLMARK_ANGIOGENESIS,-0.03760312655936172,-0.0753279390234517,0.011891392782626721,-0.03783627325657896,0.18234569790397312,-0.018089032992920646,0.030008053439870196,-0.030781017478334387,-0.04299892752892179,0.038777403410018875,0.04537102819987411,-0.09608302043247334,-0.08624918504147205,0.08154270527140857,-0.008471818722625342,0.007642223092172749,-0.12970853963111115,0.00998699423788269,0.020543071395835874
HALLMARK_APICAL_JUNCTION,0.009032233576526737,0.2170958421908728,0.020243422912608108,0.08120443243819897,0.20856513999447243,-0.052090935785844505,0.021070107261778017,-0.08048150062823949,0.0813082560214537,0.06457975423806397,-0.07230719506024372,0.2101768672286518,0.1696443353708957,0.04080827699149382,0.09421048558247568,-0.050870422906241226,0.10679428106786668,0.18506383269275703,0.04148379585554139
HALLMARK_APICAL_SURFACE,-0.01935039064286092,0.167069396806198,0.054495290489356876,0.11246061836891869,-0.03389043941470646,0.027615935983057584,0.0721112664228536,0.08294074055175703,0.04964390269984903,0.06794423109495004,-0.013220372221753507,0.1648707251887465,0.14427078358107473,0.04791470650812747,0.04818082007520359,0.03130066745674512,0.08087486425510755,0.13032779271108474,0.029459013034294334
HALLMARK_APOPTOSIS,-0.03408180947801914,0.06983737465320429,0.020975546298583964,-0.09656613858033168,-0.10496362483327484,-0.08447627677054724,-0.02427796473638847,-0.03561693104022546,0.005703285095063558,0.014184482092461986,-0.034719231030344945,-0.13133653299513967,-0.09939168291604797,0.027528907746574037,-0.04405200248183474,0.007392800103915881,0.0033173119362202123,0.026641723778432682,-0.04030886420981595
HALLMARK_BILE_ACID_METABOLISM,0.0059821707901836375,0.13243704808323692,-0.016412462011330373,0.17558726964940066,0.13955292183242304,0.025416108715153016,-0.0009838409365598118,0.035115765949400565,-0.005570536168935279,0.056130400000233886,0.0064338837677629145,0.15411525640484675,0.12071900535233798,0.039867762433083265,0.028017502509722805,0.034738216470444394,0.18693199419657347,0.1309299884163235,0.04712830696746651
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008829965999613429,0.09946743708951794,0.00725006402916549,0.11344729442408728,0.1820551985014183,-0.055332264060891784,0.005747354209656414,-0.006177788988228327,0.07892422745522694,0.056433477242905095,0.03269388622779647,0.1865742169308146,0.1580003570554429,0.09765805022248637,0.03900186946262829,0.011309310732223844,0.17327035195300522,0.0936453406259786,-0.040345624925222326
HALLMARK_COAGULATION,-0.01104397803306445,-0.005621002967741999,0.04493455566794516,-0.04110387560294683,0.08714269891808998,-0.005284675380525391,-0.025382696533128104,-0.030798741441130834,0.08601396494730704,0.02083096427821754,-0.06771874305697305,0.06892951732698173,0.06254445446239401,0.041814150831526786,-0.08326428564543101,-0.013258964774526517,0.009549815832430501,0.09439211365070217,0.05747081474627428
HALLMARK_COMPLEMENT,-0.06171457293776776,0.057209431326362824,0.051475532702362686,0.03375676650518668,0.07832251068482722,-0.06291908997632337,0.0670066139765004,-0.04542491569365444,0.055854549609056545,0.04341507887110577,-0.060182314060512415,0.10455350839904129,0.10001839677475764,0.06063963434774286,-0.07094413956259324,0.026400429783665844,0.12340319994281812,0.11475524553302277,-0.07729501498795267
HALLMARK_DNA_REPAIR,0.022067089082313078,0.15331261005643143,-0.026340366365132678,0.10649286334260212,0.2335481405086642,-0.04838836854506599,0.031168646815767302,-0.04596209360742509,0.09339943247627834,0.06557637225619242,-0.08693200805514903,0.19675601290358963,0.18124336672666513,0.07183830494906956,0.104915582147655,-0.024077961324932434,0.18856453734948184,0.15495512493899222,-0.02079659514084905
HALLMARK_E2F_TARGETS,0.004097996873754087,0.15150952092031028,0.0087566554960268,0.14503453175228861,0.23578764295910612,0.021609112614784477,0.02388216039897814,-0.02068682227745134,0.08255409990251415,0.05881139273696925,0.011651449548312489,0.13293489417951695,0.12337781798188562,0.05519461892528216,0.08307191991638195,-0.02681094250467268,0.21901280156770223,0.14404392633458427,-0.013670820675496267
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.009093141618521032,-0.112258872908921,0.0047744953119048935,-0.07603124261266557,0.1919304036111343,-0.029227550025142778,0.001058495857603647,-0.007224733726751677,0.01031487835089351,0.0454820836886441,-0.08345527547456877,-0.06687864485874266,-0.08438440907768716,0.055295820393600724,-0.023201190692687005,-0.013439605378835111,-0.04149707524391097,0.051060460068614685,-0.03844180682207078
