,UKF243,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06601629402601801,-0.0073888353215189415,0.032280334890348365,-0.04696893584174193,-0.061850726810441695,0.002091234238926975,0.0755079131834009,0.14107321589382413,-0.03192993475790911,0.03354143863680457,0.08657620603167818,0.00042733199970868414,0.08385811668847264
HALLMARK_ALLOGRAFT_REJECTION,0.008215571729537765,0.05809535279094539,0.09140639159429441,-0.0017352729719192208,-0.06022140006477499,0.06174197377678575,-0.14316187332329522,0.01064052979890372,0.026625697830132557,0.13639360692622077,0.21847789430544487,0.07313289545467994,0.06143417014163668
HALLMARK_ANDROGEN_RESPONSE,0.1360556434145617,-0.06208496886222672,0.13766017092445507,-0.05158676210407578,-0.05069100544158228,0.03222428080318522,-0.08001877852239409,0.0794439540611176,0.05701617043730617,0.1305141075195664,0.13679106943745914,0.032686900967960716,0.004532514501717368
HALLMARK_ANGIOGENESIS,0.07988189299857866,0.06397680263629078,-0.08437174221109885,-0.07172143416187483,-0.1124396521077203,-0.0534813740384285,-0.16332406405367622,-0.15409687820067391,-0.09631478345570255,0.061203994976551955,0.06311626623630476,0.011225752712088055,-0.11313926043229598
HALLMARK_APICAL_JUNCTION,0.14987189731749198,0.020351122611137973,-0.03754815398214332,-0.05853103887958306,-0.08478784013376428,-0.004106313341215041,-0.03543283170852919,0.08264939582742686,0.013085158625259682,0.10249951701883299,0.10374849956209184,0.056095143738100754,0.018973989299784787
HALLMARK_APICAL_SURFACE,0.12081150848507102,-0.02967721289380084,-0.0574343859980438,-0.02722226339121685,0.047285487316084306,0.07040343743984843,0.08787843580354043,0.022782687068794362,-0.032086831556664135,-0.015154421015138884,0.1131780894681228,-0.03357734876811157,0.03149082211931023
HALLMARK_APOPTOSIS,0.06851246964833393,0.07409345544185279,0.006059640802440167,0.02533812820108091,-0.015094862269989334,0.012987668525702422,0.009305168332213136,0.11989795932989199,-0.013651201725159485,0.15278410153477334,0.21508345709517496,0.09794410696644341,0.025385153900499068
HALLMARK_BILE_ACID_METABOLISM,0.15522613588456588,-0.05774430311113242,-0.08999199052310448,-0.07743385523205974,-0.07382730067978496,-0.023360603531416748,-0.0644149719106487,0.16236066788209075,0.032505017195630426,0.020770530523720302,0.07496087183833257,0.028109629933410263,0.014992564862230662
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10678266024463047,-0.11331592484325095,-0.031171624437432693,-0.04685611938992555,-0.012824044151012912,0.040392904918676475,-0.10881035330859479,0.10983660870412511,0.03689911434537974,-0.11517981901312056,0.005330949616903245,-0.019727591514748927,-0.013399763650556056
HALLMARK_COAGULATION,0.08553557617729331,0.09533220304500553,0.10095235119161804,0.03573333451441973,-0.07121840323617486,0.0325878914718534,-0.18485977606678422,-0.07813679544409068,-0.08418304048714133,0.15317340021185968,0.1896053635336463,0.0262015847267756,-0.06233066709987784
HALLMARK_COMPLEMENT,0.0662150863677745,-0.049620432879800676,0.07771361742827033,0.0009036655295410641,-0.050642724609585875,0.02620464482423767,-0.10223773610735012,0.12536225768331702,-0.04368814751059852,-0.010494948817272176,0.04075224987936372,0.024119598155262347,0.05557446491889354
HALLMARK_DNA_REPAIR,0.12074600350886922,-0.0797846003519908,0.0362995684997504,-0.07236730395204054,-0.049273289585245246,0.005889392361705211,0.05880914286292702,0.11596542968994088,0.022258302485686096,0.025899760516381543,0.04730090539048431,-0.0005458379045335063,0.09260888426229652
