,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05100972971732659,0.018884621043161614,0.04860188693544069,0.12182551300919976,0.06532828511538222,0.14908947232871614,0.0333719655609319,-0.17748446107811583,0.07097748038556755,0.005572319999101029,0.11353364769960785,0.014389339606880679,0.08550151728839792,0.08480370934767853,0.04281234979684682,0.08140000967016088,0.09799283247284182,0.04934343488218647,0.09760931118961236,0.05957514532973467,0.11029964313265524
HALLMARK_ALLOGRAFT_REJECTION,0.09886320265520926,0.020942184556033333,-0.03193764540519683,0.05777401096600602,0.04582175867025037,0.040621113838251725,-0.1085864429611308,-0.3955373837840966,0.09641625963946177,-0.02579954679816519,-0.2670770620807705,0.085236766624989,-0.04163599347558792,0.027347043401872814,-0.016375297860761605,0.016105375546149586,0.15062980220247302,0.01823260822388571,0.10600199174376423,0.027094991130858993,-0.0045898657818176074
HALLMARK_ANDROGEN_RESPONSE,-0.04778596652073332,0.05918823584488924,-0.023019384559223893,0.053484626616807814,0.02535923092857646,0.2487396544202607,-0.02683558564121169,-0.37989410383492006,0.08319505045748621,-0.016265192504929988,-0.1272275723863383,0.005138857994052326,-0.009852413204940473,0.059534506717645895,0.027139034095772195,0.014704516233192307,0.09566047925729747,-0.025146325372543032,0.03474174897982486,0.03728015292543879,-1.8818673778963228e-05
HALLMARK_ANGIOGENESIS,-0.14696834066976974,-0.0031827931617577454,-0.06363748643599872,0.06268624607210965,-0.04633314586613376,-0.32006798536901354,-0.10788100917362597,-0.5266568605915223,-0.21633571849347036,-0.05987806961683928,-0.26078413680162976,-0.05168756402977566,0.0016953227818095034,-0.07297049952838025,-0.025781125548778407,0.029578531504061877,0.1600188845455635,0.004714033555938909,-0.07900811125653211,-0.011734721907909319,-0.04731940641838712
HALLMARK_APICAL_JUNCTION,0.0028769546861332133,0.05646875507100734,0.03932001025810859,0.13877725527936674,0.008402943380904545,0.06293745741465562,-0.06758530219467958,-0.3591863621813466,-0.1051514604213789,0.035485965365776445,0.0259868239907738,-0.03299781733024095,0.06781918383780401,0.05663540972252694,0.07968110665813452,0.09395942400476819,-0.09991735593354589,0.08872552955693903,0.06050090509202558,0.0828262168167634,0.09385551836399311
HALLMARK_APICAL_SURFACE,0.17886459539981545,0.03671862705645212,0.000536992503610833,0.06726195072076449,-0.0010796178419018884,0.10359465721237815,0.07921196771941173,0.41261630751692263,0.16525761315634355,0.0651130190401387,0.09602760470140494,-0.048597681247754584,0.0497043922443657,0.10465309089137183,0.10206282113185194,0.1081801887070155,0.08731846288162613,0.03397164033384938,0.026865596522417528,0.11791177413860628,0.13945246470069902
HALLMARK_APOPTOSIS,0.05429848930250545,0.00875431752066799,-0.0007309436555161979,-0.015343032223540061,0.042137257972500834,0.01984918007979496,0.019902082115248822,-0.07151360070467436,-0.06297243411379273,-0.003959889636034981,-0.006235163212570806,0.04013835392805684,0.06648564782040833,-0.014481503371007027,-0.013572751172704615,0.00717204994708275,0.0976340310077834,0.013112273575053473,0.09565492406519235,0.14773729524111312,0.04885935162302697
HALLMARK_BILE_ACID_METABOLISM,-0.008348961148257983,-0.002500990640696943,0.04019905902941854,0.0943344430479777,-0.0004190448175018638,-0.05439407945154678,-0.04616635814176971,-0.5145850777622382,-0.06560798104019623,0.015985116326253237,-0.06655066560459351,-0.02990023179630951,-0.005794227131660525,0.04526438375836592,0.05374136678350483,-0.0027394080073306066,0.01945289342769128,0.04401321914604741,0.11158442933675214,0.021735154641805914,0.039679007358385
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0937327656864785,0.03389021222741636,-0.042709073836072975,0.12621408038114085,0.007517301807244939,0.02844088488906722,-0.07301887379363935,-0.3311711742120657,-0.20288262613849442,-0.047010116857991203,-0.20342274684978698,-0.06930774237516563,0.02550974039818305,0.0631601088398854,0.01306113189354129,0.07896309633635688,-0.09026583304336339,0.012898666236751422,0.07206500416697208,0.023556147589732488,0.09192172895220989
HALLMARK_COAGULATION,-0.035811266441882386,0.04149804043903376,-0.040147937509897445,0.04409499180571762,0.045162992754401,0.09954632644837887,-0.1129418459533732,-0.48682523805659317,-0.03213110070215489,-0.06825079575240015,-0.2949885834673723,0.017910640470847228,0.03127111665939438,0.04892261997678684,0.04334463995038214,0.09530653051031665,0.18990287367942596,0.007373940198660915,0.03987744921272259,0.05127723233714095,0.07675674882822578
