,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.00206659236044506,-0.0005668364832331064,0.0018917665870116888,0.0702036132303874,0.06928012903914471,0.05447424795000323,0.11974423399480211,-0.020219877827417954
HALLMARK_ALLOGRAFT_REJECTION,0.0596501692328166,0.054820397824133976,0.031027979738442568,0.06491857475981283,0.07517485086468893,0.01806286521136569,0.06242779627253259,-0.08787053830491885
HALLMARK_ANDROGEN_RESPONSE,0.028952011775207242,-0.022101475561613192,0.06178875898486353,0.10272030765757967,0.026937369879643253,0.05754284623361506,0.08973748485038484,-0.010035712132878565
HALLMARK_ANGIOGENESIS,0.022166985261983112,-0.04280333054875043,0.08560778731316328,0.09583443025138735,0.0026286540590952324,0.010185630914609743,-0.09395414176874647,-0.04709771464986584
HALLMARK_APICAL_JUNCTION,-0.014793208804765832,-0.06828148326083064,0.08157670020086864,0.08284730001013911,0.0039541999802805835,0.0005286317803909578,0.09649580811989625,0.008838800962381254
HALLMARK_APICAL_SURFACE,0.02562099190544894,0.04499921644872755,-0.00938561290127995,-0.031437102665173654,0.029769066361068176,-0.03930328440192694,0.1201570151472236,-0.024770081918451387
HALLMARK_APOPTOSIS,-0.021688874531713934,-0.016491744102194793,-0.03742590168224572,-0.008023863906709871,0.0038262899069108906,-0.0004988588005429626,-0.060086844634998714,-5.202785535441053e-05
HALLMARK_BILE_ACID_METABOLISM,0.019603821934559545,-0.056413557884764313,0.04849089817037746,0.09436957213022315,0.08406634963595021,0.052576004533625306,0.12309849755420055,0.06240376738094243
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008610036535966589,-0.04314930061759408,0.06916890261754308,0.10149435356339795,-0.034697669867848856,0.049953517769544216,0.11732918823623686,0.03647361141225385
HALLMARK_COAGULATION,0.009421142440002375,-0.010418813404801622,0.021328194224949255,0.08098039442607778,0.04777740273936311,0.06757076384296243,0.08729982047304276,-0.027001958817972894
HALLMARK_COMPLEMENT,0.016751685986397907,-0.003174436491716944,0.022297797658884157,0.0671121189554743,-0.013374025362966911,-0.005541683722055144,0.08527907357422575,-0.009621811608720018
HALLMARK_DNA_REPAIR,0.0035992972843267496,-0.10679178272257818,0.08085739342005228,0.07842266599551151,0.03357060667214403,0.039108420281691064,0.11029485120913043,-0.037404673172982766
HALLMARK_E2F_TARGETS,-0.00013317926850171956,-0.038034276454245064,0.08600393515249748,0.0975767680118724,0.01852775097309252,0.013952737226536576,0.07586848396622288,-0.007356264387133942
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.000942819869216275,-0.019854764292202887,0.05716203311784001,0.0624626697984413,-0.008465530675415065,0.06458157047131483,-0.07521450928715431,0.009174801549677359
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.006563328588353818,-0.04522552931589117,-0.03457539504984345,0.05169606679409504,-0.021826741798576167,0.019106898235772673,0.06028935337991362,0.05434102330386221
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00749825908587904,0.01947079479133995,0.0353603841832692,-0.08082597324600005,0.031608791515559974,0.011133411556804229,0.08272039377389184,0.031020361828277783
HALLMARK_FATTY_ACID_METABOLISM,-0.000992295888735456,-0.08030945283593606,-0.015526716331109258,0.08680457427454373,-0.007051412915799071,-0.025925012515683764,-0.021524236120108703,0.011395977310296396
HALLMARK_G2M_CHECKPOINT,0.027924001027493844,-0.052607743324365894,0.09005622493748695,0.10057369178071394,0.025974199017944746,0.05738271703740676,0.051481091714564005,0.010947542192065738
HALLMARK_GLYCOLYSIS,0.00246653203743046,-0.05483922085741796,0.03574898109160409,0.05150068945065591,-0.043493101081089974,-0.02666642545242799,0.010544715870542017,0.04021781918004582
HALLMARK_HEDGEHOG_SIGNALING,0.028021659322380904,-0.07630929305834397,-0.062045767413069955,-0.07399394170743037,0.003591836874860482,-0.11269764310315723,0.014225621944719788,-0.04311603000488874
HALLMARK_HEME_METABOLISM,0.0304144502933127,-0.05045800305013542,0.06537805995387036,0.08757488288859273,0.018101111370540605,0.025605514060664032,0.14799092846799805,-0.008680391778893163
HALLMARK_HYPOXIA,-0.007724873473536863,-0.1051288420181722,-0.030448853216524786,-0.07493803945096522,0.013535332500104687,-0.0361675946902443,-0.0918884435462956,-0.005218632721411291
HALLMARK_IL2_STAT5_SIGNALING,0.0237888186998306,-0.07910582507216912,0.0019850998630035485,0.07901907268588654,-0.026035892397176134,-0.0006940417526451614,0.08033579156396367,0.025083123218829752
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.008738117206945598,-0.011566532105986078,0.069542246026934,0.09408485585325374,0.029772667653609832,0.004881428286462042,0.014449688913379275,-0.017196651046309405
HALLMARK_INFLAMMATORY_RESPONSE,-0.053728591796398294,-0.03057196194103307,0.025776006162847757,-0.016088609770078414,-0.03267597159353185,-0.03677039991045043,0.012070564625639922,0.028140073101972803
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.044798103882137535,-0.010710667975582558,0.04432032862357373,0.07794632129772402,0.03303917148362391,0.04368985276257366,0.08352734810961332,0.05517876018151784
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03645798279829337,0.015951572619275683,0.00035369096682714274,0.09352519780619625,0.05659350669193808,0.08216498092378413,0.02761798547309584,-0.038936008129174644
