,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.021906799430273956,0.07879059683820677,0.0930632352301068,0.015100469543564199,0.049298920617719434,0.03158722348880092
HALLMARK_ALLOGRAFT_REJECTION,0.11817885577458423,0.009471467493423641,0.06464024147698502,-0.041921792574622224,-0.03459301455915164,-0.01562587795879973
HALLMARK_ANDROGEN_RESPONSE,0.04849816820229077,0.027643705473420325,0.06537624532391248,0.03339222719831387,0.01091087028631597,0.0375325455281955
HALLMARK_ANGIOGENESIS,-0.04506048567858409,-0.06032450122918544,-0.10819947057890436,0.009938909039543989,0.009975983496643677,-0.009590562729649586
HALLMARK_APICAL_JUNCTION,0.059946133022175635,0.09023787468892827,0.09320520694560927,0.056262496839290584,0.06132042003022922,0.04646924103334108
HALLMARK_APICAL_SURFACE,0.09060276562564964,0.1266901504701992,0.1208160780138075,0.1332942045531565,0.07580749618952998,0.06041249681333497
HALLMARK_APOPTOSIS,0.03337700545584559,-0.10625076953013796,-0.09336976275574062,0.036679829027544145,0.005424948017209976,0.02870361867201255
HALLMARK_BILE_ACID_METABOLISM,-0.011764587963963867,0.0775719264629533,0.11266165992921896,0.009648404950734981,0.003672876525050152,0.05387217296472698
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08194746373420572,0.11332043301936977,0.12845811807235422,0.06991171049504644,0.042565108380109726,0.05883857319492531
HALLMARK_COAGULATION,0.08749717410556934,0.03901035913848307,0.02654240320815638,0.01788913147408758,0.014618924555599188,0.03088594897510497
HALLMARK_COMPLEMENT,0.006028056390901379,0.016085229226284595,0.044119698264302856,-0.013027881763534352,0.016451137854438934,0.015057875925904927
HALLMARK_DNA_REPAIR,0.038595018909176375,0.08644764334519081,0.12542005745631565,0.04582256493537342,0.029111149416165223,0.071617757756209
HALLMARK_E2F_TARGETS,0.02729084607024313,0.061358013276520525,0.06357346254397477,-0.0010736281368408996,-0.024721819752622238,0.0703328344389754
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09238918025162438,-0.025496352157647836,-0.11177575235068977,0.002281989767726556,0.01981445250172394,0.03471682020296344
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0019093939615162838,0.053658028357675615,0.03846703432311322,-0.0011762419024738727,0.07791099682952311,0.04595224868566994
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.024480153725896615,0.08357710014368488,0.11312021125666807,0.04977445662678017,-0.005794366071057159,0.05013103010402016
HALLMARK_FATTY_ACID_METABOLISM,0.05408179456505046,0.01920120400765676,-0.017877640599620315,-0.0009001423879654352,-0.032065433820211604,0.07932041227190917
