,MGH258,UKF248,UKF266,ZH1007inf,ZH1007nec,ZH1019inf
HALLMARK_ADIPOGENESIS,-0.0182082509055494,-0.0011329717941022785,-0.012836867334142285,0.04511838301516081,0.002734723009019446,0.02069012538924521
HALLMARK_ALLOGRAFT_REJECTION,0.040021430625788765,0.033862478572990906,0.05105816254503125,-0.016540475045414376,0.13121964341556946,0.08075889761660186
HALLMARK_ANDROGEN_RESPONSE,-0.030243735881205446,0.03056104505331954,0.020907536918554844,0.10719188721009305,0.008943193049732977,0.07357882832179478
HALLMARK_ANGIOGENESIS,0.06024535229323019,0.0010383234229570904,0.007538102662602805,0.1622235972720486,0.14813459615660968,0.11129144345777002
HALLMARK_APICAL_JUNCTION,-0.010543153512635909,0.03266994669907772,0.041033799791323045,-0.04049433397946272,-0.0433331934884693,0.03428694919973732
HALLMARK_APICAL_SURFACE,0.005978549845904502,0.08883008681385683,0.016679868592296015,0.07625763306739305,-0.02964621343844084,0.05000784615534588
HALLMARK_APOPTOSIS,-0.0031757082621521435,-0.055545593501738266,0.002586248759587082,0.029461588633394816,-0.019307977123984514,-0.003555436791130136
HALLMARK_BILE_ACID_METABOLISM,-0.008675782092095595,0.07278126816900488,-0.008396234596989426,0.03434740460261385,-0.03701747940818638,0.1040950032378487
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014972466406643672,0.03364741080434181,-0.0022835847221403874,0.1133296981440418,-0.056334083035353776,0.022861298936849798
HALLMARK_COAGULATION,0.09844915636445188,0.020803986724398895,0.036461501353425844,0.03806396253309302,-0.03171215970070449,0.019509383746309252
HALLMARK_COMPLEMENT,0.05425271760783552,0.04508853861546638,0.06852041445686044,0.10743816441326458,0.09514324260460898,0.07797458034796217
HALLMARK_DNA_REPAIR,-0.012167507534740626,0.02970201291068307,0.0206311488806161,0.03725863919568699,-0.03828110012441929,0.04629556665558393
HALLMARK_E2F_TARGETS,-0.052217008300008035,0.06506122593976171,0.03704031617093268,-0.01430077731929409,-0.05400306417528738,0.025357901275740977
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04230386725222968,-0.03542841407477088,0.029582123452467652,0.02172183739421649,-0.0426899115011202,0.023755640037712522
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0024900594370646342,-0.004447113013167776,-0.021879059486094407,0.09453301602484618,-0.054808913222618175,-0.07493580215775865
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.005002550515584688,0.057410429098800626,0.08426819373479044,-0.11075017200566832,-0.006264177811267796,0.01580838985106958
HALLMARK_FATTY_ACID_METABOLISM,0.01618330430634295,-0.06564015658464928,-0.0016124318710958245,0.11826423385858224,0.08536182074559817,0.04163373270785471
HALLMARK_G2M_CHECKPOINT,-0.04593201572943016,0.06281756361609608,0.02837869062500578,0.07522604978066746,-0.026023041601614103,0.0033798844537963426
HALLMARK_GLYCOLYSIS,-0.04100955096417985,-0.017234851668799324,0.010252060754644493,0.07752367022286928,-0.0027399070109321655,0.012940418605454956
HALLMARK_HEDGEHOG_SIGNALING,0.05493804707702174,0.041150093639893345,-0.021131904613875808,0.02092433288386269,-0.027290975569438457,-0.005229767265105831
HALLMARK_HEME_METABOLISM,0.007650392505277329,0.01034404779608433,-0.024431674767561258,0.03496671381805431,-0.016316889020375102,0.014420373804112522
HALLMARK_HYPOXIA,0.03770733006911,-0.08370359566075804,-0.04840479961830877,0.05829124170225808,0.13864864215661643,0.03723813931468263
HALLMARK_IL2_STAT5_SIGNALING,0.03282479101273841,0.002498651725940727,0.03022102165390113,0.07190857957530966,0.0490102020830917,0.08758998791887826
HALLMARK_IL6_JAK_STAT3_SIGNALING,-7.997791587419925e-05,-0.018329799692120428,9.26473383113936e-05,0.03465062716848537,0.11243883473609212,-0.026710501373406054
HALLMARK_INFLAMMATORY_RESPONSE,-0.04181217529367869,-0.028911129120656232,-0.03872041870931894,0.04913648352029352,0.0204949313119301,0.060242996579901266
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.007749996292902854,0.04763870224116346,0.042102404307784475,0.056376130958630394,0.06433662273801778,0.07115194291814923
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04741600868544353,-0.0005121427229339949,0.024946147981205136,0.02933813041083834,0.03864843525995342,-0.030213947333421736
HALLMARK_KRAS_SIGNALING_DN,0.019789037732004962,0.05180901727952484,-0.00810224475727185,0.07706691336524646,-0.01535025491372011,0.13247235214022393
HALLMARK_KRAS_SIGNALING_UP,0.05290209306791927,0.01333788829916258,-0.021865267474439475,0.04936566496377515,0.11369927620115201,0.0424840418215954
HALLMARK_MITOTIC_SPINDLE,0.025711414119118262,0.06042534740852975,0.003629558604938961,0.05134148784286516,0.003086040388643567,0.09336914203802531
HALLMARK_MTORC1_SIGNALING,-0.02423046748660476,-0.05125848628972126,-0.013254318223880906,0.06878142912978742,0.07560662264626307,0.047638517334763895
HALLMARK_MYC_TARGETS_V1,0.0015464208134945514,0.04662012457345868,0.03214417066624973,0.034289672074217376,-0.04857460417237094,0.05791655758887522
HALLMARK_MYC_TARGETS_V2,0.03514373789890606,0.033969439107628924,0.01157487528724091,0.04146621418205501,-0.04822946304502564,0.016423654721870316
HALLMARK_MYOGENESIS,-0.008221645558039163,0.009759690505053091,0.0039324934393361,-0.00638479605794798,-0.06600007985177667,0.039602718210148415
HALLMARK_NOTCH_SIGNALING,-0.04299353705843784,0.07629285363781653,0.01851544460368442,0.10937427504711697,-0.055925599884637446,0.07139718499650087
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.021283438787164558,0.022534184915953537,0.010770117680224288,0.0009744054724105202,0.011333564681698516,0.057985839416476594
HALLMARK_P53_PATHWAY,0.022596319192280945,-0.02404915393183209,0.01740570006794895,0.05836526697567419,0.029490612381029364,-0.001946476708329028
