,UKF248,UKF259,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.11143366344121922,0.04310291982469293,0.0901856740809554,-0.011729880850275421,0.05327147222262131,0.06880871648334028,0.04551141892236327,0.02882065218537741
HALLMARK_ALLOGRAFT_REJECTION,0.07117874482919734,0.013377892511449012,0.1405482806133354,0.0218633589882809,0.024134386415577382,0.04508640302599965,0.04286581650288477,0.012686241939089477
HALLMARK_ANDROGEN_RESPONSE,0.11362767333970934,0.003038570699876679,0.0797225519678308,0.016921118840996754,-0.02225672015923955,0.06560440022482723,0.0594758920195753,-0.005976185350329829
HALLMARK_ANGIOGENESIS,-0.05163283606724915,-0.007050018750530764,0.14094140436125324,0.09472864720529187,-0.005874891305089558,-0.030010608542304647,-0.06350330236966105,0.04093230563778816
HALLMARK_APICAL_JUNCTION,0.14106063833731164,0.0666676314901709,0.15870912666198578,0.051533066090434815,0.050501265873135595,0.042128047464460756,0.04575375129081324,0.0351573745448921
HALLMARK_APICAL_SURFACE,0.10912368665483005,0.03550142795180979,-0.021117981792537516,0.013902641242424444,-0.04679443788554469,0.055306314707231956,0.023308321560172075,0.006572092835630418
HALLMARK_APOPTOSIS,0.031182479145269427,-0.007124792219477371,0.08123783776689436,0.0803443380690849,0.03545581946151457,-0.09237302994081602,-0.02997043479458863,0.06307209589313299
HALLMARK_BILE_ACID_METABOLISM,0.02238189182665268,0.021464408176033043,0.10384993430728325,0.04565225417535103,0.037019898897755234,0.034449594479899995,0.018736504930971377,0.002373097046183587
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0555884357633255,0.029154220516749773,0.055930515660298115,0.04564754496669224,0.07301182555667253,0.03419333044385529,0.038789794603840515,0.0017679314401162938
HALLMARK_COAGULATION,0.16245609589897222,0.03303874253919498,0.14028682633985404,0.023256777636541895,0.03746259226067863,0.031731050295286896,0.0490970750798151,0.045144823347726064
