,UKF255,UKF260,UKF266,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.22494100242129075,0.12012661322084776,0.03991504309470436,-0.00559258974445213,0.22792082550825016,0.2551437636021329,-0.025977260448727023,0.04396170523449651,0.07534150904270606,0.11012203804386882
HALLMARK_ALLOGRAFT_REJECTION,0.09672669117979514,0.00568907618955667,-0.018688313764873437,0.05810921428620021,0.15172129686989846,0.20019383964366516,-0.04206558079745435,-0.039675584496725654,0.0005741509595947065,-0.0005405817351522125
HALLMARK_ANDROGEN_RESPONSE,0.15007917135666937,0.08901891712068839,0.0069711596707954775,0.020743363638429827,0.15906393695697696,0.22091709414070754,0.025273750125301836,-0.04725734768096332,0.02911151763523131,0.058955089797258255
HALLMARK_ANGIOGENESIS,0.20245088352681753,-0.059431483409878895,-0.0382789345975025,-0.07249103496026692,-0.12228913075806913,-0.15252378398501504,-0.02152388862856784,-0.07885827001226191,-0.0037386953145804374,-0.022254695560503693
HALLMARK_APICAL_JUNCTION,0.18095442316881524,0.08331941187937185,0.014735845806366133,-0.01715413193594762,0.15009951017439133,0.23695676019006115,0.002192403524848312,0.0675935251113045,0.021950979526490874,0.09014379935342741
HALLMARK_APICAL_SURFACE,0.126266198966668,0.06751950677404758,0.007291457433095482,-0.03711017096692814,0.15484298606636981,0.1830828453335005,0.0008910997658923696,0.04316348915351927,0.010923363715867457,0.10669228564394626
HALLMARK_APOPTOSIS,-0.02170904335541029,-0.05662282925714422,-0.005757064962829528,0.001006278717871834,-0.2024944984746723,-0.08415916889518944,0.018345995639648456,0.033581793385053224,0.009718897206614441,0.04369550289006179
HALLMARK_BILE_ACID_METABOLISM,0.1719828064215683,0.0559547806599477,-0.006451404290476884,0.004366845236916909,0.15391553417750872,0.23315117975597172,-0.0010717571279788849,0.011380259220115643,0.030864980752494307,0.10875773690885758
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15873879200235128,0.07217524494185941,0.01354921321017423,0.011360883003469437,0.19426802098394677,0.22413057384528726,-0.017726849586324558,0.08777555198841919,0.053237266821295856,0.06922912525459594
HALLMARK_COAGULATION,0.12823148877063256,-0.01623499904996465,-0.040098923567276026,-0.026375406210027565,0.08710200356686444,0.1861188154641316,0.018253759571664818,0.022239339818806696,0.02197679735294538,0.04240764185491679
HALLMARK_COMPLEMENT,0.1990124163393427,0.06368777017035782,0.024214066071582406,-0.03239054615158472,0.08832091733562528,0.1475565614810655,-0.008260210012894491,-0.038902876921131625,0.010821289549488385,0.07654570208511516
HALLMARK_DNA_REPAIR,0.13475761435950975,0.09268440388167,0.04048529550986508,-0.04800146432965666,0.196329351547466,0.25015723111871385,-0.03375052109786121,0.051807248906001004,0.07532549910563092,0.11151119325759377
HALLMARK_E2F_TARGETS,0.20117712954556652,0.1319091708527744,-0.009311279275504283,-0.02549932022871245,0.05500528977570642,0.15143647593668183,-0.028124597464833274,0.021671433933776855,0.05277507003429326,0.06317476004998916
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03580087301834755,-0.07078257734709564,-0.017689501814728382,-0.013863679491509873,-0.1874123813319755,-0.07578369764363191,0.009914043601531834,-0.06666563873560134,0.07747002296516264,0.04399657967647132
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.015500885807549773,0.07492267132680305,0.035002564513417156,-0.02131956352877225,0.06886626849188898,0.16693109654410426,0.013737724832887918,0.03656888764171272,0.005540116126235183,0.0379729230668975
HALLMARK_ESTROGEN_RESPONSE_LATE,0.18928029443128677,0.022137199823936294,0.017795947681376326,0.028502964670271445,0.18524532868917293,0.20051097870750603,-0.023609095143904347,-0.040400973709304976,0.004998028310890961,-0.031361097446127584
HALLMARK_FATTY_ACID_METABOLISM,-0.1448400955175366,0.04217181212567732,0.0746157054797481,0.012509032596686606,-0.10274070396189762,-0.05368923378106849,0.04876526877374805,0.030208557262089188,-0.03141530431024385,0.045764025014476434
HALLMARK_G2M_CHECKPOINT,0.12674029877084778,0.08826764630593231,-0.01206634972494628,-0.022304215355691617,0.012562033234530538,0.10121129181390569,0.055999392461663175,0.03141489802535057,-0.01798351519213674,0.1081102053114359
HALLMARK_GLYCOLYSIS,0.07335581457669804,0.05759436124119759,0.04955518164816539,-0.04300506055199727,0.06742180147727479,0.10176094108954697,-0.015408957836797169,0.020456865294812925,-0.018111912002806017,0.08826580307330363
HALLMARK_HEDGEHOG_SIGNALING,0.1368256838664651,0.08365213002230612,0.06932715732664164,0.010710183762634743,0.03301134101777505,0.12762225973084887,-0.0005907921408298509,0.0679321994142611,0.040880234875399664,0.10853301185225665
HALLMARK_HEME_METABOLISM,0.10027593948474028,0.15033766971428086,0.06342790920532133,-0.049086301422633816,0.19922815335630592,0.2345475207083318,-0.009197763236022906,0.02477229772098403,0.07135447219969339,0.05695916367520213
HALLMARK_HYPOXIA,-0.20592161395311548,-0.057328508538639224,-0.007034128211246014,0.05366275927847758,-0.20872511190268597,-0.16962585827299445,-0.030835464165863677,-0.027531913737066146,0.028937499715581242,0.04619239886892906
HALLMARK_IL2_STAT5_SIGNALING,0.19438114612239776,0.0862482360247488,0.07957967959946617,-0.009922703676063682,0.11988446974286998,0.15313889482338328,0.05709789027605674,0.0067389590113122,0.04676413194774834,0.08240582990300983
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04736788972934167,-0.03149557201270758,-0.05466878038857728,0.02902888172054463,0.006313529267434679,0.10798177890607155,-0.0036927064407535977,-0.010783603286156582,0.01734409849806905,-0.014629839783876592
HALLMARK_INFLAMMATORY_RESPONSE,-0.0454614563418297,-0.011311374138166881,0.023869404495408718,-0.014525058363822565,-0.1146838999050467,-0.0005965060049605434,-0.016019271078023117,0.06725416752784082,0.0033745485746380266,0.08592090359359232
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.20171859742056017,0.06827164499365432,-0.02064692668467559,-0.06756419279656502,0.190690639795762,0.24220463233658548,-0.021356917067263594,-0.042155187599475424,0.002111249152475554,0.013489998595293354
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.00785595181590789,-0.06608787939210309,0.036533768135212204,0.04893627872595805,-0.0914454850620032,0.023171730751771456,-0.04452108392605927,-0.05453768247728365,0.03054967153231444,0.05533790450506256
HALLMARK_KRAS_SIGNALING_DN,0.04952341697705184,0.09904662203299067,0.039792794114068566,-0.018231449956643133,0.22127305377257026,0.22034234272222766,0.024571187505646047,0.040763478251475846,0.06724499539647275,0.1177050505981992
HALLMARK_KRAS_SIGNALING_UP,0.1983052501135644,0.06279745573487583,0.05730597602098057,-0.005243192474133339,0.14298765617593212,0.22711179927437808,0.04958525082559682,0.050225986711688,0.002986127308481686,0.09676479336767838
HALLMARK_MITOTIC_SPINDLE,0.16712443187862022,0.1207962130499994,0.014832145114487294,-0.0009426750128832859,0.17460461902467045,0.23893237561235364,0.009573626277891923,0.0643728163939924,0.052947515806969284,0.08202493286202903
HALLMARK_MTORC1_SIGNALING,-0.16582534801462373,-0.027492657421713734,0.0019852731287757627,-0.04875099604074796,-0.15337966775901052,-0.04457086170932567,0.008113542206222865,-0.04899121520721697,0.021181694838347,0.0641828193901036
HALLMARK_MYC_TARGETS_V1,0.1579416069925533,0.11203586739870337,-0.008212851908505844,0.01720834572151733,0.2465025708846857,0.24277536653644097,-0.0343650484263539,0.049719699613970846,0.09815431357830848,0.14786617103151353
HALLMARK_MYC_TARGETS_V2,0.14603272299823708,0.05797393576806405,-0.045654281015928666,-0.022063446377509587,0.11736931552704206,0.19665854909384106,-0.0018619024836269843,0.08581100554182769,-0.018394364793565012,0.027751732904033807
HALLMARK_MYOGENESIS,0.20295516459422588,0.08507244350775424,0.0593933926406469,-0.0463151205704332,0.2009437702393989,0.24191342815231368,-0.010681148574808704,0.03893202515438972,0.04796056464173031,0.04625469975957147
HALLMARK_NOTCH_SIGNALING,0.2230576692830862,0.06589733303468945,0.0543290126220677,-0.06276187666519943,0.2179294295471955,0.25103806349143265,-0.013487376636590375,0.031829589422939016,-0.018431490539539255,0.04290920820961706
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.182764568876526,0.10855882319416431,0.055828888193765934,0.008976697331833915,0.26238451918283967,0.2527876894155612,-0.06540274086341491,0.011658145315958693,0.07667409831866039,0.1324829985986952
HALLMARK_P53_PATHWAY,-0.007730713354907994,0.1030042865453313,0.02385842258747436,-0.022099175352247234,0.20236827876262925,0.18617626297391762,-0.034548823094940326,-0.009607505525477537,0.09319035325964406,0.08091652932145436
HALLMARK_PANCREAS_BETA_CELLS,0.147278663163685,0.09537366182196251,0.08253683852809808,-0.020479473512981725,0.2660368130391563,0.24941276599163326,0.0673697586027681,0.0625639856786456,0.03866145952391945,0.15973029312115516
HALLMARK_PEROXISOME,0.1210126329711515,0.006394321309681968,-0.0036076105973162184,-0.039015617943600714,0.2413449066264611,0.2113593194356975,-0.03533245431821842,-0.01086852583507447,-0.0034550165376490264,-0.00522591800666355
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.16877711362129022,0.15595997592388966,0.044580521745351785,0.003988110203299871,0.23736298098671066,0.22830808636311756,-0.01943747086262719,0.05012141818513108,0.06264101346476451,0.1031543020159183
HALLMARK_PROTEIN_SECRETION,0.10797160707079494,0.08388375832564622,0.08755464700143405,0.007123860921590313,0.15025649079351747,0.2309115120476614,0.02541779044989369,0.00962461984905425,0.08727518632821529,0.1428437692676152
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.009293312328492766,0.0024108641240045844,0.004340136161065733,-0.025431446582761245,0.23583873504002342,0.21328464526020893,0.014931022307203128,-0.009454125682252795,0.07847789898582631,-0.027931853174036504
HALLMARK_SPERMATOGENESIS,0.1809644540583227,0.0929567708405512,0.07446538500647161,-0.07174865401435737,0.2226802929819024,0.2397146151270786,0.010253058004142323,0.07395493315448158,-0.04375677344343367,0.14020285218729478
HALLMARK_TGF_BETA_SIGNALING,0.1750965182291497,0.05851290626248546,0.004202774208628435,0.02354500437988529,0.18782829812204432,0.2261723265323681,0.0007066915200668522,0.026430654673482427,-0.032248989330856646,0.04217564836107424
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.05129475656282602,-0.05063887855913731,-0.031119460739262143,0.05571167843800768,-0.02153926322563767,-0.04127895375720891,-0.012347097331576776,-0.03204035722619211,0.003108033604120505,-0.08611123060525347
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.028061552851801303,0.05154186169488242,0.044049762431284376,-0.009531261410290658,0.1448603152410073,0.23895281050363498,-0.0203315228854866,0.04098617637946557,0.04223225242634519,0.12946783432423206
HALLMARK_UV_RESPONSE_DN,0.10702856892439003,0.04534695354775406,0.11386137346806549,0.008127349298994238,0.16264051316418007,0.17769092709701742,0.005824164094543915,0.006168009249419887,-0.037355697710091014,0.06103545350939783
HALLMARK_UV_RESPONSE_UP,0.04596821970165297,0.09778510605164499,0.07926051086409984,-0.005054819322773593,0.07093694728182538,0.16674312831020371,-0.005067041955916625,0.0151165444189509,0.029123763073588785,0.1318488329724929
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0187714168075883,0.07177974871706772,-0.044533689153418675,0.04412117698566609,0.1558803910817133,0.16819493269970462,0.002652175619558598,0.08336433009733822,0.0037211565006314545,0.007437135681666606
HALLMARK_XENOBIOTIC_METABOLISM,0.0632048972894554,0.09506716225273612,0.04118489411254235,0.022841490665576697,0.14468941861809767,0.21089671191018425,-0.037678702642329094,-0.0032772195314322086,0.07331010764847193,0.06173651526924029
