,UKF243,UKF251,UKF259,UKF260,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.00023295050260368493,0.035634008808122064,0.022654425690576147,0.059234617629264824,0.07488329918094819,0.18830317350782702,0.014278421389619435,0.07226443780096392,0.15115880381175426,0.07551183097783308,0.15740956509838738,-0.03253847988688464,0.1199832403900222,0.10655542962843019
HALLMARK_ALLOGRAFT_REJECTION,0.018240369603962515,0.009328988143923436,0.08237188276834237,0.03685255385743105,0.10395444233363726,0.031142812348815115,0.044284699168166256,0.07711579251682789,0.022172605423301222,0.023307511145325928,0.10894839036066105,-0.07784213487438456,0.1053697137326521,-0.0833132964329454
HALLMARK_ANDROGEN_RESPONSE,0.06957531681500478,0.034686387302371585,0.035431251879186255,0.02883789573568702,0.09659270673363336,0.11768932894254817,0.05732115556451581,0.10909923607245106,0.1428491124555344,0.06893631711802754,0.1266273811612825,-0.010082350044213692,0.09689315321979644,0.0754810085976737
HALLMARK_ANGIOGENESIS,-0.016956272531428725,0.04206959567549389,-0.004288907847483728,-0.055037209611542674,0.14553668778146248,-0.050491212141346394,-0.01037728216850934,-0.015300261247840773,-0.010588378040315278,0.03564225397303038,0.06763476737505524,-0.055051535284771504,0.021158761126760014,0.0715439041263204
HALLMARK_APICAL_JUNCTION,-0.03333672389259214,0.03311091047631113,0.023865623896131435,-0.02227763753357905,0.12801268861802748,0.2001267676931266,0.08538461922233535,0.06217997743871145,0.19403028235969427,0.07158685884286224,0.17237939135821972,0.04770816449346584,0.15627214573343406,0.1136799105476481
HALLMARK_APICAL_SURFACE,0.009007957526497974,0.0021713611338932213,0.015960958412955945,-0.0012588014073804683,0.07785677034775629,0.22507148343404157,0.12522975854935708,0.05285505921895585,0.14556810287514346,0.08711057444927676,0.09407036330479057,0.08771703032570093,0.14052115089444575,-0.0047927842680496
HALLMARK_APOPTOSIS,-0.02924227239285294,0.018455095629142725,-0.01445885657607357,-0.027226988295183326,0.03166641910836818,0.06292340005244082,-0.03985580312553492,0.028489992507373475,0.013363976005455231,-0.030566295633880504,0.05916925098498531,-0.049264871130452616,0.0625758169490485,-0.06640003873692041
HALLMARK_BILE_ACID_METABOLISM,-0.0033957586203497065,-0.004852500288878155,0.05001428338946436,0.07074989556309891,0.09755502323702121,0.2097410894792347,0.06891357810625888,0.029317512859607806,0.13637940274854765,0.10197264737493822,0.11834448127775103,0.007251470038344898,0.08605482366304566,0.1300903006014888
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008478586490499086,-0.0425687337683772,-0.029519818541315558,0.043563820532903454,-0.03360594179548744,0.2274456712273761,0.07870173068278304,0.09153900347668881,0.20592338146291236,0.05417380710219752,0.09789066074523026,0.045603638183470345,0.08142617062244976,0.19012310263884244
HALLMARK_COAGULATION,-0.028656536946240086,0.028601793379218313,0.06639487608586918,0.018841576597770585,0.07438359056326818,0.11550736910109252,0.1363733640767544,0.07540600915956422,0.0793505267191558,0.04944299707003297,0.11255952136715011,-0.05864074485457882,0.10755090221154313,0.07094794954868588
HALLMARK_COMPLEMENT,-0.029225467111251128,0.01926475762971138,0.023325307012263548,0.04139374169996312,0.08825168933780175,0.16323157194405338,0.05525756673475368,0.0507678374357045,0.1035741732646803,0.07239630171578629,0.13553642112073092,-0.05978754071020834,0.0683144465878372,0.05981677160753149
HALLMARK_DNA_REPAIR,0.03257123445110016,0.04697389118901808,0.019472409655845374,0.05347170666661949,0.10922280633962819,0.2513192885396458,0.06526893466616952,0.08481785871195831,0.1670203679854583,0.09788068632055502,0.18618244649842394,0.04866392098707856,0.09938376550068521,0.1815517414146288
HALLMARK_E2F_TARGETS,0.013815490436570585,0.018170695992861512,0.045774864758757715,0.09474759238205474,0.07779132516378094,0.15824333723417808,0.04999345344214077,0.09210334548435262,0.12183935460209033,0.09726207553545106,0.1273172140499812,0.06981219168786768,0.0917316265636022,0.15203569678568013
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03985571750505029,0.010734692968697139,0.02600231079226417,-0.0411578100033833,0.15088560021957645,-0.039481266889036894,0.012975115585321712,0.008528771490089793,0.05704789517310563,0.04523089081048663,0.16223989818580886,-0.039038757043825326,0.10987507683073384,0.06016962390194287
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0034604510230956047,0.010910273048527165,0.002434249556637593,0.04436001054073914,0.07059980310366153,0.07239796354090752,0.02657054251912019,0.07182857071689304,0.15198523564441507,0.08888830312760136,0.13107240799835643,0.05715880906685868,0.035670049680781996,0.1496255717885734
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03992927910277815,-0.040428445709705975,0.05530502051351093,0.018439032843914748,-0.023395832369939352,0.2062573214913059,-0.014922137698469277,-0.024304965361330425,0.15341943883573175,0.07753556159862995,0.1153394664193664,-0.046216057533925485,0.0732277843183421,0.10866205684618042
HALLMARK_FATTY_ACID_METABOLISM,0.023377411069951164,-0.003748904472172939,-0.0104210380069853,0.001708360991993567,0.01495280297767054,0.09938295146173488,0.025177398739935738,0.019961269677419503,0.09826794119693877,0.04715426165214733,0.1207565949228317,0.04433676007412244,0.03101558125270808,0.05156064155701743
