,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.04440300867528603,0.08348106044128233,0.08430191064848411,0.09365006523648069,0.057688295842283584,0.006269707805040606,0.10259307714557254,0.09196659786857515,0.03010295507908578,0.046872906584750844,0.06659918243463073,-0.04381947854157244,0.16461003194341092,0.15560220063108993,0.19304070084654937,0.11958779903104026,0.10084740015813937
HALLMARK_ALLOGRAFT_REJECTION,0.005904571673803382,0.03487202358428624,-0.0013527976566713815,0.10861369568581716,0.02769403911824514,0.01752832801089968,0.2014775902898423,0.12825936888306871,-0.018689957584101805,0.02992065223422819,0.003105843188617052,0.02939383830126667,0.10268330012144496,0.04885548562992526,0.12611134066143478,0.09629031472271607,0.06221742323464085
HALLMARK_ANDROGEN_RESPONSE,0.03470525384899189,0.025794220633227012,0.08664477616478194,0.06213321426357114,0.03806140231667306,-0.03375690083431067,0.2106749367831288,0.08046698079484559,-0.005929471166007698,0.004455455155374221,0.11876023028797936,-0.045171695880061244,0.1037419978065552,0.17544062288147982,0.14870039104363403,-0.010234685778896056,0.0694012171783304
HALLMARK_ANGIOGENESIS,0.07710533533500394,-0.029404042792626223,-0.09111538336959057,-0.02143448987140873,-0.006226865848649506,-0.0499627139939767,0.2307624448975213,0.09426343713402659,0.07486465747219455,0.08140227707368773,-0.007164904687976248,0.027381659458199564,-0.048631954290949554,-0.043593943295348624,-0.01905504490412282,0.10594422061103473,-0.05636049409335352
HALLMARK_APICAL_JUNCTION,0.027332309406960423,0.050085019234711634,0.07344077610076802,0.13103950743498433,0.09115688125746031,0.06951172610024911,0.2740350024968784,0.13775168522456763,0.02621851730834943,0.0009937646547104981,0.10268774732681657,-0.005504890723573846,0.1729854405445965,0.13471968236185963,0.19637604236627862,0.11505527051531662,0.13749980771992415
HALLMARK_APICAL_SURFACE,0.08439290093652191,0.0942600582146588,0.08436775074334567,-0.025834415480171173,-0.0020833585619897746,0.006566128958605855,-0.0068485154856211,-0.02078155606621502,0.008421721536924526,-0.026860066647807875,0.14015810608658516,0.05778375486014696,0.14030800382252526,0.07406370061614448,0.1907395488479883,0.04857096985149936,0.03742133035583264
HALLMARK_APOPTOSIS,-0.03756813410994401,0.04919694175828923,0.020387784674866252,0.010272960553765037,-0.027017689232962334,0.020993397927005202,-0.01650116611816058,0.05395285097324553,0.018078934018266043,-0.08029803986198097,-0.061346527036575865,-0.02445041192313599,0.07661219834697201,-0.029991379637625985,-0.03965742542833616,0.028516107649881817,0.02667198992283289
HALLMARK_BILE_ACID_METABOLISM,0.033054240215259476,0.0902165379176308,0.06520135996589073,0.09314600877493148,0.12991592788235695,0.018058637623794668,0.18099487057924596,0.10116664158415448,0.025714809000519874,-0.003013932574239369,0.07803738697293379,0.07051341384226728,0.09332996699166486,0.157998717217872,0.19710101145747166,0.025669410187294163,0.12647511585621757
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04036828164297653,0.06910948714107064,0.10015324125395453,0.07685925361797716,0.01093760671291223,0.011658248673222599,0.24744368950993748,0.04912872624437787,0.02420993246008304,0.055441078192212785,-0.00911572716198197,0.01944759386301324,0.14539057020079754,0.14720923740381672,0.15645040377019367,0.05601680652155909,0.09911884623152235
HALLMARK_COAGULATION,-0.01191681496404228,0.0695573461660361,0.01176270516909895,0.09983497561663895,-0.009937597854214074,0.03640365244492149,0.19633222559475233,0.12423226477637209,-0.009403619191614476,-0.044427178841342084,0.10913144616700793,0.05278910036149166,0.20052811109867175,0.11693454578277145,0.1379226725727388,0.13331981877458532,0.0773687303058207
