,UKF259,UKF334,ZH8811Abulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.0055190977340020325,0.005322959835642461,0.09690655219068162,0.028304567698046332
HALLMARK_ALLOGRAFT_REJECTION,-0.0026052424309774666,0.08770122126089934,0.07378917697626823,-0.047825973334077
HALLMARK_ANDROGEN_RESPONSE,-0.02249436425137001,0.07061475255771275,0.08774830111054871,-0.07846331642155688
HALLMARK_ANGIOGENESIS,-0.003249912533079019,0.0006619306538623357,-0.03022129142362493,-0.11432306465933195
HALLMARK_APICAL_JUNCTION,0.02020476562953104,0.10948771355318611,0.10050081396873319,0.023942974827761275
HALLMARK_APICAL_SURFACE,0.03684707537856116,0.002882978870001975,0.07462614207691985,0.04298286252465152
HALLMARK_APOPTOSIS,-0.0002235392467199352,-0.03928232054095397,-0.015351632713728032,-0.06525623172738601
HALLMARK_BILE_ACID_METABOLISM,0.006209799902080504,0.030609588307302406,0.04600139811837269,0.04521438574909035
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0005040798994251016,0.07089457640512349,0.0747268471372653,0.02551967300808749
HALLMARK_COAGULATION,0.005299084658009638,0.13369914823720855,0.07811770230565401,-0.0604739152884806
HALLMARK_COMPLEMENT,0.03215422254925689,0.028198409317295337,0.015127133900605376,0.020544267550226338
HALLMARK_DNA_REPAIR,-0.05107398434011532,0.03567288388933288,0.07931466279586023,0.06357070358277832
HALLMARK_E2F_TARGETS,0.023700145783541883,0.07492502887952228,0.008161227033815032,0.02767281380690434
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.013903033192695617,0.05910712634262024,0.02357529332329934,-0.1069768135433653
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.003049477315064889,-0.04445381464478669,0.019923795049213096,0.038461209366793966
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010641086650703815,-0.009185852408992034,0.09271304147025912,-0.07753660935899391
HALLMARK_FATTY_ACID_METABOLISM,0.006974777590387259,-0.05344559528222892,-0.023924739343547972,-0.0725333220618433
HALLMARK_G2M_CHECKPOINT,0.009944777332095691,0.06810383200729411,0.013037380138994201,0.05842382698235652
HALLMARK_GLYCOLYSIS,-0.027074722879966068,-0.03553384132727062,0.054134515829141555,0.009028776648630396
HALLMARK_HEDGEHOG_SIGNALING,-0.011821487364077824,-0.08386078163947158,-0.015097528027724249,0.0749616031313902
HALLMARK_HEME_METABOLISM,-0.029428211941878023,0.04395058681278271,0.077141884827958,0.05542005923424127
HALLMARK_HYPOXIA,-0.0753032610561287,-0.052974098743574394,-0.04542423635637147,-0.11667840301973527
HALLMARK_IL2_STAT5_SIGNALING,-0.009828211545763238,0.009483056170036778,0.05100940608646623,-0.03730743945931733
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.015053554207128141,-0.0022335274999688366,-0.008484775880009328,-0.0711257896130496
HALLMARK_INFLAMMATORY_RESPONSE,0.0029492224466099396,0.038808117514415215,-0.0804100621207936,-0.036153791949334796
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.008625576455052153,0.09919204578137399,0.09613867181685404,-0.006204643491131828
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.023435140735096522,0.0786065656201916,0.02277309196433772,-0.07573333017705358
HALLMARK_KRAS_SIGNALING_DN,-0.003947068513183772,-0.00048056668870646066,0.05762279704530066,0.1192290862313907
HALLMARK_KRAS_SIGNALING_UP,-0.061131099700339794,-0.014069957836598179,0.042009057351800744,-0.014091113764676267
HALLMARK_MITOTIC_SPINDLE,-0.007482508122950923,0.05233531799479397,0.08201192103075503,0.052326510600198835
HALLMARK_MTORC1_SIGNALING,-0.0275861809428267,-0.02213453947762069,-0.06799751767849911,-0.047043050791041666
HALLMARK_MYC_TARGETS_V1,0.0032970417708830324,0.08123565104127706,0.08185587793606508,0.08185167258949563
HALLMARK_MYC_TARGETS_V2,-0.01181660479089641,0.04577835582747267,0.05007992610486065,-0.0018873306256752206
HALLMARK_MYOGENESIS,-0.0005664601427274097,0.04161509514681707,0.11981191400009318,0.019309391485550106
HALLMARK_NOTCH_SIGNALING,0.04142619176130964,0.06997667526807291,0.10863432215484105,0.051991098084967866
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.012860119842018833,0.01374555989034884,0.08246067685637198,0.13229555789553302
HALLMARK_P53_PATHWAY,-0.04268674230361047,0.0050696950270908885,0.06665964460454339,0.05344906449867325
HALLMARK_PANCREAS_BETA_CELLS,0.015433836023559966,0.0202346850123386,0.053853585977482715,0.10892914188641503
HALLMARK_PEROXISOME,0.0062912966204106665,0.026535758834475353,0.07008947705395001,0.08285083277122574
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.013329455702667881,0.007192419986565974,0.04755723158575732,0.1028230500687308
HALLMARK_PROTEIN_SECRETION,-0.03035222801608978,0.003503000437284316,0.06236992010706832,0.023459583742160478
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.055014450003481284,0.06223722756234278,0.05374976528336516,0.07269273782590256
HALLMARK_SPERMATOGENESIS,-0.033640288674523997,-0.03761258097914154,0.04553371322464688,0.09753002156433849
HALLMARK_TGF_BETA_SIGNALING,0.005671400880136083,0.08544642733720073,0.10121170781609456,0.026536035460412784
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03461825722202806,-0.03777465552538932,-0.028083004354811796,-0.0871912152403176
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.029086494446761826,0.017504595870626315,0.08713128635714584,0.051008216769953374
HALLMARK_UV_RESPONSE_DN,0.028945756791802252,-0.0011540958792890315,0.08769766675194092,0.011593932201961914
HALLMARK_UV_RESPONSE_UP,-0.015250192925229009,-0.02137657323248393,0.06366615445930622,0.060853096527868446
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0010438162977223465,0.02908057391675671,0.06259221657392733,-0.0120297974251375
HALLMARK_XENOBIOTIC_METABOLISM,-0.046234861224217605,0.015080308956425113,0.062105257882818427,-0.012664640691004054
