,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.15438249894151992,0.12550214960859737,0.0685758537906683,0.007513809696498926,0.055735948885283264,0.12789163980132953,0.21822560081886502,0.06214556726033668,0.0797169136514846,-0.00878207307160235,0.0709335142370315,0.15231319639889512,0.27234168991873925,0.05895309170349831
HALLMARK_ALLOGRAFT_REJECTION,-0.07016281249170088,0.026230225925547322,-0.049008760697526334,0.02943878522508503,0.10892557671287607,0.36189793407222093,0.32974481898055885,0.02229748064713508,0.03178310535136322,0.010663110328043462,0.11231188950877011,0.06578428072219941,0.1483280119534845,0.036147208205443586
HALLMARK_ANDROGEN_RESPONSE,0.1415881879687843,0.08742936258407027,-0.0433197730916598,0.041623889193131675,-0.026998081265546984,0.3515264341222286,0.33806066766256543,0.039103239089086715,0.074584405473509,0.006845652310722191,0.1737371059294622,0.08809477905328744,0.14767390970338856,0.08106641469537504
HALLMARK_ANGIOGENESIS,-0.04433350960534353,-0.014919154863016666,0.0348595557514721,-0.00973369428446572,0.020307505522544976,0.4185924086924538,0.3545608001466133,-0.05257229030122069,0.09736492178460872,0.0815042968765657,0.0410304049664778,-0.056038431151480196,-0.03230044668704356,0.13346476481555336
HALLMARK_APICAL_JUNCTION,0.15942943012786695,0.05701151675502483,-0.00682914166969407,0.01305837059757002,0.09605679929213039,0.43264438552293694,0.34241950119482134,-0.0003527062506311712,0.07270610136700835,0.00634487756380795,0.14848385572424494,0.1862265804309586,0.28975876302188774,0.04365882092908026
HALLMARK_APICAL_SURFACE,0.19312741073017398,0.1496036767602916,0.019461602085401746,-0.05654878749519895,0.04577161955395212,-0.09478110007429504,-0.14107439056464147,0.009343286866886936,-0.07507097430728402,0.052271471982137704,0.12832282207805118,0.04581824927393072,0.25769318853066,0.07419287849231794
HALLMARK_APOPTOSIS,-0.0006053631847364063,-0.00895864386255805,0.025781111464071294,0.035177603172847446,-0.003013140017497799,-0.06867108300776469,0.103925495261441,-0.05509040236186725,0.06963307220397157,-0.017071398320275356,-0.06641735622985682,0.04300272127872849,0.17389516911195796,-0.01917190273223221
HALLMARK_BILE_ACID_METABOLISM,0.22875491495894187,0.10108073757723003,0.010522813718301589,-0.03193160798842803,0.04745361463266748,0.23601390951177684,0.32762474009667875,0.05268798161349483,0.09350259807756853,-0.04615699144541517,0.10389858141851789,0.06734035785133578,0.18476170372711262,0.06160420307334932
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.032646519417334624,0.11026292821726272,0.0031703469479614724,0.067266489715058,0.025991737942038386,0.38640812603386104,0.22878870336953588,-0.07786895739018014,0.06433231683455184,-0.031394770003923,0.14837148188713667,0.07489450714232009,0.24186662754305824,0.07426466627681837
HALLMARK_COAGULATION,-0.1412782071302653,0.025758762685765612,-0.0030856563732355275,-0.03575394981927608,0.07962620758296193,0.31533307504793684,0.3525917065775549,0.0802625876529152,0.10360620245501884,0.09623985779383849,0.19766362311866542,0.05929471842860649,0.3323906249790568,0.07661922985643556
