,UKF243,UKF259,UKF260,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.007534657007012735,-0.04584347975296413,0.057339045941510965,0.04734253360890616,-0.0883799567421397,0.0967593954893568,0.13320690180235054,0.0502307064460434
HALLMARK_ALLOGRAFT_REJECTION,-0.03585628553663447,-0.027858679818292608,-0.01789578426161079,0.01293505454167392,-0.024589351048365665,0.05393010225537953,0.15402441259078692,0.12642549835897507
HALLMARK_ANDROGEN_RESPONSE,0.05055904721960747,0.04351655682948266,0.008906677828536453,0.07429646956067128,-0.05818867514472594,0.08716868268664422,0.1343925494253628,0.14542897150715897
HALLMARK_ANGIOGENESIS,-0.06819908077272548,0.03148570732778215,-0.019605190094118305,0.0028364996643661664,-0.06153218255315664,0.0052079444503586895,-0.0441606824754675,0.06831758270427048
HALLMARK_APICAL_JUNCTION,0.024348842647570357,-0.006601083019633532,-0.001405590375926135,0.032250572327483414,-0.09784739831946046,0.04311917575060622,0.1371786727569207,0.08201881225085039
HALLMARK_APICAL_SURFACE,-0.06629056214304603,-0.0022435625810503534,0.044505293200524265,-0.011027084300259437,-0.0023250498478413714,0.026522994000404032,0.10363200992928728,0.013146306348379124
HALLMARK_APOPTOSIS,0.024990722313075073,0.02041528816331409,-0.06492176175855083,0.026436363464682647,-0.1034456685392693,-0.0024302405847396098,0.045352745955348266,0.10013676345410072
HALLMARK_BILE_ACID_METABOLISM,-0.005701255176335638,-0.027889020102887643,-0.0017325647657493116,0.037171069367828886,-0.06615032699357608,0.030511812484557997,0.08014399754716522,-0.004780933778613876
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04725436224200773,0.006824116487182999,0.0794700254456113,-0.021821840996541973,0.03461407775236226,0.06531238160505692,0.03439929021994558,-0.022637060594976253
HALLMARK_COAGULATION,-0.018754808202184295,0.007891191700993656,-0.012459826799870033,0.025759509578038926,-0.08278507087436557,0.09623757379896815,0.1349747441340505,0.0942180430103729
HALLMARK_COMPLEMENT,-0.04008386555926131,0.014730909904215017,0.026117350426824098,0.04242152035669239,-0.038340728671399885,0.12107168388161557,0.07828503709807992,0.012761887620677736
HALLMARK_DNA_REPAIR,0.08907948330180983,0.05258938565989858,0.023953906329324117,0.05186624061409564,-0.025938443825117896,0.06768253434926816,0.12878587205727465,0.03827436487482597
HALLMARK_E2F_TARGETS,-0.0013430620670639162,-0.02935321813375624,-0.0006540270219028314,0.016020300462500556,-0.06669299985352699,0.054247637313192223,0.07718640566979855,0.010358434841534609
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05000529981136827,0.05494959026143923,-0.07080814439732151,0.026455344263572888,-0.061119494956547206,0.021173769606978206,0.10917356316949467,0.1292472923244987
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.062415260269926824,-0.013542481607241209,0.026545203100197923,0.04708774856360704,-0.06700688761090874,0.05576261650021374,0.11784549112933591,0.03646241674722366
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04491411450324014,0.003578833765892427,0.06977816100901262,-0.0010363364890592335,0.028411490080176415,0.055879135421030936,0.01908706172451208,-0.052873021560076845
HALLMARK_FATTY_ACID_METABOLISM,0.023372765462514815,0.04510608164401697,0.00085359822855338,0.0507180574785543,-0.026841542914206724,-0.038199727272510586,0.03366322626970961,-0.014266705424333614
HALLMARK_G2M_CHECKPOINT,0.09214642529751586,0.045219048007033205,0.040483232963385074,0.04102142137931818,-0.016415559879915324,0.020678908096591914,0.0877350126579451,0.046157350217808306
HALLMARK_GLYCOLYSIS,0.06799940227495137,-0.005529099700149899,-0.02373066955145418,0.019476265494082854,0.003674273350637863,0.018676739854275686,0.07568784643830394,-0.009866869370196643
HALLMARK_HEDGEHOG_SIGNALING,-0.023363474267981993,-0.02481461827621668,0.07857911185812418,0.009705598605294359,-0.08040684457674287,0.05271816955744874,0.08681595479295776,-0.039571496124356266
HALLMARK_HEME_METABOLISM,0.06222471292283184,0.00584895997403538,0.049838317938474964,0.04161994679010081,-0.11495294478609049,0.043568173798735295,0.10594923499629567,0.04981880121046626
HALLMARK_HYPOXIA,0.10566611253548529,0.05907914124335656,-0.002251338814530055,0.011638903279176372,0.023960311848507686,-0.06500586966605307,-0.005000634483214695,0.04236799127917775
HALLMARK_IL2_STAT5_SIGNALING,-0.012425618803162296,0.020551765845817183,0.02412525532166017,0.010712211748479932,-0.07894518215076765,0.030586414401851867,0.10695939507534039,0.04176014027711221
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04432607012970728,0.003317295121884173,0.0013012128817565475,0.03170053634402809,-0.06800261336491303,0.05203888307037658,0.038930575465668714,0.004538708790953694
HALLMARK_INFLAMMATORY_RESPONSE,0.0038220072698422376,0.030951471085711273,-0.050502855761723316,0.019292366128526455,-0.02839570127905314,0.04339864005345847,0.02013300883521136,0.05812449875001365
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03576414785751728,-0.022796031089641577,0.06838163976275571,0.01622555141895441,-0.12093127919190814,0.0696060248533359,0.13804609365206544,0.1429917694437623
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0796909258743197,0.04135615568896706,-0.01579575280162122,0.02526929409492521,-0.009110341599753423,0.11161751016988077,0.08779809548009063,0.1130320874498812
HALLMARK_KRAS_SIGNALING_DN,-0.05012497800984789,-0.010188859315644935,0.04420534724959743,0.00899278232933424,-0.05768963573332547,0.03819687765964827,0.07940915020151604,0.0386268274408069
HALLMARK_KRAS_SIGNALING_UP,-0.07575929721572262,-0.017549547438192765,0.027319301773438616,-0.0005839057121590605,-0.07988595939083512,0.06111529723353714,0.1770913809580583,0.11799466147218282
HALLMARK_MITOTIC_SPINDLE,0.03174965973780716,-0.008209472532717744,0.05145436604016343,0.06359632537713845,-0.09653442950627178,0.06712219004714803,0.11311552787966464,0.06616886950513641
HALLMARK_MTORC1_SIGNALING,0.07436656964790175,0.025384922681791947,-0.031286320519834786,-0.003047704857714728,-0.055685169721355086,0.02622344029127306,0.03831099657682129,0.04538236178217589
HALLMARK_MYC_TARGETS_V1,0.08641529815216546,0.04065772562163938,-0.0009495759129507383,0.03498542275481755,-0.01225566832508757,0.03538229645110508,0.09826682913965165,0.05330551263148309
HALLMARK_MYC_TARGETS_V2,0.024188543588821762,0.022103099017723095,0.061173487445021435,0.0011858076380716245,0.018736208617599982,0.03844442957804816,0.05237372104378832,-1.441293478611493e-05
