,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.015422548353419562,0.016018949296224404,0.004436007533787109,-0.013861017410922575,0.13397304227840723,0.03500566544970435,-0.023930565193706673,-0.03667816697930064,0.08576579983040422,0.07692115583669322,0.07288688259613371,0.12886634260446772,0.019974388312884218,0.13288800619126095,0.04931981430455441
HALLMARK_ALLOGRAFT_REJECTION,-0.0064176216210272185,-0.07198718825329042,0.037927727131503615,-0.06084199394141965,0.23572844720314384,0.01682490454255426,-0.013260473019184057,-0.031791719340421104,0.0770544792969152,0.13454873513297022,0.06593822440595092,0.035808951027952673,-0.007380009259296782,0.07281340867213425,0.023237001244154135
HALLMARK_ANDROGEN_RESPONSE,-0.04154379537171259,0.026479860958785104,-0.026512055137757257,-0.04170229579208203,0.2064861696569293,0.011415395998710746,0.008817069117106925,-0.035870299168799226,-0.02817290573973409,0.0767759957137046,0.03974000518509025,0.08518484236265358,-0.0347105113921373,0.10866176385202339,0.058321384823305296
HALLMARK_ANGIOGENESIS,0.033654012591872014,-0.032192911778466025,-0.055882586127777745,-0.09539470570718267,0.23066133036374578,-0.017383245460671784,0.019055841585088013,-0.010069954602082215,0.017566831908850215,0.019295136040019666,0.03162541190920291,0.1387541407683888,-0.04339300741063448,-0.09409008128938584,-0.054563933223703336
HALLMARK_APICAL_JUNCTION,-0.04396039397958442,0.004714157422793713,-0.010245247913529695,-0.08626428217631862,0.20719207503778814,-0.03767374924545338,0.02914699737236528,-0.023249135452863164,0.06782093330611463,0.07492628669164422,0.06796737186067427,0.1340621458086193,-0.005089055900143063,0.0827493696651627,0.038767727926041655
HALLMARK_APICAL_SURFACE,-0.00430419552958562,-0.009098738030298112,0.037515625544214115,0.06161680632948588,-0.11604424717478531,0.05211176132920985,-0.021285601795925955,-0.045601705639798325,-0.0007877060400658832,0.06178598894704024,0.030937573116044143,0.12358970241940224,0.003381535899258848,0.054786097504674815,0.04627826344326762
HALLMARK_APOPTOSIS,-0.06599014047717082,0.1061075079627077,0.0029959472151600097,-0.016846900216752073,0.04554821804343368,-0.06032403547111131,0.01564862875592351,0.015588298450107667,0.08653619516355637,-0.07963892508574769,-0.01732311950728525,0.04042543318390853,0.028738767359839552,0.0041069283866266995,0.005151745536981202
HALLMARK_BILE_ACID_METABOLISM,0.0583140342780012,-0.0420311129571619,-0.011101911764823055,0.025023239899363205,0.22226331895693996,-0.018966863453776843,0.03725387270104962,-0.06465181203529598,0.07584704027081042,0.05946117085035436,0.06580883077440047,0.08963582513553499,-0.0018252067906453441,0.15331283636061788,0.0315052452663765
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.050823184182584864,-0.015864954113368107,-0.06290619394965412,-0.1020881710151196,0.12389550604066168,-0.05954510022845223,0.03137050746631472,-0.016773955167563293,0.03638187139526679,0.05704378180715572,0.06085845896928701,0.09841324753056746,0.02050448301155113,0.10015022443386296,0.025026989180859827
HALLMARK_COAGULATION,-0.06122187198021364,0.028295356864394786,0.04337437441111768,-0.10160903716857676,0.19466045143352007,-0.03078742919848597,-0.01719323445704117,-0.08998233144819366,0.09699271160383988,0.05871811599512844,0.05914864140309295,0.12846934267689492,0.019076237310022944,0.03374868247851164,-0.00265856080181909
HALLMARK_COMPLEMENT,-0.011419599784221487,-0.04451271087734118,-0.02843145360064583,0.016766276396055838,0.21800830711193098,-0.043944710364892704,-0.006934548825950237,-0.09535902274630342,0.03667546465788301,0.04160341847023193,0.030521053201741602,0.1369329554115468,0.05114089349567919,0.1319011455576844,0.0049110480357501185
HALLMARK_DNA_REPAIR,-0.032318949305009545,-0.07224925232874992,-0.042960327699952804,-0.04580864314119071,0.21326995098167256,-0.027589148722831972,0.014257866261307992,0.0026735871267399743,0.10430878686423348,0.08604606350178262,0.05588807378639468,0.13706202677490095,0.045915867351028025,0.152783211069519,0.04577293050811141
HALLMARK_E2F_TARGETS,0.0014193721419267409,-0.037606495446818565,0.04384920798466655,-0.09762631471001001,0.21624123220016783,-0.009066173190184358,0.02690694878270426,-0.027828307863735153,0.03787642364814377,0.03049207245744224,0.04657038977863988,0.12500987608122632,-0.0019046850997560924,0.13584311254398326,0.010807781274231975
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.025268630562903713,0.07531055863954009,-0.06510910501330501,-0.1010127126656467,0.22206116869127202,-0.04813569283727779,0.0066874169363906055,-0.024059637051033204,0.12129604872930831,-0.016977893786585138,0.0050180720659870805,0.11179408655095162,-0.041588061255995644,-0.004489928621072611,-0.014130884607941657
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.011741425386488428,0.02935900277777617,0.026023974848066834,-0.030207080981917475,0.12023960042206833,-0.00776944046745902,0.021004445085820493,-0.024143027025248762,0.07256849225081513,0.0070390112406478345,0.055996445220165135,0.11992590189288957,0.02633056642240745,0.1371743068921885,0.039878409216680184
