,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.05162218793663791,0.01055057334123755,0.1685843299830772,0.01204800346907887,0.026521233233891838,0.02912117592991232,0.12525001924238066,-0.002870065643398107,0.019881940953264,0.036882670321655896,0.010146341690975134,0.0067040687449103084,0.1781038498410152,0.16653963754891607,0.06267328955450704,0.009976283403989976,0.028114081443142765,-0.015291547064785268
HALLMARK_ALLOGRAFT_REJECTION,-0.048880394558983555,-0.03188719667140395,0.022440327104079196,-0.06610423113034308,-0.01301552036484765,0.09540183793045108,0.11760942321684016,-0.004244718391790027,-0.014452122548990955,0.00029603876600813256,0.04884694674957531,0.04614160877274695,0.03556206629054167,0.06627460840108175,0.02658647344602179,0.06156528965958463,0.048511966702047354,0.050502250694907456
HALLMARK_ANDROGEN_RESPONSE,0.04423765315672523,0.014571839740752018,0.05661342700020143,0.023235350128625064,-0.022387947702450672,0.1065447403467565,0.1119143843345545,0.040462287711740125,0.017590413041655432,-0.02898358010177567,0.01581772289984625,0.05506506404947089,0.1760149829260694,0.13648965348616243,0.02633889572591773,-0.024727775447824063,0.008427494120736158,0.02437323922627258
HALLMARK_ANGIOGENESIS,-0.0002669992162954781,0.010538490425976987,0.06764517853243833,0.07613665767386338,-0.014585809225317043,0.16482166305528043,0.11278228290981676,0.07564504119015265,0.014370136253349647,-0.023785502375106758,0.09474099601092567,0.005656214820240227,-0.027913981083899725,-0.08949596112287667,0.023257711269716777,0.023298243961369113,0.02035783850147692,-0.0064776398188624
HALLMARK_APICAL_JUNCTION,0.04795409308748765,0.027169354623200238,0.16295268207154529,0.008519185514156773,0.03448767975159776,0.16475536600297425,0.12564045620254466,0.003833871868005474,0.025203202960151196,0.0691299336597095,0.05047641861905699,0.06716101613197498,0.1996257762152484,0.15591179929449714,0.1314725542840006,0.06757503356340237,0.05318069824447159,-0.045593868380366116
HALLMARK_APICAL_SURFACE,0.02948295338517295,0.007172809000380588,0.07256084890748445,-0.04141168978947753,0.01067560665117906,-0.028977989821720264,-0.023946472440098475,0.029608153879488782,0.06501883707977864,0.04533843417091788,0.05129298273460825,0.06664537570034453,0.19620056253814241,0.11104121934440568,0.010520164914739253,0.0388717134612595,0.06398734122518562,-0.06368552117908721
HALLMARK_APOPTOSIS,0.035720695082270125,-0.0017017959951268029,-0.028279077747968277,0.036838990609181714,-0.04894841322335375,-0.033654916208342066,0.039026566423382966,0.0560083843629719,-0.010809148479809669,-0.06277141191310603,-0.0501242758626709,-0.0025248616715385225,-0.06240857819393256,-0.11700408238982402,-0.03410750192393365,0.03324463613108239,0.017049614479730434,-0.04926001143962465
HALLMARK_BILE_ACID_METABOLISM,0.036872685294361426,0.030146326495410408,0.10558698215412764,-0.021357838678461114,0.07515622408500928,0.134185164325594,0.12739561508999805,-0.0033693228535552977,0.01606036048045464,0.04127714868508619,0.02789034096427569,0.05299763066859891,0.15384358955530283,0.16829009310367274,0.04280123381993685,-0.00024945746358448544,0.017585793511761098,-0.044950073159572446
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12692418911948639,0.044838466316401586,0.10887090606356015,0.03315885338002283,-0.006399728449670234,0.12075963486083562,0.059397928586980626,0.008060593793725911,0.05326557625308017,0.0007731321090642125,0.05986562345628701,0.037804320855885115,0.2052252813607864,0.15571215328763677,0.0802974691210764,0.07132209079840804,0.017210350982375333,0.002903029506046704
HALLMARK_COAGULATION,0.013575629246149782,-0.021792803758888805,0.06500745288151566,-0.04548680600573614,0.034140230384282245,0.1183056515418885,0.11906554721425527,-0.008866715124815783,0.035644652386708574,0.08401688192926918,-0.00884746151405569,-0.0025302169525917373,0.08124091751805426,0.06079350703277632,-0.03999865486142515,0.031234041300785807,0.029147504231149104,-0.009909830373372416
HALLMARK_COMPLEMENT,0.058700932383236794,0.016980183155312877,0.12682067503404354,-0.05649208517444908,-0.006153342052123666,0.06161058174523438,0.13401765609858107,0.01728830589145473,0.038243652266008676,0.004833272645521249,0.06981134019476838,0.06427006084200569,0.10092970098564807,0.09151827488345735,0.03620888339210377,0.042175639445423685,0.035293791475497306,-0.08046733377580395
HALLMARK_DNA_REPAIR,0.054256689230746766,0.04594550093744441,0.11342979974036937,0.08127941938370786,0.04737253817496194,0.1425313586651201,0.123066941475545,0.007406984133859965,0.06688253799474486,0.047550273348596045,0.05826262442565791,0.05891716253498652,0.21732068159994947,0.19360714903689474,0.14428575994083645,0.08027353938113804,0.013221438636144264,-0.0029104177040033593
HALLMARK_E2F_TARGETS,0.02438454570229118,0.005538664811334407,0.1658832820142718,-0.04739036770114664,0.04680745876765953,0.18757030301548047,0.129746877057759,0.01779287977767706,-0.004828051105302221,0.06260669051805134,0.03306359332366576,0.03549489718689265,0.08507486710474786,0.0934668290263625,0.05988793874374765,0.019217597193269806,0.030288584018502807,0.02882174347837642
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.026207964296829252,0.049050377983602206,-0.07514850531791419,0.06572016814486077,0.01950983655245003,0.15283064102876243,0.1336361513337485,0.022504122529656844,0.02838858812365183,0.06722644019285952,0.08755284117116076,-0.04397103315062099,0.03234747368925201,-0.07500835018889222,0.014059367505817724,-0.008365557300767837,0.047382910552475184,-0.013466172461845718
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04221512145079783,-0.000589660156080638,0.17588497605306802,0.030051364193850454,-0.02870082240839565,0.016353017914723374,0.10461377037086969,0.005841947918548006,0.04964685777957231,-0.026084148386320002,-0.04230339642749667,-0.025267867417321007,0.1650519099936042,0.08274343648653722,0.1329088297312881,0.051315986354878426,0.009332908518321326,0.021220842070461172
HALLMARK_ESTROGEN_RESPONSE_LATE,0.101477251388871,0.037780879330532174,0.07661441873755265,-0.029795039547945053,0.10863999097746607,0.026012988143213192,-0.029989485666000723,0.02054728740461988,-0.008587752598541366,0.04471590577717421,0.07550301843952309,0.10088092074828485,0.1852466706177583,0.1500224585284595,-0.009882799437055126,0.02443188581414122,-0.012901152325252364,0.009175119863602026
HALLMARK_FATTY_ACID_METABOLISM,0.054472530030795746,0.0031194621221401144,-0.0691142648325818,0.03018743655480174,-0.04656412727632943,0.04933608665334318,0.094636110019398,0.050836976188340634,-0.030642630309197744,-0.06378076548814009,-0.009362081400224268,-0.001036777693593058,0.16031660620587526,0.05335186593767814,0.013258444668035115,0.036073618950397825,-0.00295449507489128,-0.0034250791478312743
HALLMARK_G2M_CHECKPOINT,0.02734653468439062,0.014420645950271744,0.09777547266973838,-0.008941865926205375,0.04551204096222197,0.18681302127750862,0.12736479461214487,0.010147269816068154,0.036080817311231146,0.01890081040623794,0.029476491129233014,0.02666806108881823,0.10365930585805098,0.058719585003949686,0.11553143647188654,-0.030940807033069256,0.028158112401656332,-0.06466678884256964
HALLMARK_GLYCOLYSIS,0.0957682977940963,0.0007982758769010966,0.0847445247149895,0.0406800585801599,0.005038180049854208,0.03727210657537317,0.0966897234394732,-0.037924348017598544,0.0594172894575594,0.012643544804715981,0.06947174097077548,0.07349401344214515,0.2129866247112323,0.14462662701087106,0.09497208926161915,0.025904071084339324,0.023405217484012145,-0.0948837094030953
HALLMARK_HEDGEHOG_SIGNALING,0.06594534319532402,0.06111127800277609,0.13938933318721894,-0.035924412536103296,0.019416036400809546,-0.11670308732073874,-0.05909244340432555,-0.035570700717845835,0.05160976648450556,0.025562251963714595,-0.004433481596848516,0.040988908329241354,0.1516633189641351,0.06233904928874365,0.1427453084333861,0.017330146271599813,-0.016003685437030752,0.07573526750529451
HALLMARK_HEME_METABOLISM,0.09032141995307436,0.06004240261897763,0.11893173206812356,0.004959173767516451,0.03213704076347262,0.09873012343540137,0.14294070929254352,0.0029929928306148567,0.0290659859205445,-0.011394764409846075,0.06241248263711708,0.003203484302094672,0.20603241243495077,0.16618694677452883,0.11425014624557511,0.025722960431713363,0.03598608976612471,-0.13134506248502156
