,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.02204230047147738,0.07160068626718152,0.007527328260812359,0.0095558918015052,-0.016493009021736248,0.01676935710777509,-0.01088102964830474,-0.02776860841937662,0.07512457317891175,0.037540092720981494,0.053777008678674625,0.09189324061062484,0.1909468720533966,0.15441696538511765,-0.0018808169790730802,-0.011754398847899085,0.019721744292269784,0.1298938697324795,0.060875968012717455,0.0904312034760815
HALLMARK_ALLOGRAFT_REJECTION,0.05570792888418569,0.046549049970623826,0.0407777907483967,0.01684175903425066,-0.017187915713150297,0.09902429321847118,-0.0027210344858474857,0.0857197469667521,-0.0012387184591208993,0.03019632582740557,0.1078626372062943,0.06279408718848167,0.07855797430724784,0.12178698806449414,-0.011502739256352784,0.006276940469314544,7.87698470177401e-05,0.12753943529998008,-0.05649519699043465,-0.01057654440368709
HALLMARK_ANDROGEN_RESPONSE,-0.01639847493245821,0.07939692778226855,0.010619640927528384,0.09189088798174987,-0.043861363193038336,0.11280043715872201,0.020963044851077826,0.0823647247759864,0.02521898064672247,0.08594801067159565,0.0025799293956641324,0.07008297070744338,0.1515253648167749,0.1125852259515965,0.031741287958798554,-0.01862019508650722,0.051750459283288905,0.17067561868197612,0.03824382605255564,0.023138004679432552
HALLMARK_ANGIOGENESIS,0.00471802387804193,0.06863214421431674,0.026803216013040882,0.04403248931445527,0.016846430426174,0.10511341545603028,0.011658620646224698,0.05004288004084489,-0.08507198300047165,-0.04698252365731486,0.0390623329072693,-0.034793360999795755,-0.048820499930770776,-0.12528984367180646,-0.0797192999956152,0.01542593792710187,0.05910334228272398,0.061619905007338195,0.12287574452179337,-0.07935175019014745
HALLMARK_APICAL_JUNCTION,-0.026414743500030747,0.030272588491215478,0.055997378097612495,0.010408550569931067,0.03392072836828329,0.1115983863402812,0.01280457669163639,-0.006937438551099139,0.06337053127847174,0.07021512181482771,0.03913582322823893,0.07888259703130622,0.21187936387978393,0.1262405475913439,0.014088888750002734,0.026511846717727567,0.04052492919760078,0.16906835252827726,0.10461969444195322,0.09859902630433635
HALLMARK_APICAL_SURFACE,-0.019339062601226684,0.03123034067344413,-0.006797441163459604,-0.00994269729286363,-0.030765852955070727,0.009961489431174473,0.06503841844252262,0.06424975628085833,0.017125965142417675,0.07303126052839054,-0.006967119422686076,0.07038161291396088,0.17339903127550793,0.11258881190193681,0.06053084546478071,0.030851023756682507,0.001619078074141454,0.16089497554569965,0.0954291346391865,0.16847829264657413
HALLMARK_APOPTOSIS,0.006645659017051411,0.04808911595217665,-0.03413742601496101,0.019580691437893948,0.07991006300226669,-0.05321302528249939,0.04816917293070099,-0.001309699114348289,0.04450932693899471,-0.016403014482415358,-0.004312141684915,-0.0032069432665344315,-0.07426689279768384,-0.04393575852101671,0.0024120135989833978,-0.05112626868369421,0.028727517799036713,0.08313981260048472,0.011095471034116738,0.045689097340395286
HALLMARK_BILE_ACID_METABOLISM,-0.003945624227701176,0.009030200955511186,0.050666082418417135,-0.001979152659523105,-0.023586743359174347,0.12716455710035635,0.050798785637413406,0.04504363445921052,0.021177171138581165,0.04518297228518115,-0.031023229110236337,0.0010485978948752803,0.1916518982520616,0.1331332028134743,0.04477974921067327,-0.03287901949477909,0.10519599821835299,0.09231886516207537,0.014532303658869327,0.02808219700328941
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02570813483062663,-0.004065851428339406,0.016820214909014197,-0.0017984197639915188,0.0034980151699442936,0.10876897785770617,0.01467348723145705,0.05099759501739802,0.10615500606298096,0.06845879077632921,-0.0025957948785130564,0.000482591689704802,0.17269900032424404,0.14505341474529135,0.053663344750155745,0.01222369996956806,0.090859616424496,0.11859480957885526,0.04077216301998469,0.077037373097389
HALLMARK_COAGULATION,0.02426699504761196,0.07551557107079329,0.05862849340116679,0.029593293309714108,0.0328323927582313,0.08021142664161583,-0.024632063932521677,0.06283964767117083,-0.06574448848070798,0.09665749600711719,0.03631216227240467,0.11427209790136779,0.1336857992479161,0.10583343236790423,-0.039096807604898094,-0.013512731638111999,0.07787341308325182,0.19808137732782058,0.07385383559429473,0.09364381584433941
