,UKF243,UKF255,UKF260,UKF269,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07772251807433281,-0.0017249507826246591,-0.025584420128312562,0.11480997346675717,0.0420691657570217,0.032337297488232275,-0.0007850305187385327,0.09778743365915368,0.09837174334805962,0.10314226806758069,0.028166175276696483,0.0519404543333181,0.04850182957185364,0.04652422960907766,0.12547388987549243,0.10115497903632255
HALLMARK_ALLOGRAFT_REJECTION,-0.023077643786216677,-0.0214369128944105,-0.022560326063660405,0.12508598965084247,-0.028448842066996317,0.029467025847984055,0.03773738040046322,0.09802283930604698,0.09213695891736257,0.12002141066590244,0.016573764804506112,0.06559535904435285,-0.02172622211442219,0.06651254075781078,0.021292268751091865,0.020967507434293774
HALLMARK_ANDROGEN_RESPONSE,0.02471932345170584,-0.02397344815243332,-0.0007600502424007676,0.1540565241141107,0.04752293642508259,0.06481071687020572,-0.007607905100280031,0.07370093478511215,0.033305179892173645,0.06386777799115705,0.04705479130465916,0.08414963866196153,0.014333861435057535,0.06693955649248272,0.11611552732728887,0.16232339723165878
HALLMARK_ANGIOGENESIS,-0.02357130620861004,-0.1436624019475727,0.03824424277784761,0.12307412220655635,-0.015110676282376516,0.017785340229619175,0.06665865478777729,0.06003062750343572,-0.0921972452963658,0.016677845772354226,0.08774300708273086,-0.0021534308907302504,-0.0764607351519369,0.06405391755252773,-0.011630827981253512,0.055936038386590475
HALLMARK_APICAL_JUNCTION,0.11761380067755706,0.0009557711535363471,0.0013850723488603965,0.13602654091830088,0.017710949774041213,0.0596988963115178,0.018042054100967406,0.1187230775767892,0.03203866493826684,0.11397982238293049,0.04920179762794858,0.06471661839745035,0.08556066350668029,0.031886822398473944,0.16269497437278382,0.1341980104172735
HALLMARK_APICAL_SURFACE,0.08263248304170889,-0.01473583110254065,-0.004033438304693485,-0.07967205811842709,0.04756162474792301,0.0853780999254152,0.03563032708155001,0.19259401468340875,0.08018366523793088,0.09538109337221354,0.05116801198794293,0.08738524190978474,0.014952697374912739,0.052261154550053666,0.1249136635771911,0.07453936745779983
HALLMARK_APOPTOSIS,0.05654606665795122,0.08514122987323623,0.0006360923914833286,-0.007752833033583175,0.016881944068032253,0.03700400505356455,-0.06714619906168488,0.0109068194760837,0.09196856684424014,0.08965890039597876,0.008512264405056659,0.01357326369228172,0.010104811533499621,0.06619295156225112,0.008903960727593297,0.04396532529328616
HALLMARK_BILE_ACID_METABOLISM,0.1071642142315395,0.012756109219099525,0.013547199391246137,0.13539252216079198,-0.03971175482770672,0.023134562840243948,0.03351094088581451,0.05052931897015123,0.032321508640140426,0.09136466092934262,0.028110502384517108,0.05522754123628551,0.07208043419853064,0.025478961383234137,0.09813117269454938,0.15817554498791206
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07951798170939543,0.05317654733095269,0.03400625509677421,0.10827446229208136,0.047074763405897245,0.013888457764097292,0.007183756565526065,0.0972490572301704,0.1344964001589574,0.09401631285124759,0.06836720725045461,0.09062575044953904,-0.025467124953568978,-0.003501805996986633,0.14839579060294086,0.1466467223029618
HALLMARK_COAGULATION,0.07574488786543981,-0.04490744929026146,0.062244246934095096,0.14390554510164155,0.027560937787492207,0.03165071762535061,0.06481926826629417,0.020706895272381693,0.0638139286282338,0.18666282819588917,0.033132579474313056,0.05983508993789944,0.021367694291824033,0.018672747439241962,0.07582044395869064,0.0829862871539981
