,UKF243,UKF251,UKF259,UKF266,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.025098741391411057,0.042764570333356455,0.012151240612359464,0.015196505400055996,0.012295383311970916,0.002909235995636432,0.0327501025470302,0.09496419325327915,0.04525271479974727,0.12031031865831547,0.13252442343432058,-0.006604969666427238,0.004745520251151542
HALLMARK_ALLOGRAFT_REJECTION,-0.13456830317258214,0.04365624963640628,-0.03337218604598506,-0.03425773292375838,0.003616405694038786,0.10085763954202574,0.018685135958559158,0.04199124038757569,0.005441206299316845,0.04675231255590697,0.06710534013226568,0.02499970900209256,0.03457510018748585
HALLMARK_ANDROGEN_RESPONSE,0.04541768150567366,0.01192793753730315,0.007187783019792038,0.0032693989531235573,0.0006122315778907314,0.15003604387201824,0.0468844918719567,0.058929639725787124,0.020811681067372433,0.10941804144192169,0.15068720459846147,-0.048087762613193856,0.12913983375189222
HALLMARK_ANGIOGENESIS,0.02632062577477325,0.01041466082344388,0.035980608271304136,-0.02387613450986358,0.017651287793088635,0.11856953359745506,0.00854059777537746,0.009065735137279119,0.07360720437224529,-0.05344991803906875,-0.07149429349023147,-0.014513018408536357,-0.030649299099465697
HALLMARK_APICAL_JUNCTION,-0.030895057562894148,0.0190494195341936,0.014582569785551636,-0.011492338614240545,0.014587060378539306,0.037309139946767156,0.0543480603408751,0.024680614263143417,0.019715959936789252,0.14166998432519676,0.12982908689937248,-0.005659712959133135,0.04175348218683301
HALLMARK_APICAL_SURFACE,-0.010620634254886806,-0.05421253591815769,-0.0391054692672368,0.024337498538172304,-0.030751356948104436,-0.019270271413749162,0.05139179807752309,0.14945502999322036,0.03040718364140769,0.12726648965552423,0.1323968029451999,-0.04941811354570782,0.09905069954263618
HALLMARK_APOPTOSIS,-0.03531857137184721,-0.017770951892849794,0.02487334563524422,-0.00221860541086735,0.032268603369516924,0.06153197294293146,-0.034091164724215535,-0.022666339217299786,0.10160706244146335,-0.02038191447557247,-0.06268541806794965,-0.011809811651760465,0.04074859945729944
HALLMARK_BILE_ACID_METABOLISM,-0.007103687971652565,0.0529613773827508,-0.02950602582845437,-0.04641941299777472,-0.019363937145105585,0.015573722050782973,0.05332758418323182,0.1241320466352117,0.04118726364914441,0.08424817866318048,0.1386177924741291,0.028846140809297625,0.055266172027169436
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.021734239443424046,0.060458269957760685,0.055339710002538865,-0.045967868344100035,0.040087305905468135,0.07737552016398629,0.1138548705737988,0.12251699532840354,0.021633868769906375,0.10353972562715194,0.19941558514921273,-0.011967216545338687,0.01859134870464513
HALLMARK_COAGULATION,-0.020872678382051115,0.014206413192269745,0.026973118524986853,-0.010716169730959402,0.026335975254522807,0.13062656740682993,0.04379130789010086,0.08885026894081564,0.03432526758865689,0.07890153861083175,0.05654591064639534,-0.002354452286660816,-0.02581317881276056
HALLMARK_COMPLEMENT,-0.10001303225495202,0.04030409949292688,-0.004823409955153806,0.009509968548452352,-0.03903387541744171,0.1116803853562908,-0.022538199056577665,0.05389181395251513,-0.0030764280114787385,0.0393826167594573,0.11907463178825951,-0.000935655264980987,0.12284692393589797
HALLMARK_DNA_REPAIR,0.03421659583888212,0.07565554872880023,0.025108740924309553,-0.053539777371595196,0.002016257303321051,0.0471568733780824,0.03690396392288498,0.12755963735805767,0.05054368089201146,0.12847515457777772,0.17185763710438054,-0.013520196367560364,0.0962857652248455
HALLMARK_E2F_TARGETS,-0.06565678439844042,0.02046095727391572,-0.026101566237405477,-0.025790584573749144,0.011294764615261145,-0.04289430235528773,0.06955668730045746,0.09041538668369785,0.03838117187093704,0.06226885980783644,0.1323850784398848,-0.06900194391596343,0.007171343378392245
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.011342126324162434,0.015714812417134946,0.015205875493602545,-0.0351133159631103,0.0225897608781759,0.11611703868523636,-0.010294002082986019,-0.006276553956218911,-0.008640351813152106,0.01810616897576637,-0.033120382648503456,-0.013437395973482903,0.03533975410046707
