,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0033972019259476596,0.09790235586982483,0.0352836940236377,0.09411190764217488,0.0512667212487631,0.19066355746584868,0.03650526895340198,-0.0015349705927036733,-0.005712165127225982,0.005958091411108565,0.16461855729473937,0.13492739621416328,0.1293686169890544,0.12352839925704157,0.07510649968269567,0.046893924339748684,-0.0022173662833990106,0.09854308910742998,0.039195120329821656,-0.015994694729640407
HALLMARK_ALLOGRAFT_REJECTION,0.10999129761148002,0.07439302529109475,0.08463785167433364,0.03477013029706657,0.034197961740739406,0.22100930768119148,0.039962970220805465,0.0037703477736322367,0.12345046456877928,0.10756072463989264,0.11767450653480442,0.003970194611788411,0.1692688311567139,0.0866477365272496,0.06018709264524271,0.043534036975996004,0.006357435095994375,0.06946495877988496,0.07328636634785152,0.10006832579877285
HALLMARK_ANDROGEN_RESPONSE,-0.0009853008878363426,0.07854969677001225,0.02617441161097134,0.07234814997456616,-0.00140314823372711,0.21152216616690778,0.012273567605854784,0.04998558667710526,0.136212361219476,0.06488997521912751,0.1521131057879837,0.06951641260838262,0.0794508580145285,0.08280446544324217,0.08170053508909675,-0.04144922308816835,-0.011044395331876369,0.02596253425255233,0.08090807641380048,-0.0013238255794944605
HALLMARK_ANGIOGENESIS,0.010841245866218157,6.145553404628677e-05,-0.015510856144903733,-0.031091046208208985,-0.029044503426242638,0.2093067485356317,-0.011164351053359245,0.07110577874693585,0.13318732052283971,0.10950769133755033,0.18564572814597674,0.07420567365456009,-0.0638597941926902,0.020211982763200274,0.05603529161814909,0.09066624707862038,-0.00027481527701082604,-0.13271563042509144,0.02486109777794264,-0.04557295420681288
HALLMARK_APICAL_JUNCTION,0.023408993101400006,0.10010822972188381,0.0161248285103898,0.04231798880248122,0.0205896486977451,0.2140934041011704,0.037014363174020834,0.041728407111314064,0.08958600267701666,0.01633362545524528,0.13332824098202298,0.1110763448191612,0.11260062218160831,0.08882222929850277,0.05791770721885279,0.016112266292785917,0.025523625297813816,0.04777983919191998,0.043999864336318174,0.032871931536125595
HALLMARK_APICAL_SURFACE,0.008273032171668294,0.005873896470244356,0.03922271696469367,0.0662817041049609,-0.03840037384013788,-0.12533043354898107,0.02553333916534983,-0.0010243772711723196,-0.020491139876720334,0.03918697692896831,0.031527357859567444,0.06775847945736893,0.09869184881743388,0.11324692080258068,0.09142831843802995,0.07129539475029299,0.010017279842619421,0.020997885259577943,0.12638072751198015,0.1755476228732436
HALLMARK_APOPTOSIS,0.022738270950018246,0.03799160975509483,0.06005269762865774,-0.07284381785633816,0.03607878006496913,0.06263281906892797,-0.05379446473466697,-0.004347061670884838,0.08935135797905266,-0.007968043964210766,0.05884217509584811,-0.016777039530264114,0.00020814181212741072,-0.09997255493572663,-0.0027215906461757152,0.013870462253828758,-0.027970647437899968,0.07924417688716132,0.011045972679102452,0.051244626331761946
HALLMARK_BILE_ACID_METABOLISM,-0.07888765869226247,0.028648304096506535,0.009782741280733639,0.04553786632717637,0.04065154000051163,0.21209382977919525,0.02617200548621858,-0.021767961947331004,0.04623887105634524,-0.005519333072104162,0.06708814550249093,0.08436195869195875,0.10432699122632207,0.08398195477400813,0.07095056082466071,0.040120644761837854,0.009270542444386385,0.09141537573326158,0.015011899637317852,0.039963827574358894
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02154487080465723,0.06171261570363158,-0.007407806079579709,0.0919433007815141,-0.042341308217416745,0.14583240448112966,-0.03063605583876391,0.0009270450210168745,0.16987424285366823,0.04701271309229602,0.1485429260906479,0.14572551483546026,0.045518200615903136,0.09757714883703113,0.09068920742407925,0.034179546202284423,0.01814853716419257,0.07626416879850423,0.07915727104042257,0.05858640519852086
HALLMARK_COAGULATION,0.11301723125582379,0.03681402509459407,0.023886544669748065,-0.0293390972472344,0.006656706453523981,0.20823369247975052,0.02438926870123973,0.03668489488493688,0.17260415842202403,0.027476259690030782,0.07274203601264095,0.06038942420434969,0.1764125994207989,0.08208780259020429,0.07376337483959514,0.07864441768515844,0.03786043505369605,0.03750124348307198,0.024280598164163607,0.06186053334909768
HALLMARK_COMPLEMENT,0.0965559350576092,0.05276603747647464,0.060191430630138966,0.008629594760605758,0.050019896382772995,0.19905030767840798,0.03504544352064605,0.03712207465411873,0.12643876054432873,0.07594948012174353,0.18130625151550947,0.12890885060332172,0.15257073874601146,0.11033909242497032,0.1389643834194545,0.047858428010173225,-0.01939575778936824,0.06009743172884866,0.0484572009422963,-0.01631385373339274
HALLMARK_DNA_REPAIR,0.01767565911353925,0.11498785772031742,0.058995372246748286,0.08141188914833307,0.021081915881814416,0.23469805128162355,0.039414379194473194,0.04498123437625191,0.02902129478106822,0.07242022499856274,0.14461964019389226,0.1725282077666388,0.1790758083015346,0.09964810598157968,0.08781937789987583,0.04372572472217279,0.041026156597083085,0.07738549924794534,0.011856012306779828,0.02968575097324215
HALLMARK_E2F_TARGETS,0.02192287466969592,0.09589834829250951,0.01928958173860519,0.06918648387659221,-0.00684358959114976,0.2353935321875002,-0.04799390118212235,0.04850796321946542,-0.03930741329798974,0.003732900704408578,0.02216181048910302,0.12074935204494062,0.11849527219468137,0.08815207120978376,0.08364361029980863,0.01335288222833118,0.016425382353169912,0.06779251255389099,0.058325780734709134,-0.04638587111006708
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0023210817533881618,0.03144644852255811,0.03330589234190799,-0.017959438572905714,0.02001801485990334,0.19884698269393183,-0.001641734701065186,0.013237099490299276,0.15174526232748642,0.13354545061345607,0.13196195904502878,0.016939981590703507,0.14669035700850996,-0.050550228836022504,0.04402418994178555,0.0802026729938246,-0.044493208537489524,-0.004440782066530981,-0.0024760671862907885,0.02023405264084288
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0899606044533801,0.053384410702767254,0.05344762104712924,0.010880710493172612,0.003484925357659573,0.1732170985851832,0.030012436101833236,-0.0034999868800512047,-0.11210806994644683,-0.007906351726537579,0.15375019757825242,0.006644429055975012,0.09065557196317087,0.06349181329630191,0.07187667783368627,0.052641562223058214,0.023415561294698278,0.05166291945397376,-0.0015132772288228207,0.04420744825129141
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008544789179210723,0.022603145419349532,0.0031497830601556003,0.08332413848393741,0.03545521075430524,-0.10385506015174974,0.03288080472055308,-0.00945125010978143,0.11538304847444716,0.04145461768768669,-0.0007374076262704881,0.17951981437874368,0.11997625113908592,0.1160285811999692,0.08972146317472235,0.0015392466590172797,-0.04292220649224482,0.02655721924934406,0.024165215014212676,0.05981393215804381
HALLMARK_FATTY_ACID_METABOLISM,0.026654382700952543,0.023886286981096017,0.0072032697422822495,0.06454689609700275,0.012829143495943085,0.17292111060768164,-0.021562063959652617,0.02369012344223389,0.009329734780791464,0.04450940213863492,0.211211864026133,0.10160615500073335,0.03938715420207523,-0.03830252444637375,0.041829852539036635,-0.028776079606334045,-0.006540624219961567,0.03708270038535186,-0.05181339892504314,0.010845872010666602
HALLMARK_G2M_CHECKPOINT,-0.027821286370322322,0.10560266261362494,-0.018274706175145747,0.04673997088497009,0.011267315741300393,0.2426934305532747,0.0031164998419727264,0.004407545942265511,0.048335504891635815,0.04202256360470955,0.1190946275613042,0.005737242127810607,0.10172445776207972,0.07613058832527775,0.08790109851160495,0.05791013426280309,-0.019742176062251836,0.048964260164076054,0.02183909727442275,0.020556651771324715
HALLMARK_GLYCOLYSIS,0.005302210421981528,0.07631102352717442,0.00641765649819985,0.011329218390111409,0.021217825729653587,0.1554868652578452,0.02376237303060412,-0.02754541460948846,-0.09752676025626593,0.06126170531931831,0.16967154374479632,0.08867192543830765,0.07912359190100275,0.0857230854586122,0.06943929915663924,0.013940879272332576,0.015134411826437521,0.04779597393720553,0.0695972202007264,0.09779584788093623
HALLMARK_HEDGEHOG_SIGNALING,0.013342820975840785,0.07049111316674836,0.024139811783312422,0.03239154171201051,0.011295586591297233,-0.12495392798712283,0.07723004882592029,-0.028072683210770204,-0.15100495576649325,-0.03023397557469524,0.05277965586655234,0.06342081643435048,0.13631155502072562,0.12536754940635847,0.04246725203261144,0.06942176918860757,-0.0034363983915329374,0.060194379053791575,0.07775345279113932,-0.0026495706499901654
