,UKF248,UKF260,UKF275,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04615639476128156,0.03509290365096343,-0.07736273355887187,-0.02790309448690315,0.023717153463045548
HALLMARK_ALLOGRAFT_REJECTION,0.012039927816241202,0.015676111595445935,-0.08026633389678386,0.07702723355009537,0.01269212872780902
HALLMARK_ANDROGEN_RESPONSE,0.03809324684680072,0.03690621233593635,-0.03912064608046596,0.07168505721763224,0.037061555388751284
HALLMARK_ANGIOGENESIS,0.01599684001335686,-0.04510565531734349,0.06256856104514653,0.004497428977631525,0.07297194380586566
HALLMARK_APICAL_JUNCTION,0.006420956475789358,0.04924204746808635,-0.0007536115057138279,0.019128439041445965,0.022236529448440852
HALLMARK_APICAL_SURFACE,0.017555284244286064,-0.041523551776880704,-0.07005864230010016,-0.06308521285711752,0.05064525665782732
HALLMARK_APOPTOSIS,0.01928394745110112,0.023395279715795747,0.033521215872159164,-0.035145354784239906,0.015930573068908112
HALLMARK_BILE_ACID_METABOLISM,0.08409172772191638,-0.027029807008169607,-0.0628450997421524,-0.045572807809239585,-0.04473353538144801
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009812694763702431,0.005607142892893476,0.0728699870986047,-0.04242326345525522,0.006188061015638261
HALLMARK_COAGULATION,0.021038032728421537,0.03776436542985267,-0.05606960291163327,-0.03341863233599862,0.043382990839371104
HALLMARK_COMPLEMENT,0.06018781511211746,0.06303592822852111,0.019898459588106605,-0.014496515876277153,0.03282763644228691
HALLMARK_DNA_REPAIR,0.029357939044500594,0.013541717381724048,-0.0613594298520747,0.008522124239542603,0.008426798851349646
HALLMARK_E2F_TARGETS,0.03903306230373331,0.003808501492075952,-0.07068717189892365,0.04293055109981263,0.016965536260587232
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0043866764228998704,0.03274666853549785,0.08126136252538467,-0.040298450713911055,0.07673539856540093
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02209732289571748,0.02459704532720308,-0.01349919270947646,0.005652876139499134,-0.033292545647898956
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05337027240337054,0.059962878046695214,-0.025458053280638486,0.015147251596293267,0.02663818178101829
HALLMARK_FATTY_ACID_METABOLISM,0.017371628256480517,0.08241199483951525,0.0840961934913458,-0.005829642480263953,-0.01994776933918985
