,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0485420380049455,0.007399956261689947,0.03568107310069287,0.053334288856416376,0.03744663076984313,0.1274827331130649,0.009483308829266963
HALLMARK_ALLOGRAFT_REJECTION,0.09070282009841457,0.012046158552967073,0.004633659229141744,0.07299466840896257,-0.007338869993239186,0.08370322548214727,-0.04976360246465663
HALLMARK_ANDROGEN_RESPONSE,-0.015256070574204169,-0.005406209513023942,0.05177747343752311,0.052973182536756196,-0.014149619155068757,0.07519447866148261,-0.046231209840350646
HALLMARK_ANGIOGENESIS,-0.08658781757425259,0.06656726498640414,-0.004365065570699997,-0.004823947158859438,-0.07725038142217751,-0.035816965627545175,-0.005088565775005258
HALLMARK_APICAL_JUNCTION,0.04432893490587222,0.021659720101445012,0.08118436456847579,0.02955350035135021,0.05072108080995593,0.10690154455222667,-0.0480946811066811
HALLMARK_APICAL_SURFACE,0.05931767924499535,-0.04620885156916535,0.11145790577403981,0.058663500810306676,-0.0009438583095674482,0.09994186480827462,-0.03543928316062103
HALLMARK_APOPTOSIS,-0.01655750350619729,-0.024570816923421175,0.038980910353620626,-0.011496993476427212,-0.03831019202693549,0.06692602753842053,-0.07531123617069818
HALLMARK_BILE_ACID_METABOLISM,0.08550465191609397,-0.027369735226796043,0.03366978264395239,0.009004225495762698,0.03948893268765238,0.07608757453593229,0.007866270657143643
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.043486518987522434,-0.005548891143331237,0.084471103600851,0.044522800684283846,0.047460910839891055,0.10665450082475991,0.01396117887642951
HALLMARK_COAGULATION,0.010610596347086774,0.003566637237831285,0.0449523510956403,0.03432470696262807,-0.04115449072139338,0.09423192489762885,0.019229331114840528
HALLMARK_COMPLEMENT,0.039772696639381475,-0.028050249037879352,0.08220558005657638,0.05724150063193711,0.060959741989692146,0.09874990723394238,0.027805665075135842
HALLMARK_DNA_REPAIR,0.10586991492571865,-0.06689764312818408,0.05984019674070658,0.05684496298414204,0.09764572404042186,0.1088561313878412,0.03986265503064252
HALLMARK_E2F_TARGETS,0.07954960874113315,-0.01816943778654658,0.06524960155468149,0.058345084938057436,0.010095172707001566,0.08391506659528422,0.049249288741604114
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04754861138728487,0.020487778892460323,0.04864536545474994,0.03565153120606058,-0.0476505324872663,0.0579079400506021,-0.03226337728712688
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0003312694214865258,0.09641195185687344,0.05275648490510658,0.022224373512437143,0.06321700995085398,0.09116642111300334,-0.008054510250250673
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06011768032591662,-0.030571665245145926,0.07706152830877742,0.07157577666033356,0.019733150238733684,0.07834705319242534,0.02307573415427498
HALLMARK_FATTY_ACID_METABOLISM,0.011638110962926133,0.04525360052021265,0.016804252231888667,0.016869033500060526,-0.009880969494938979,0.05327790123137786,-0.0164330533041805
HALLMARK_G2M_CHECKPOINT,-0.0074630858058387485,-0.030330046525424755,0.08572998745332568,0.047183820223255006,0.0030413702581342707,0.07226171121063847,-0.008884511416471992
HALLMARK_GLYCOLYSIS,-0.0027578144643589726,0.1235266177022455,0.10281027769998226,0.05761032481198029,0.03116131348235464,0.10739552385058393,0.01702745192058003
HALLMARK_HEDGEHOG_SIGNALING,-0.015402414774018805,-0.01949673413819853,0.11332267963642326,0.024561248420215717,0.10061011709528833,0.08311151652851194,0.028527117932019636
HALLMARK_HEME_METABOLISM,0.062078494841000594,-0.011032486796685248,0.07351695688761384,0.04118061482527602,0.09202210947094605,0.11724662388353174,0.00385710168273798
HALLMARK_HYPOXIA,-0.08292359196239303,0.11037282704841278,-0.00012108336386565083,0.021200435837302075,-0.009087710435039656,-0.004302724102362652,-0.0031746015183516654
HALLMARK_IL2_STAT5_SIGNALING,-0.04715541109887821,-0.003117265575520639,0.11749018508692105,0.0642629791698628,0.010616863827659879,0.08918373080992424,0.013975539345004635
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0955075624737655,-0.08340161998269083,0.0947837870574742,0.07784633821039603,-0.08913552520765988,0.07314240983347471,-0.021310908147805386
HALLMARK_INFLAMMATORY_RESPONSE,0.037939837887435574,-0.07532200178515874,0.03564187155073009,-0.0019240446108297674,0.009466832011277352,0.04441699503105319,-0.036431589654861166
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09374704313780195,-0.07273582811438306,0.033064274239350495,0.04176512439408245,0.005511146663669337,0.1151712292872523,-0.017350490231975584
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.017487715535886777,-0.05386008113664314,0.07911686822929899,0.057908372579081824,-0.02531791709050544,0.08275871291185444,-0.04568827986354615
HALLMARK_KRAS_SIGNALING_DN,0.059201606575369964,-0.01722898246546696,0.071181375188264,0.03852719387400004,0.09666411905465908,0.0940820872849118,0.05668484165022034
HALLMARK_KRAS_SIGNALING_UP,-0.05266647761359056,-0.04991377655448102,0.07408839557041956,0.07438292359150632,0.07376959432483093,0.10000680421111854,-0.051323066861397613
HALLMARK_MITOTIC_SPINDLE,0.049346670890199465,-0.010897292701392508,0.06421016822923153,0.04129655888760603,0.08353285086812659,0.12019222904972725,-0.011973940428320558
HALLMARK_MTORC1_SIGNALING,-0.0022118166757191054,0.07402727098000722,0.05740978306976041,0.07015115798772563,-0.026559929078291793,0.05508611146471438,-0.01970668112996275
HALLMARK_MYC_TARGETS_V1,0.1144420316341356,-0.11917676337864026,0.04280747130591787,0.0664960464700363,0.08492697661837362,0.09221789269974504,0.00048746243139541736
HALLMARK_MYC_TARGETS_V2,0.05907522944217299,0.05058804328046237,0.08002877516688232,0.07216468280390881,0.05612729124922778,0.06166757706654359,-0.014569370577385525
HALLMARK_MYOGENESIS,0.04090025475929042,0.056416827748649055,0.028062904715785254,0.07128935522784607,0.10351537632337081,0.08080986621221262,-0.01505201338512444
HALLMARK_NOTCH_SIGNALING,0.04626695469850995,-0.015075725814185502,0.06567288121388946,0.01831758010880594,0.03654546964208993,0.09245182126673011,0.09976099855001289
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.12337190752140241,-0.10263748600975352,0.041436030678553934,0.06613245560854097,0.11177414559128827,0.09368185622583837,0.0681255709084321
HALLMARK_P53_PATHWAY,0.08081946907430423,0.0145154908090845,0.04009051631573786,0.07330031659872373,0.03627001414363166,0.10195886112334152,0.04058623714784719
HALLMARK_PANCREAS_BETA_CELLS,0.10441407116838766,-0.06963678071287986,0.011931738609079137,0.028679204025295838,0.11678866771473985,0.08952851830004856,0.08651993048930129
