,UKF248,UKF251,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09963105653239711,0.00892033037804732,0.05839211089969218,-0.002773491375122436,0.07851604588720622,0.05221760955957731,0.01688363362428422,0.09062431432699593,0.04880663462082212,0.1180090864030123,0.0049437300071571485
HALLMARK_ALLOGRAFT_REJECTION,0.04428176660809908,0.14389410128270938,-0.029376609800275753,-0.022478703134177453,0.07561230273410473,-0.0387000880919138,0.018247072351699017,0.10372085936403204,0.061027691349294554,0.08881736517683664,-0.05249855955101511
HALLMARK_ANDROGEN_RESPONSE,0.0998275742144946,0.02967722024230286,0.0055744386832961,-0.03157097647621815,0.039985999611276926,0.0384136532654146,0.01797905863853159,0.12821476166602586,0.027097181392942038,0.06650455076307019,-0.042183696310527194
HALLMARK_ANGIOGENESIS,-0.06328754278273703,-0.09864040240263094,-0.03323303629379136,-0.0344597254297592,-0.10334912304144063,-0.059113665133094344,-0.08009615083809973,0.04489238916813907,-0.061074722080057195,0.12893865284225658,-0.04896151649963514
HALLMARK_APICAL_JUNCTION,0.11708756081890777,0.06546256459970369,0.0003261860452981214,-0.02245632695798449,0.020630145728143912,0.06249525409384601,-0.03829056969019157,0.09662090088241539,0.06249823120725044,0.10238736921437594,-0.020436307024556472
HALLMARK_APICAL_SURFACE,0.10674055693122217,0.0200887894009935,0.040596033214518094,0.1059944441854105,0.050999654445818485,0.12087174373582409,0.000850074403629003,0.03024759415364102,0.012484915089426249,0.06199208017676765,-0.027685714391600075
HALLMARK_APOPTOSIS,0.03079273987680271,-0.017561213060157798,0.0228636544698467,-0.012563363310815078,-0.04648372422254108,-0.010959089493665612,0.057647558947010125,0.02026294111961031,-0.0375799230749581,0.03824463992400204,-0.02459004100092921
HALLMARK_BILE_ACID_METABOLISM,0.020308546391252028,0.04910877049012301,0.024961311884150097,-0.06914743268025626,-0.026678803076259288,-0.006621955535232742,0.0011549690825558329,0.03136585176491389,-0.0025641290227482695,0.08000124081915656,0.021600714377178743
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.003244199543373894,0.004913112411962392,-0.015264300898968512,-0.039546356457856445,-0.10093637471044951,0.02813653223039237,-0.05044195308919284,0.06772947865151553,0.05879203621561916,0.056340458488008296,0.059273816658242315
HALLMARK_COAGULATION,0.10866125623172358,0.07299437564152056,-0.049082996861552645,-0.037860608275807416,0.028827659167959787,-0.03853840235450204,-0.045967406145340936,0.041845707009214056,0.015375947632308396,0.11016095396372393,-0.01671002102263461
HALLMARK_COMPLEMENT,-0.024618807165265533,0.06929180670549212,0.01305604128411098,0.030734818381686388,-0.08396572694495598,-0.010450222181375281,0.039227545820876106,0.05163122758883993,-0.010549179201896373,0.11781049973504149,-0.00892851934875556
HALLMARK_DNA_REPAIR,0.09776288371085662,0.07651860530130913,0.007631323496586456,0.005920308903118809,0.07429686339187405,0.05622952807569172,0.00811175444039099,0.14188650733177405,0.09919849453775081,0.11807987392350722,0.03327680778179534
HALLMARK_E2F_TARGETS,0.14401371540164193,0.04204539195235517,-0.0062441291262827665,-0.049339914034429624,0.02741066898331849,0.07479983822537485,-0.07264747906119835,0.07373385487344943,0.04577997131353544,0.11925115116788758,-0.01081100727857691
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05756349949543865,-0.019345449061112657,-0.013804644715530098,-0.022518768218572956,-0.08096897542858505,0.003204109693834995,-0.04608353861734218,0.1128414767616379,0.039731225446967534,0.12333980715159047,-0.054920771368944486
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03046618223434109,-0.026418443215647677,0.07248675369894203,-0.013020484677132111,0.07151609738475181,0.0638329066609079,0.07577447073284785,0.039306941627540684,0.02034255165669711,0.12452441590582301,0.03729767417892577
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0754233003914674,0.019959092497017224,0.04370083022604871,0.1040055130165043,0.06579613947552544,0.020004817890760317,0.004375628596367312,0.001240187048486474,0.03563990656784935,0.056126153690239704,0.012945102341346184
HALLMARK_FATTY_ACID_METABOLISM,0.0054884311733913805,-0.03534548685149259,0.030178602232523003,-0.05520722558971034,-0.009343465377156917,0.09682540748349697,0.103500042627268,0.08190617921775518,0.05877325393615675,0.034699284919079934,-0.009575589381976097
HALLMARK_G2M_CHECKPOINT,0.07102335356618872,0.03425710436728739,0.0042496014844487515,-0.03979252691633978,-0.019777776126304526,-0.04583594017846621,-0.06407909191681745,0.018009362157415842,-0.005446604873873072,0.08814666282057089,-0.0480516199459518
HALLMARK_GLYCOLYSIS,-0.04545532415407484,0.02295079855391622,0.038740873583792114,0.016982458650713312,0.05243024991432793,0.06520414652290638,0.021250454994154636,0.1183251106556655,0.08687242166018352,0.05840536641552318,0.041048159054782915
HALLMARK_HEDGEHOG_SIGNALING,0.04575667370804679,-0.016679110292025904,0.08008768052283159,0.0918156785688116,0.10098967892947161,0.08326750625306233,0.0546534627975381,0.12100384032133571,0.040598381356118554,0.05715519397950469,0.010418462960387717
HALLMARK_HEME_METABOLISM,0.04705896252762215,0.0663372563798186,0.02233616535980284,0.004925524077124734,0.10381361225979278,0.0899096751099454,0.04181277578363803,0.08728686881904826,0.04851075195043387,0.1289346098832082,0.0016765290117079753
HALLMARK_HYPOXIA,-0.1313802852552,-0.029880436475541054,-0.05101429272056913,0.07416435197912216,-0.05312635061995834,0.03710376699420557,-0.0350090207788513,0.11263454770423909,-0.00804583679612826,0.09718422076007573,0.027003855058826406
HALLMARK_IL2_STAT5_SIGNALING,0.04148072263586832,-0.0530553576165938,-0.005549769405716612,0.012854080159399836,0.01767281098769922,0.009367362687851632,0.05398356327307875,0.057227766560209996,0.04067407889901846,0.05079465915472607,0.018084757708449174
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.05949446645989032,0.08331891399368162,-0.010765384899518799,-0.06405381519466634,-0.009890121098977273,-0.035429267404553266,-0.07447875856227691,0.07631170731728565,-0.0027595444602442776,0.14148220209547194,-0.005405964795145759
HALLMARK_INFLAMMATORY_RESPONSE,0.06232791594122519,-0.019027440236356833,0.032658820940845795,-0.04672385047347131,-0.04945370794411762,0.014276501613960392,-0.006360860897520464,0.027925878153003653,-0.01030956454828834,0.08372713678628918,-0.03363533843723722
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06333000628063676,-0.037711071245369064,-0.06813850024270546,-0.044359099924036687,0.06205395670461014,-0.011701458305664603,0.012483436136279539,0.06654014987095772,0.062463924102813956,-0.059402330284113486,-0.0010826099878090065
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.006265254799553194,0.057306484464419355,0.030736771871166597,-0.008677305951288811,-0.055865435631874884,-0.03721997340902255,-0.06995271809940737,0.08986326460218279,0.0163009449587789,0.1383250208804467,-0.027825609936387382
HALLMARK_KRAS_SIGNALING_DN,-0.05301240897679925,0.03224548497286041,0.12641941818638514,0.05888068759516297,0.042540050244858026,0.12678311545808124,0.033306182440838474,0.048961882979976536,0.04317665279411855,0.09186563821137698,0.038607831642610016
HALLMARK_KRAS_SIGNALING_UP,0.002771494752223049,0.03581215693017564,0.043481394948999205,0.09742376707683176,0.08893540567001514,0.0729560113719969,0.08810205955682299,0.11649401878880648,0.024578186834988573,0.10174401043740844,-0.04990737823815737
HALLMARK_MITOTIC_SPINDLE,0.07925464884866339,0.0746487422578854,0.013893555506887832,-0.005182696173636468,0.07027638263377557,0.08406974410574887,0.042994265782039444,0.09192115854029982,0.056476977407715824,0.07468728234660235,0.00934243096933572
