,UKF251,UKF296,ZH1007nec,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.03915798865153475,0.031234628368704432,0.1157677560519924,0.07809443480433771,0.08209204373028736
HALLMARK_ALLOGRAFT_REJECTION,0.06485902260698212,0.01121585805014434,0.03625720384806203,0.08558073650491932,0.10423514165963767
HALLMARK_ANDROGEN_RESPONSE,0.011768622807932953,0.08270633620312827,0.06350260379207123,0.06711500867249541,0.1016881022377808
HALLMARK_ANGIOGENESIS,-0.09080912375037561,0.08793610822288347,0.053360505508338846,-0.03667676305093181,-0.027032105874966458
HALLMARK_APICAL_JUNCTION,0.07119190229929488,-0.03872027389527211,0.1057686904028392,0.02063233173918019,0.06783615547406184
HALLMARK_APICAL_SURFACE,-0.026564814866544554,-0.05225320603794628,0.13024439190760487,0.019994051818711167,0.06313965211740061
HALLMARK_APOPTOSIS,0.02549397897641208,-0.05154389114196654,0.045285624707047244,0.03456099079468631,0.044797065935446696
HALLMARK_BILE_ACID_METABOLISM,-0.007494296027563266,-0.003030088870201346,0.09027671307495594,-0.020018279005503743,0.0682963520397432
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02318795798817866,0.05939152500270578,0.09038091861718828,0.03752365007351775,0.05940847265843967
HALLMARK_COAGULATION,0.03292080259572837,0.091569658817365,0.13777792093348284,0.06700688254429192,0.06630272236499792
HALLMARK_COMPLEMENT,0.0068868389758470795,0.06483259077462175,0.14850497830488774,0.06409859348215616,0.04967184124229837
HALLMARK_DNA_REPAIR,0.03295234008034163,0.03390777810760962,0.09797447679924066,0.019326583986679077,0.07319688978367359
HALLMARK_E2F_TARGETS,-0.01325568380825237,-0.012636949278107644,0.014875637885005809,0.005579060810197011,0.0470640923526229
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.010689579844309762,0.01571913215998223,0.045774768026210604,0.07196005051945188,0.04188780000193439
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.022842164610672903,0.05661200601706664,0.05165242237085486,0.03391181747605716,0.12082140692539636
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.018731595928796294,-0.011979716970265218,0.051203553217413066,0.0704964515790886,0.03439078364332083
HALLMARK_FATTY_ACID_METABOLISM,-0.018283850330754175,-0.0023402658863598473,0.045331264425731314,0.01413270935955144,0.07127498982317294
HALLMARK_G2M_CHECKPOINT,0.03818860735463268,0.005333709397284215,0.010179478302704485,0.04717525554179366,0.03904509072328038
HALLMARK_GLYCOLYSIS,0.0016174667381422655,-0.013777999242787775,0.06708472824609454,-0.02914887373064581,0.07808234352574682
HALLMARK_HEDGEHOG_SIGNALING,-0.005555450810629589,-0.13124909512252547,-0.008182565823323874,0.0389035856963778,0.05368332487844749
HALLMARK_HEME_METABOLISM,0.023548611725698228,0.0009680848634123905,0.15305976369625285,0.051174622146260805,0.08574880962406474
HALLMARK_HYPOXIA,-0.027943289245091266,-0.030626950687698124,0.003980297261595154,-0.007396238669443167,0.02250128125754529
HALLMARK_IL2_STAT5_SIGNALING,-0.023494442113440105,0.024956766415754367,0.1880611354845642,0.07158092744443532,0.08391828719222946
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.020300361289459782,0.08788878857725094,0.11540415041290021,0.06856995684939124,0.11426082983524491
HALLMARK_INFLAMMATORY_RESPONSE,-0.01184750523430395,-0.024019125947534015,0.1137506495823711,0.02249990786924981,0.06486840975785646
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0006904668575070638,0.09089579720109064,0.2133148584281441,0.09446469611227386,0.0607888692954516
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03275496900422113,-0.023054777252339252,0.1571873535162944,0.09370135038766751,0.08309678985357145
HALLMARK_KRAS_SIGNALING_DN,0.036940720956925986,0.03659690735734487,0.11260027502721069,0.02864541696863365,0.0633481648644322
HALLMARK_KRAS_SIGNALING_UP,-0.0015573997229633347,0.009345134432561903,0.13259629262283493,0.07171728636586186,0.0869783694074239
HALLMARK_MITOTIC_SPINDLE,0.027501776263809823,0.006633230012071263,0.057570724844002906,0.0036224693338641374,0.06831068437344234
HALLMARK_MTORC1_SIGNALING,0.038387520414416565,0.04719025056924456,-0.017584689316521636,-0.0045987054666233205,0.08552912946189406
HALLMARK_MYC_TARGETS_V1,0.044513884774763014,-0.0035055404669114554,-0.051845566018253526,0.04967772870622928,0.06913857643005089
HALLMARK_MYC_TARGETS_V2,-0.011175392514860012,0.006699286272526127,0.09410383192909735,0.011394410324092814,-0.003950913424747147
HALLMARK_MYOGENESIS,0.04810852630783296,0.0245848805956696,0.08369792729137529,0.02956567980061102,0.06104716462897329
HALLMARK_NOTCH_SIGNALING,-0.026458972749069238,-0.02219020037589992,0.06994063323626891,0.0397170772376208,0.04640813924416616
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03357201780111572,0.02423621143240479,0.08825620842179172,0.06483233053822143,0.06513536905593627
HALLMARK_P53_PATHWAY,0.0422697957237754,0.02598453253460712,0.058729098950852876,0.08215276208413037,0.08021996275284027
HALLMARK_PANCREAS_BETA_CELLS,-0.011030386561848378,0.002929092717184671,0.07351648161925123,0.03409603750372988,0.09095256713801725
HALLMARK_PEROXISOME,0.035250899963911085,-0.014978094104760413,0.11381326395951837,0.14220513767232038,0.07134400403729309
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.006426979882749383,-0.03730852510377098,0.04960213076912305,0.017597079258936388,0.09212325785370044
HALLMARK_PROTEIN_SECRETION,0.043111526174059715,-0.024896184044921943,0.09451541861907546,0.03138709047505574,0.08289160027102792
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.011149522032669171,0.10866706074493857,0.14778729494802462,0.052339778162136814,0.09655318803234621
HALLMARK_SPERMATOGENESIS,-0.01436070962152258,0.02377094828578742,0.09119274303966624,0.036900933953664526,0.07240242559689614
HALLMARK_TGF_BETA_SIGNALING,0.0653815770750426,-0.007171711304190881,0.07486040630309536,0.062434032593965995,0.058601635222551754
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.05753130425122415,-0.02772765122415822,0.07125868945113321,0.06582177423251968,0.056156748294597915
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.050182862126047736,-0.015743337960618074,0.16972466716099044,0.02833465427983089,0.07670273178853777
HALLMARK_UV_RESPONSE_DN,-0.03217591967297106,-0.01246303467941337,0.03518508506989715,0.04854480688243695,0.08363613786752078
HALLMARK_UV_RESPONSE_UP,0.02250214540959189,-0.01823416269050313,0.01263748689258083,-0.004119135078251565,0.06246926698031011
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07463479913690754,-0.065370236804674,-0.04077046311134765,-0.06984639467080568,0.0505674309069061
HALLMARK_XENOBIOTIC_METABOLISM,0.017682818997855714,0.038227486746821304,0.15255839342003555,-0.01771586316139233,0.08699897777462758
