,UKF266,UKF269,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,3.828792188894795e-05,-0.04455640005443432,-0.025646276164230226,0.11363398093010552,0.07714099847838779,0.08650397862085601,-0.04130901243100708,0.07299662660503071,0.10628694322054205
HALLMARK_ALLOGRAFT_REJECTION,-0.1363067251215858,-0.10108032894423646,-0.02719334118976153,-0.18761794350972708,0.04647354009953488,0.053554218177431605,-0.012125977175950133,0.058448716782961756,0.04260447260283265
HALLMARK_ANDROGEN_RESPONSE,-0.06016076242863922,-0.059757147389098805,-0.012440168787545863,-0.11308719589885015,0.08867742335468418,0.09825979890635422,-0.028524884476782638,0.0013346297355103162,0.14183810938910124
HALLMARK_ANGIOGENESIS,-0.14128995773262862,-0.09033246605599804,0.008904948281527372,-0.18238491428683704,-0.014241636807726447,-0.02613395550960502,-0.12422435201742857,-0.23434133797076792,-0.10694351628362003
HALLMARK_APICAL_JUNCTION,-0.09560281612575856,-0.07688454026331906,-0.059409402969161904,0.034381052329003646,0.09144063375896376,0.11744632239653482,-0.052003291004288396,-0.011103978906643296,0.178080805012774
HALLMARK_APICAL_SURFACE,0.04638176006343821,0.12280057613769821,0.027727821465266284,0.06561312343311694,0.0714745339528729,0.08511321920683623,-0.08626588229401941,-0.03279976065362998,0.13998750157611525
HALLMARK_APOPTOSIS,0.004073326746261128,0.0009103596330473277,-0.014061860192352841,-0.004108144388442241,0.012345772587220529,0.050079856930112916,-0.008739965945129007,0.009309364069646707,0.1038533215899795
HALLMARK_BILE_ACID_METABOLISM,-0.018430171810729843,-0.0777493681528747,-0.02198532958596243,-0.0394846455571855,0.04714065135593508,0.07160090552523804,0.040315904500209325,0.04732792776577562,-0.04725476095456814
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.12636397856981677,-0.08287662062145103,-0.039300182147342946,-0.14304106129167,0.0721250812019822,0.08082352712603945,0.00019805259764024393,0.02195587951486006,-0.002984619134953052
HALLMARK_COAGULATION,-0.14935889281720624,-0.1015155381379741,-0.06847603913066187,-0.17946928164754375,0.04813332772430251,0.11006592831951573,-0.07094299788624638,-0.030749132932460854,0.015861229016238
HALLMARK_COMPLEMENT,0.0034837297956789954,-0.06849660345639819,0.01865717991612293,-0.13915619134744173,0.07233757740632396,0.0661940929924968,-0.06773611942004779,0.017203703312041657,0.16896089042718002
HALLMARK_DNA_REPAIR,-0.04812480893560323,-0.06406272430953554,0.011347102472549752,0.12247508782956025,0.08373386641803097,0.1045276522630117,-0.06167532403197948,0.04770767165199801,0.1924201423045398
HALLMARK_E2F_TARGETS,-0.12254843852228191,-0.08030851381150234,-0.03242123586528416,0.1373956563425358,0.07684864036468834,0.13446656354216185,-0.055955724517577,0.002479960986177555,0.08579193993182076
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.13840204442622256,-0.07743855601434406,-0.04662812492002161,-0.16767225276142067,0.021822893429926066,0.061831226392937845,-0.07828733618513974,-0.12258138015042971,0.09421977141108928
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007477976496730593,-0.03851626694340273,-0.05100091688787921,0.1341411119748128,0.07167756527884328,0.07125011527384631,0.0010883309680005016,-0.007136340135407495,0.07525183362195853
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03088944844442548,0.06130058154842487,0.0177288618043304,-0.04282000200674106,0.06866486609671837,0.08253066781541807,-0.009698162764214561,0.10125840532334561,0.20244991583695623
HALLMARK_FATTY_ACID_METABOLISM,0.009161101752205246,-0.06393784858165615,0.04431858433437381,-0.0339444813398629,-0.018610429461415733,0.044321091193559245,-0.006777901009192905,-0.030179924160088252,0.03203246452831097
