,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06891702029970284,0.007782511080582764,-0.010467647894794796,-0.006136994530684324,0.021172903912502636,0.030784940041201282,0.024312337145414666,-0.020444604759872396,0.09352755148470233,0.15395544757820123,0.17259570412797207,0.10716815465098448,0.11701475470084717,0.12115039557633174,0.1397591596901673,0.011179165851375236
HALLMARK_ALLOGRAFT_REJECTION,-0.01289365516814301,-0.04368152496433265,-0.016325733620440312,0.0007895319054194937,0.009907849066025156,-0.03156804745685866,-0.022539599772490194,0.10188761306254103,0.016891941753541178,0.1574142859508468,0.08881518124680227,0.09822280560048775,0.0029465254294781785,0.03200128700931159,-0.0196862489003014,-0.022723069838327548
HALLMARK_ANDROGEN_RESPONSE,0.07870492038900306,-0.029340354922476775,0.045200570333793585,-0.0018293020596655907,0.017691313779825503,0.03443271552756921,0.032605971666914785,-0.0050833992002785764,0.015579953856080372,0.10645590229925025,0.14176885713617263,0.09132301555359376,0.028889710173248973,0.15295058269316777,0.15232034070474404,-0.0653048185483848
HALLMARK_ANGIOGENESIS,-0.007776182908624823,0.06693384897303621,0.01843958952754016,0.03291138490272814,0.0007767411443917505,-0.022985888157445244,0.11016394913327421,0.04652634521218197,0.05622230081773845,-0.0008900043094573563,-0.1379386391086364,0.12535664773538038,-0.0900673030099861,-0.0611210034668021,0.23139776380013685,-0.10617512518218175
HALLMARK_APICAL_JUNCTION,0.06489056527354474,-0.059864935114238904,-0.005148994311809413,0.0007584553388035457,0.04101917113489111,0.032637839797146934,0.05398493548260158,-0.0422045591143398,0.12936589586385278,0.11356823091838521,0.16779792724736148,0.13019922596549344,0.10999759994374572,0.13038094072364365,0.18767444399804328,-0.017226497500340537
HALLMARK_APICAL_SURFACE,0.019883536360119344,-0.02138669492979351,0.017577324121380522,0.013501666296876708,0.06628138590703951,0.13581341857504367,0.09391913804971777,-0.008434627181161888,0.06783242715634358,0.1157299627697604,0.13312736096999853,0.178499604854371,-0.0020231705948903357,0.12248997380335827,0.12817985851020522,-0.06788569854930879
HALLMARK_APOPTOSIS,0.005662096153206477,0.027070654155534304,-0.02021912263504194,0.004575854024841991,0.03722213137669175,-0.03640161578849954,-0.05314113047120713,-0.0304647665721779,0.03906736341511618,-0.0233281366303354,-0.09881866636985939,0.09817040469344848,0.01786773840538362,0.0223126395245917,-0.037169384887044195,0.0423034795929569
HALLMARK_BILE_ACID_METABOLISM,0.05086349720908606,-0.015621581086687843,0.008542183872161642,0.026184944940426447,-0.0046301313720216505,-0.04161627571322334,0.02054226056634246,-0.04745280323904036,0.04780636543193579,0.0737387872418461,0.1727322579296889,0.0428856774027017,0.06685827737255177,0.07672072208150246,0.10733990632842,-0.08346591186979642
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07074648659727456,-0.032229240837034524,0.0043198675221886185,0.0037925632512704355,0.02689946500054915,-0.06301160545556361,0.09106414562855156,0.03417003795681637,0.10258522357490818,0.14505196128447834,0.1566346220747825,0.09461058052428896,0.042260930421402575,0.1433937082889896,0.12129752346130927,0.0039051557042681672
HALLMARK_COAGULATION,0.04482712935260103,-0.03393205044462176,-0.024045438593349008,-0.019066830864683703,0.019445739726148756,-0.03835154318956995,-0.01805893378576027,-0.05451896370677488,0.10019323220076655,0.154223319835057,0.09294499136942848,0.13161310115242675,0.03031407985329649,0.03832334853420327,0.1091599447780653,-0.06009248759759419
