,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04562206462127337,-0.003079117426994822,0.013900229456989356,0.06824054315344379,0.0813425550852714,-0.05807799068261803,-0.018297834740890025,0.00807666258863186,0.0982369889636029,0.0688986982946637,0.039565771975433366,-0.024112988354774507,0.013465213607215948,-0.06603052320357916,0.06323130575990099,-0.03228123939773416
HALLMARK_ALLOGRAFT_REJECTION,-0.04184538466537782,-0.02049562287684768,-0.004865410263426949,0.05896264325963517,-0.049836180549374554,-0.06575781743339686,0.03966834109332375,0.0501888459233456,-0.15308613301421592,-0.04947820434523606,0.0015744775601448065,0.02392793689930879,-0.007680517127930807,-0.04687162935452353,0.015379907265184083,0.015864165719219836
HALLMARK_ANDROGEN_RESPONSE,0.019420117586112125,-0.0034037081090345497,0.03366926819448312,0.11500715629626355,0.028540056457595334,-0.07767975482854746,0.0048147807494424676,-0.0017442327916621818,-0.062355552666308864,-0.0409910046484592,-0.000581994835109971,0.06732010997212136,-0.0006788985064400913,-0.05884960156731044,0.055329230733797585,0.032953730063276246
HALLMARK_ANGIOGENESIS,-0.06708760290821418,0.028355743848971524,0.08442836584610465,-0.14158068880507022,0.022157790408083557,-0.07212641321728652,-0.08026248228742837,0.040420076403942996,-0.1916472375006621,-0.17034437465711252,0.02978212627721184,-0.11031974371922817,-0.0006095979111106964,-0.019964685689542287,0.01751805868043389,0.0729366637149079
HALLMARK_APICAL_JUNCTION,0.05120891233221941,0.04615015742149789,-0.009693969310291062,-0.0002954380842893786,0.0492537791806047,-0.07469325665083115,-0.09021545574763067,0.05776338210774747,0.02296479729092748,-0.05793474983945989,0.024150202382840314,-0.023102967751834628,-0.00014986328317987923,-0.0307982929862568,0.05232185855122311,-0.009769872116673111
HALLMARK_APICAL_SURFACE,0.06217368627838767,0.009559480002227536,-0.03837295653411414,0.03596938204957459,0.07711715390970601,0.06845161712896429,0.000229864501067816,-0.05334686300632872,0.07507975512854428,-0.02874183225149299,0.04339664129305317,-0.07541716576307037,0.018204536884534637,-0.01694229079453771,0.031508829321287075,0.008077522676578573
HALLMARK_APOPTOSIS,0.0022481553012730793,-0.024076996674824526,0.02644426115271702,-0.005555204249874299,0.01725046617285221,0.03935921846644296,-0.03581439756966697,0.014824766702516114,0.05339294257478492,0.0805667926989952,0.057943247979188546,-0.014456998365031882,-0.03562453809311572,0.014915668210044973,-0.010416216066625907,0.007959133533738718
HALLMARK_BILE_ACID_METABOLISM,0.026437354350793467,0.07804089049431724,-0.019155185819385724,0.00894699927843087,0.009345100507260501,-0.11692411894566364,-0.05060380242438073,0.015158515588953024,-0.029234155179315387,-0.045113781982457524,0.044318378807152545,0.10016327037377266,0.04327710718100479,0.0271245160446495,0.10954986344688071,0.06901798926051257
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.100688760145992,0.023971341119338213,-0.018054902035737123,0.01762247559845732,0.013329667141028635,-0.027691050505721727,-0.09694666569521311,0.011435880766455287,-0.10489959046404114,-0.1065785211470979,0.04290890086826575,-0.03798856431607688,0.016907321077686555,-0.059976928161299105,0.037168518411189636,0.11707328034018241
HALLMARK_COAGULATION,0.008068555876083374,-0.005638996641449176,-0.033118930119301025,0.00028023588066117044,-0.06607355782798968,-0.08261535363415118,-0.02480098853779663,0.058130810069405355,-0.1707581985660952,-0.05832963105567835,0.03314502283366741,-0.02450150019223237,-0.07150200790119698,-0.05211294782179251,0.024049887214127347,0.16548028163022527
