,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10331637674570644,0.05748662149592367,0.15395049581881323,0.007676816668410604,0.03735880437428143,0.02717625542820802,-0.0033091235549807894,0.08075366105983572,0.05785233570276081,0.1398345285877793,0.10108341205863197,0.05928874814517273
HALLMARK_ALLOGRAFT_REJECTION,0.027379809679221212,0.03733872352976493,0.041964456336212874,-0.020349060613650997,-0.027803440864261283,0.019677181877545743,-0.007937347613257461,-0.14758661517595204,0.05307221239239645,0.13199763082239552,0.04917833384270039,-0.02621727638263773
HALLMARK_ANDROGEN_RESPONSE,0.07736685431051606,0.07878723341281821,0.08997236326425044,0.05071559360327114,0.010325773977414895,-0.01849891590368196,0.011826115621271923,-0.05147665053089307,0.09150227573617449,0.15464894852981922,0.08178376212915958,0.030071158955427054
HALLMARK_ANGIOGENESIS,-0.16507846186194958,0.05885029880969654,-0.10567060867129924,-0.005568088458942308,-0.05879910430288477,-0.055154492451894736,-0.061323130236870096,-0.1644723972034653,-0.028745216036927774,0.005180600930709653,0.04839898254533702,-0.06461886739555392
HALLMARK_APICAL_JUNCTION,0.07389367674555736,0.047559962885347314,0.10933402228168666,0.05478683174474938,-0.02433445918912185,-0.059916476845860364,0.04044938155561789,0.029160862409304718,0.06389213658734874,0.19308797126576602,0.07868964576422023,0.10431770906890936
HALLMARK_APICAL_SURFACE,0.12367169822208575,0.0751934432237915,0.09302258406875447,0.050783717647984956,-0.013717689702476447,0.07788885696595416,0.058274957143149814,0.13088897422833595,-0.03854050240266892,0.15748615021007925,0.028708303199542116,0.00045864992349775016
HALLMARK_APOPTOSIS,0.014477474133329147,0.023584632306860337,-0.05303044598988408,-0.0049182431163516055,0.05117154972414824,-0.026238212648480048,-0.026495070863220012,-0.0035493576052266903,0.030753637647346246,0.03592646312428978,0.0405777608968965,0.013492010098084706
HALLMARK_BILE_ACID_METABOLISM,0.04258942465864105,0.06663298917675686,0.0878830469878208,-0.027934575058249582,-0.016767348570307396,-0.019832903141174037,0.002808444764781968,-0.011715248160947187,-0.0462117526983149,0.0576834550499909,0.004372141711530592,-0.07367094068930813
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.037733004249864775,0.025691447834666925,0.1567758284564301,0.011399258267769387,0.01827513008792217,-0.09438448530839592,0.03216559528808726,-0.09491045618418537,-0.0006334873614599813,0.037594558306985985,0.05262393721048322,0.03137352031038011
HALLMARK_COAGULATION,-0.020712867249972695,0.041164415686424226,0.0928886936329978,-0.016045253623942067,-0.023807984827199032,-0.004024678183335774,-0.061021284697469855,-0.1661217740370625,0.04119677269569902,0.1770099505406382,0.11339889263180726,0.016780001944463812
HALLMARK_COMPLEMENT,0.09284757084795034,0.0579552039934593,0.07235080244705154,0.015772282105504087,-0.006403297568831583,-0.056577929727118,0.05259523897886798,-0.14210878699019952,0.0561732426503851,0.06504615804170799,0.06995060651531225,0.055207118502656555
HALLMARK_DNA_REPAIR,0.07154407609877597,0.0462440609398535,0.1356052330141718,0.01858727416647326,0.0005964221077740443,-0.023657468268685235,0.05975493273569299,0.06174212945504786,0.04021416211627752,0.1300873201097151,0.09554958859578079,0.12005063303847814
HALLMARK_E2F_TARGETS,0.13164216213995317,0.04004148711280573,0.16929988733345253,0.028049668147606822,-0.014443177314431106,-0.025994396606160434,0.01673253328897382,0.13769941855648188,0.03820438425131229,0.07993550785895139,0.08240981599574984,0.004876747585151778
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.1049029665879663,0.0304105446918014,-0.024972678815423092,0.003939369625542274,-0.02388395878565253,-0.07497679763207868,-0.022230996632217753,-0.10738492600972371,0.06968028152858134,0.13999360510421102,0.07399744691021026,0.09475029344803437
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06144854778035204,0.06652004973125791,0.0833829745002053,0.04775335973212412,-0.0003194258323453833,0.03654871813752817,-0.023853765299241794,0.14322517668486182,0.04549778868669348,0.10697290666909502,0.08260268264728199,0.11487204727679565
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09495816365362171,0.015351547996392116,0.10289955626900713,0.026699990369728147,0.03601050008052946,0.005886280588243334,-0.024020538296563268,-0.09207963837499164,0.1166602733821284,0.020323948602410855,0.033838558140843175,-0.023301359853238498
HALLMARK_FATTY_ACID_METABOLISM,-0.03218625908241341,0.013298314638343836,0.052440851637780755,0.027340530760839792,-0.023231894516420555,0.005379840166885542,-0.011308178663706444,0.006376925178973783,0.08419146464734648,0.023556496028425637,0.05376401732047569,0.0036980203537647256
HALLMARK_G2M_CHECKPOINT,-0.015668180713134656,0.01127034445577922,0.009634335925237205,0.011231570883933485,-0.0019224250666956915,-0.07411953746735953,0.02596847577748513,-0.02905236680479836,0.08315873921433499,0.06702228457239677,0.04181441758405763,0.10401869154891358
HALLMARK_GLYCOLYSIS,-0.008601022395687113,-0.007993949243995121,0.010232372038701079,0.05421336439625919,-0.015227990212535169,-0.04095909398501938,0.03990730123095553,0.11706061711168163,0.02789011002606231,0.052083977240092075,0.08773593330212487,0.07958342776863035
HALLMARK_HEDGEHOG_SIGNALING,0.1688983484286571,0.031130374596734824,0.1278677244482724,0.01759382877051748,0.03499937908292249,0.10575647449983264,0.019527794286652935,0.18098584098433174,-0.0007729818858558122,0.06572908202347226,0.0512778280744706,0.10864769612296213
HALLMARK_HEME_METABOLISM,0.11256111172093329,0.021957037776907447,0.17738910006817954,0.016662237236338154,-0.003843154334633514,0.024204721751337175,0.02491382233818061,0.028808562378929703,0.09863860426153213,0.11828593612077544,0.07450254130300205,0.061620062662236914
HALLMARK_HYPOXIA,-0.18182287305904204,-0.011026748714225333,-0.11718140294157663,-0.00457327914890758,0.039325124539594254,-0.07399694652269917,0.031204697670714734,0.028632954069649972,0.0028027957075609923,0.03556837149274966,0.011022707871665075,0.1136071643482771
HALLMARK_IL2_STAT5_SIGNALING,0.06452283215775972,0.0516192704309137,0.1351810904440586,-0.005044389642487014,-0.03060976842198149,-0.04789416919231455,0.042330954263250634,-0.08515525932283999,0.010065680255349936,0.140314761559481,0.04622496407512155,0.10932339696318791
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.14646881882939258,0.016968046305762645,-0.03863782284920019,-0.04325276215518541,-0.058695271216935324,-0.06528589257667627,-0.042011403514355804,-0.1197633104434755,0.04231639826666396,0.042812432812530644,0.011489209833963423,-0.041390202284497996
HALLMARK_INFLAMMATORY_RESPONSE,-0.040713626840440977,-0.004341053478762105,-0.08336458649589315,0.001097679722786059,-0.008997588023472192,-0.09321135273107764,-0.0009299808110773977,0.11279378596413189,-0.023920477776380865,0.005403427195956341,0.04264493727715207,0.025358903122659232
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12594172332318873,0.023307805701230203,0.11898591392490471,0.05364309782686848,-0.03863798609232366,0.03175828153880644,-0.022406412517636094,-0.1521644026726711,0.0025560821887503286,0.15860567969616737,0.10253282639909733,-0.0428478114580423
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.08039356312445814,0.008048964236658166,-0.006043135558809502,0.010383061065155151,-0.02842124229040813,0.01524872002758118,0.03136940928257179,-0.14458489037843383,0.08319485885229516,0.08675517737596641,0.01750860361247954,0.1370124695839219
HALLMARK_KRAS_SIGNALING_DN,0.09317722534331235,0.05300789210076006,0.06710010458581113,0.055271838158038586,0.05105681648650922,-0.009450290694920448,0.08590380922754175,0.1674042247807747,0.059580728191882426,0.07042763798249696,0.0950570115273016,0.07163478972588504
HALLMARK_KRAS_SIGNALING_UP,0.15420151949455496,0.05987579729023386,0.0607004410614112,0.022839765979022753,0.03362241915013678,0.08187396440878231,0.02119122192112762,0.15523714977189887,0.031690177175077924,0.17857102528518126,0.10713615241803336,0.08825934836071064
HALLMARK_MITOTIC_SPINDLE,0.1420053186253198,0.03833405442278097,0.17424775561295944,0.011938777054355807,0.01584172508163736,-0.04432727151331683,0.055779916077133014,0.06137280123036823,0.08077895347550408,0.1525335282844255,0.0778953427064278,0.04890529703963574
HALLMARK_MTORC1_SIGNALING,-0.1415886106388835,0.004871041340471504,-0.06973380680641021,0.035172575661009606,-0.015311778087526231,-0.04656151074395921,0.03523346186859246,0.03980628797439475,0.06399445476011911,0.06809923854575135,0.02286823169432992,0.07640703338278204
HALLMARK_MYC_TARGETS_V1,0.02892699449863252,0.003531062003966916,0.11473552874099348,0.02593217004227013,0.005779185320500732,-0.047383514174159626,0.028268513047453387,0.06069643360692936,0.025688809049701708,0.0873859955467557,0.08721149913225631,0.1299037448608621
HALLMARK_MYC_TARGETS_V2,-0.007713360073797318,0.016225558781636208,0.06930433722929451,-0.05934626274676956,-0.026232757664398774,-0.013445066122809006,0.04701405760188435,-0.026035204614487505,-0.055827963540402765,0.09404227801993255,0.012024735515938696,-0.043159843096308166
HALLMARK_MYOGENESIS,0.13947862710870748,0.055531684263798786,0.19620928099447793,0.027446781100774507,0.03496726464688843,0.03939593209095473,0.009741072705116411,0.05590764062892063,0.07544701761736715,0.16198696788691924,0.0702766751903353,0.013085388720374952
HALLMARK_NOTCH_SIGNALING,0.0220177426841368,0.08028192685975806,0.11436211865698957,0.025740259448846465,-0.0060387087417115145,-0.006394284498545548,0.021570403319083074,0.027275049330647814,0.027650419076806678,0.14231641609948073,0.08052635325635583,-0.027693177932720487
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15153389786913465,0.029064857369190296,0.14194431938776383,0.05351092953647207,0.07216192242135662,0.02208312313466145,0.07263673547075496,0.13654198667304218,-0.009109828661341928,0.09123274285493033,0.08371650670195352,0.12807947826506838
HALLMARK_P53_PATHWAY,-0.02218355935356238,0.030887328865274493,0.10666246554419143,0.020583859258366272,-0.012310638235787989,-0.011447286066078447,0.03257484932484132,-0.07665943800423031,0.0027499849860375602,0.07063887977291022,0.024787813892635853,0.07645140985044555
HALLMARK_PANCREAS_BETA_CELLS,0.1807694930099011,0.05722704935948274,0.13760082064920268,0.04492627995277226,0.09126834867438394,0.0568969573521693,0.07094307042800171,0.15777364233863944,-0.0568122465564126,0.07179491846391203,0.06604024030752215,0.06245056448437515
HALLMARK_PEROXISOME,0.016424973783113944,0.021121871687575858,0.18700117256810514,0.03207495361123778,-0.0007599135126126516,0.052139865772740816,0.0632554307407509,-0.012914950263299113,0.08523492362861149,0.07099823958820953,0.05568978362319038,0.06561553660762161
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.15885702479938746,0.04468950868254532,0.14740530997842768,0.026062230356879015,0.03721906106964698,-0.035858619528566754,0.06896525820835368,0.1330222071908433,-0.00012940998138552686,0.12669203757064368,0.05924265129559335,0.08281888837795781
HALLMARK_PROTEIN_SECRETION,0.10755224225124897,0.034478713925417515,0.15582736843460887,0.05651732460462711,0.03620373318665992,0.04969819955793113,0.08143434498061752,0.08537364278957044,0.06466129100638544,0.12052952941749225,0.07235003735045464,0.08932583580384114
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.057466651214194135,-0.013393133581811366,0.048883379932386284,0.04593109528045447,0.046561779716543183,0.023809559626265353,0.05084364156122489,-0.1620399808034405,-0.03804681742706631,0.0548270554677601,0.01259269800673367,-0.0037215630612791022
HALLMARK_SPERMATOGENESIS,0.1709892152892313,0.0679999180756252,0.11837922634013852,0.051872942775530326,0.06074603247575841,0.04845176828954682,0.05060672778655348,0.11749156254500236,0.02962511737631693,0.08326758879001418,0.07830253356169012,-0.040552355584451964
HALLMARK_TGF_BETA_SIGNALING,0.0823329807608346,0.025939756883056435,0.07642413720402469,0.02948301285796065,-0.0026721104224645548,0.025928129497803817,0.050515756259613916,0.05534064857569352,0.10183116922055739,0.19456144402782397,0.12449501559070693,0.08716364896970348
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.14206881346390737,-0.029852290040165215,-0.022637422864292885,-0.0015027144314112072,0.03262495051840392,-0.04418677985550497,-0.016162370148897497,-0.10265386515499941,0.1162347339570657,-0.04397923538887465,0.012869789781166973,-0.08199444677827583
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0010804902049423597,0.04067315599306514,-0.0042599869033870825,0.0036142254077831354,0.014361069426554485,-0.02662758315874872,0.05580521636451947,0.08268674226847253,0.06573774108751503,0.14625819069794782,0.07839703927647752,0.13614946039340084
HALLMARK_UV_RESPONSE_DN,0.04771855053015454,0.06103603146372341,0.1187007084041241,0.05830634753216424,0.020400266352756897,0.008628639020321533,0.04238645087698099,0.17106971579869162,0.0903342493511081,0.1289449287193033,0.12124880477168522,0.047572941772618095
HALLMARK_UV_RESPONSE_UP,0.15707186322047362,0.01881768084270452,0.10091824201688662,0.0301136272509023,0.052832541125461256,0.05192510309608823,0.03402332677962658,0.12643506335228294,0.05811326909286241,0.0792295295289512,0.08778831137636668,0.06826941135219593
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.017412817660383717,0.040487032577405845,0.0732234593464682,-0.051198886166557454,-0.01590775845751195,0.03878269619845975,0.04676494514305997,0.10812016064257958,-0.006180726548750892,0.16260834981913216,0.04097295549435154,0.006034417638050287
HALLMARK_XENOBIOTIC_METABOLISM,0.1352026014953008,0.025046851852767952,0.05119875744068976,0.03619535715286836,0.02826459831540243,-0.043463850919811,0.05395286395597601,-0.04231999457679736,0.034710372997963354,0.06605318460043347,0.06505428697852829,0.0028834370883088177
