,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.055328663222268266,0.07236218423676058,0.05717948920336056,-0.03961653711241243,0.027635932006547587,0.03679596302494984,0.08080216239113891,0.033403264585628686,-0.13774591888039311,0.031842592118597954,0.02096681015461257,0.06594001552327736,0.026969880833702282,0.0457223037683082,0.03552626200199848,0.013036034361959674,0.001614835111307842,0.11981599554719131,0.09692862378813881
HALLMARK_ALLOGRAFT_REJECTION,-0.008167282552782913,0.1143749735477711,0.0048149201298416456,-0.11086189077123955,0.001631534911787217,0.09209479935736915,-0.009755144383693142,0.012416859532904511,-0.23556023691291833,0.09147914769219456,0.031558159692094655,-0.12563355774633483,-0.011520465287672482,0.0031287108560766443,-0.008403585981186991,-0.027395715328313922,0.029306091686561134,-0.03248470208155195,0.049312802868097694
HALLMARK_ANDROGEN_RESPONSE,0.08899476628388259,-0.0061562617904707085,0.017253047225069356,-0.0009874313214846074,0.035227027078072425,0.1176601807660414,0.08298355961936124,-0.09809008471400989,-0.23556523175878513,-0.10094627525553586,0.133429269947055,-0.04857084440075048,-0.030727290932234204,0.0780446801744482,-0.04440268476146489,0.029726946613789103,0.011321303209651419,0.06867487683757623,0.09640831204544542
HALLMARK_ANGIOGENESIS,-0.0160325904721008,-0.07675170204161047,-0.15124971036682802,-0.03329230301240228,0.09800023060584717,0.0058388901094813045,-0.0490388183552647,-0.17564084045509026,-0.2843019181667661,-0.1377432314080608,-0.06274124382642787,-0.06936998918157224,-0.11034371697223733,-0.02844064185968391,-0.07942228121324071,0.0009730210484976115,0.007741333462953693,-0.0830509110107544,0.030639074417073114
HALLMARK_APICAL_JUNCTION,0.06617886208863204,0.054528993354956506,0.0702394072960277,0.041486655716088616,0.1081488613722152,0.0816304659446097,0.05107236844265838,-0.14991013885291968,-0.23037995257021088,-0.07380988199156333,-0.01093404503132824,-0.06270357431685952,-0.06763690739894661,0.02147338912538536,0.005748269375353038,0.004170022984924262,0.019490571623562367,0.11235808167441141,0.11983015645692452
HALLMARK_APICAL_SURFACE,0.06282026725691034,0.0873370240945652,0.09441073590890386,0.05501702000972806,0.011408623844085815,0.048721156775711504,0.07614050335063914,0.007182057117647842,0.16510759990152357,-0.0275538376370458,0.017483817390517572,0.08705588894127791,-0.0663171044088986,0.0979712868355792,0.004607218388965849,0.0380168089222454,0.04512799340743038,0.10279283002226398,0.08786609273982275
HALLMARK_APOPTOSIS,0.01563994630133052,0.14334468188841806,0.0073078744363514435,-0.011417654947770738,-0.044809779046654834,0.05457650469791576,0.03931228960732031,0.12375418268005797,-0.036833044542620666,-0.1581516716260029,-0.009362608889796207,-0.13152055478996502,-0.0055241615295693,-0.008936641141450976,-0.012157473180658126,0.029250948281262852,-0.01900632164550731,0.12647470895647933,0.033976213639414735
HALLMARK_BILE_ACID_METABOLISM,0.04907965375572209,0.046951379200579145,0.04398854127935082,0.1459872554465096,0.08485994283843956,0.052277652388865045,0.033662828900900305,-0.08239109057316903,-0.29521720039431404,-0.07454858639915475,-0.026231908042496112,0.03624120328427232,-0.0561074243820238,0.019131277991988202,0.016671870225867795,0.00755970847085565,0.043813432937776536,0.0666515495432291,0.058733472519637585
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09369453471280795,0.056748784864897296,0.08537478731533732,-0.016480302057950084,0.016787778657209883,0.03882631557029576,0.10407136635832605,-0.06936652864705121,-0.16446474593760227,-0.08418537653659831,0.09958287143612402,-0.01711002560472952,-0.08473590394642774,0.07976015651555102,0.030364570514655798,0.07476121720783864,0.021683735398420903,0.0907042848580526,0.1335416085048976
HALLMARK_COAGULATION,0.013588289386752612,0.11137057087427374,0.08684639651308639,-0.14989960898187069,0.0005133897203005312,0.14557106668179,0.05200755361607841,0.0067514784758197265,-0.2774156002192926,0.001895446357685499,0.0038587117861657604,-0.1079148343955607,-0.07299736140162247,0.036571836315893835,0.008709136394726794,-0.022555637456185197,0.047484119789032254,0.17035248236250683,0.12305461611485931
