,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.015514161413277569,0.04917211786323894,0.10215067978299235,-0.026745042276724747,0.01925709242987555,-0.015428889452114836,-0.00798239972281197,0.015217280334667202,0.024904178011603977,0.12518499063267338,0.0222379405253091,0.00983907933393364,0.050138375630778075
HALLMARK_ALLOGRAFT_REJECTION,0.004717662160615022,0.03953448762425538,0.09591134368417206,-0.03609970902284083,0.022346752617043646,0.05213055877597749,0.04484682315947226,0.07350123674762025,0.07907578472625018,0.0683292282814658,0.08743792666451429,0.05296734177312589,0.024071925614402835
HALLMARK_ANDROGEN_RESPONSE,0.03536823660602489,0.01883666983282575,0.09876126749982837,-0.02142117377945978,-0.005847749811584939,0.05008922960804146,-0.006272361547928552,0.10739703693970912,0.01721880601040024,0.10222661949226958,0.029159712882827375,0.04526321142331249,0.04297230503365665
HALLMARK_ANGIOGENESIS,0.04864286417005887,-0.06262479364034677,-0.05465479922145545,0.005705308279726467,0.013504886715885437,-0.0024208211136427208,0.010753203343367348,-0.02676454342067445,0.08280117495678938,0.027140184925540337,0.12516264757665663,0.07672640292133985,-0.033059688941155484
HALLMARK_APICAL_JUNCTION,0.02639393718378585,0.014005712427594881,0.07112359796141594,0.037515416495279216,-0.002061266019337776,-0.0214749130694151,-0.00855572200573457,0.05729589795452068,0.05133732765221137,0.10248504076652175,0.03541488437045999,0.009849754097399696,0.0609983924278568
HALLMARK_APICAL_SURFACE,-0.07185105902992682,0.03078351619141526,0.05541762100583389,0.0007573650390530211,-0.01328575646130367,-0.05321469329920073,-0.07839819666012736,0.08203969421394221,0.044371201365206066,0.14031910892225335,0.03339104756703133,0.03282733947626336,0.076958030077045
HALLMARK_APOPTOSIS,0.020865239292611092,0.06332189275178676,-0.05374554088381506,-0.009201262000173576,-0.03255289254093767,0.093492940760334,-0.02052327252584383,-0.0676943905664044,-0.08144513395570081,-0.012037667435436378,0.01351825693549649,-0.026808790626830437,0.02898957083042846
HALLMARK_BILE_ACID_METABOLISM,-0.0169051771703509,-0.013294636168341194,0.06627900092720529,0.08449716229726713,0.003859131513556693,0.014105073571730829,-0.05380504735019722,0.04315438059375074,0.044406501082887344,0.07473113763017579,0.03217709443536244,0.018632626539093453,0.01935613608739812
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.043842722020229784,0.046657719151742244,0.08723684564388405,0.010708194925585373,-0.04339255825311864,0.046305283295187606,0.004372310444887586,0.051240434968356244,-0.014462530460005557,0.14865301126183547,0.006940611906050036,0.01614773596055628,-0.022177253296500575
HALLMARK_COAGULATION,-0.016203411953757022,0.042422896556400955,0.11449377159471719,-0.03100940746979523,0.0044599921297318965,0.07362379578372619,-0.0659123420007659,-0.02359234519761297,-0.004717216208259167,0.09098842592423154,0.07768933361840444,-0.026131931001265613,0.0360270235093057
HALLMARK_COMPLEMENT,0.007019921354879368,0.05679498827272027,0.06857084554888129,0.05051996148058426,0.01900534431980831,0.06604911617738507,0.014102625842559245,0.023121070152366852,0.007090476041588809,0.09104366226980268,0.05255031010321777,0.013100710409169386,0.021601764491349092
HALLMARK_DNA_REPAIR,0.014117005411526516,0.01633789401851634,0.08018362945902781,0.03475810141479967,0.013197135203631727,-0.028016795492420084,0.019219567284142414,0.130749746841686,0.013595516060565267,0.12063290746503336,0.04673128699038012,0.02065961254311798,-0.0026640346696075053
HALLMARK_E2F_TARGETS,0.03941097472961404,0.045857938095293586,0.04824118144409309,0.04016798305873533,-0.000474345699188727,-0.05090086337289009,-0.12077360089699912,0.11722293137298777,0.01760938222829805,0.1136647250369736,-0.002041161718653358,0.012254308240854944,-0.035013786265780805
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01136129458035812,-0.011056821815241907,0.006170184580710674,0.011143218966236013,0.014141610551442014,0.042774419519208795,0.01175091780094671,-0.04880556782111852,0.024679292217867865,0.04684190629203138,0.0885720154265012,0.01767634379071389,0.014653169624841964
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.010722472010605257,0.011553505225189437,0.05179168960919192,-0.04510138331440729,0.026483369702027266,-0.10150525482043415,0.005940239588642271,-0.05784754441328871,0.006975377658467667,0.08411830701870364,0.047813155798311975,0.005082840427997838,0.05518597270799388
HALLMARK_ESTROGEN_RESPONSE_LATE,0.016132194952807613,0.00946362858049966,0.03125050537892825,0.051490959868614794,0.017919832025743224,0.02252617059757365,-0.006939928054218332,0.09512251809021151,0.05206608544479744,0.140262463365541,-0.006611879891866516,-0.0006809260254999503,0.07490117611516069
HALLMARK_FATTY_ACID_METABOLISM,0.0026279234124313646,0.05277045900094261,0.11304212284567827,0.056271338900021436,-0.048320850687200594,0.05146896911759277,0.06726070673031342,-0.013642712371885008,0.012329143344230282,0.06416767232890963,-0.01210876520975043,0.029131257644322596,-0.0020022698771426754
HALLMARK_G2M_CHECKPOINT,0.02326303420437125,-0.03866517404750213,-0.001336081564547259,0.05025138192290023,0.01813041606262142,0.02645315275462056,-0.09758600391461991,0.07618712398531728,0.06715540004576284,0.09687916336303425,0.07531721414795568,0.08284271104194037,-0.04999060917669626
HALLMARK_GLYCOLYSIS,-6.576316573769466e-06,-0.01650106545830684,0.022168595314158854,0.00011013912726380516,-0.026844280052229358,-0.08696165560588388,-0.024501563156736742,-0.03748293490198172,0.02592015289937306,0.12688121279935088,0.04523478401375597,0.01957389983316702,0.020749805253036383
HALLMARK_HEDGEHOG_SIGNALING,0.007785136500604118,0.02814162426111558,0.07395652332014037,-0.026641193129248376,-0.019666272001367252,-0.03690810387281122,-0.01600603862258469,-0.03977035432086631,-0.007456374486817688,0.10310405619186895,0.004408075226552292,-0.016520393263701708,0.12420000678310732
HALLMARK_HEME_METABOLISM,0.011171941004350936,0.037962482826604756,0.06175592241538069,-0.021418873770805116,0.010131685124960642,-0.05627272065353498,0.0489562582820271,0.07967131796583436,0.06755683656929037,0.11290296193006642,0.0374403961357525,-0.012812429977405056,0.057450620556529636
HALLMARK_HYPOXIA,0.009137777930825021,-0.04449033130626159,-0.06220655725553932,0.01520867714560595,-0.01639337539563929,-0.04810402413212303,0.11904522985577012,-0.06394152159033005,0.049425243472142104,-0.019239804258461963,0.023752553083977064,0.05319685042400969,-0.04300302875183208
HALLMARK_IL2_STAT5_SIGNALING,0.031204189007151148,0.009667688999503193,0.020699501655281748,-0.03490104510236331,-0.02130235847120682,0.0008746444689247677,-0.007009076968003705,0.044635836648668936,0.011730604936430898,0.15313054986362779,-0.013491516018442538,0.06918066311445399,-0.03211603188291023
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04602747965995838,0.020209781208081597,0.02343604068123832,-0.06840869483477365,-0.0090314587517912,0.01297810741101319,0.03670122574584405,0.07583508887502605,0.04776432434387593,0.08403333699393353,0.016402090458881954,0.06258037056521146,-0.05406292183872152
HALLMARK_INFLAMMATORY_RESPONSE,-0.02207890226035188,-0.036805013069647924,-0.07150623303697319,0.04283701189769142,-0.03027859802430869,0.003627915477157721,-0.02805098589187147,0.036037312450255383,0.0940605111575674,0.009013633812815797,0.016673734189538995,-0.0049102935216597905,-0.06397071852445008
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.06718672023996772,0.03874402622926407,0.06256922899941203,-0.0166711933266033,-0.021699873102657596,0.04728134750418933,-0.030054799454857763,0.15979231221867107,0.06411888689701302,0.07708885263092836,-0.015961871624962883,-0.006154297865448959,0.06382910542008687
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02629442029138721,0.0006879755958006565,-0.014783232415522492,-0.05609715389548542,0.029002711459444434,0.024682411622960136,-0.003763475562658023,0.09440737118833285,-0.030594188592038565,0.07165977039640549,0.0571857934685001,0.05487590392449433,-0.07041805205618754
