,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.05814179651563008,0.021613180792856537,0.12422724000264498,-0.013102030486956484,0.017365950927565422,0.02004825618038579,0.042797980803888795,0.07175980918247953,0.08232188558496187,-0.04145029167865503
HALLMARK_ALLOGRAFT_REJECTION,0.027769202149206623,-0.019939995008854815,-0.01831985264269709,0.03364037013943151,0.02128208687579522,0.0017018745365521832,0.07312357458386841,0.07174061737170676,0.03380695371857341,-0.013160328777303438
HALLMARK_ANDROGEN_RESPONSE,0.04812448701783849,0.03267842307181317,0.06398947452156882,0.07133002080573778,0.03913375903520991,0.02798681668166004,0.054586571913241164,0.048312072638602245,0.03118201630098208,-0.05144819120370502
HALLMARK_ANGIOGENESIS,0.007354186191062648,0.03824613797575358,-0.08179344490342687,-0.05184141330274577,0.07539866191761646,-0.04705629587895553,0.0008593634510345431,-0.05394870999523987,-0.00021182467316479541,-0.027381753945002647
HALLMARK_APICAL_JUNCTION,0.08722456840451842,0.031958188679634306,0.0999877658234015,-0.0288905741948851,-0.008183368811370523,0.023256671873433946,0.026404318998296997,0.038964047674877565,0.04125221833650695,0.028815824157397432
HALLMARK_APICAL_SURFACE,0.04007727151661669,-0.00965780821994697,0.10911903570618627,0.059586807559244295,-0.05555040335205313,-0.02204490464784545,0.057340354480048816,0.03182367515388872,0.021026693866555275,0.05485820779954295
HALLMARK_APOPTOSIS,0.007619282036442549,0.0013045483529580872,0.0071426836787137305,0.07305238713039695,0.0058178644625031094,-0.07812762465485906,-0.03636633740484069,-0.04651400784313548,0.01672019554536568,-0.0353974099710792
HALLMARK_BILE_ACID_METABOLISM,0.030422511366821288,0.021049528772839304,0.07630857409450147,0.018017277776187134,0.05953784659969368,0.003061591029881499,0.018275693872235422,0.051018595268866526,0.07494076519078377,-0.0001708419717991094
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04828875713393801,-0.014158122547148135,0.06831300595742014,-0.040411735559314044,0.04549239060163974,0.0091937467385146,0.08129518401718158,0.07472729056509304,0.0035836715364166182,0.055273905431304664
HALLMARK_COAGULATION,0.08677860192267123,0.0311615032516459,-0.01839549145899151,-0.0070076340738810475,0.018139431213490674,0.002839429454107691,0.06027268216885618,0.07573889634643048,0.016338528134907555,-0.06825525740109731
HALLMARK_COMPLEMENT,0.014075525424175003,0.016085293058353094,0.07892186559443654,-0.0052451842982853035,0.03721784065781527,0.02469774249353525,0.10082677359168504,0.03433328251932113,0.07476948082893876,0.0037763030617892768
HALLMARK_DNA_REPAIR,0.10311121742223021,0.028591633758338616,0.06704081936524654,0.07645332947171442,0.014431665809114485,0.10757776057701023,0.04250803291322304,0.03771102368144578,0.031459563991954244,0.040494025239477476
HALLMARK_E2F_TARGETS,0.07199003246337991,-0.021226900815087622,0.06278698780009381,0.028117448276735537,-0.01623033745601415,0.02945397349033722,0.08832287256534282,-0.016943499199922277,0.09427718385607767,0.08872827081069534
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.039245242801376215,0.0342515422048592,0.0007801980865753633,-0.015493769886254442,0.023016299813005712,-0.06261434221670541,0.05162623585224581,-0.06870636890483844,0.07359384407584128,-0.036794049517346626
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0209103309893175,0.011640395238169328,0.09247380155127363,-0.03780530340196495,0.03072481040324948,-0.026150360599779477,0.03352067505621285,0.01639141172449726,0.09982347391251237,-0.020847426605374943
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019893711343981862,0.0039263750615717635,-0.024842137001246378,0.05835015923177786,0.008609530031847026,0.05432100955079915,0.020029499078618517,0.02311203084158193,-0.0005021049212780664,0.03276293329349016
HALLMARK_FATTY_ACID_METABOLISM,-0.005052011823928617,0.05002769107763268,0.009945361263788942,-0.0007623178283057823,-0.009652684155119433,0.03229720573104619,0.08188829558449968,-0.01448725134167245,0.06260439659997566,-0.006457769561206759
