,MGH258,UKF243,UKF248,UKF260,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02510487767587064,0.03918691161497817,-0.04015200169541443,0.0186915023136045,0.05313052939757019,0.020696821473722486,0.07093030794099527,-0.03266304391400932,0.2020755677950406,0.18430062027605948,0.013278323027066255,0.09373089397866077,0.11870944055891437,0.13427672447421793,0.08876227276728868,0.19711413881634215,0.08351373974233012
HALLMARK_ALLOGRAFT_REJECTION,0.03376294303531154,0.071826176691195,0.03800224970695884,0.1274924364265298,0.1056671931961546,0.2019816326685929,0.13191478438823162,0.04078378065295411,0.08870714771303922,0.024318565950586988,0.09075474753924015,-0.0007044662408824967,0.041465322650914786,0.13999750138211015,0.1230422380280379,0.15247266352686234,-0.032372029881626845
HALLMARK_ANDROGEN_RESPONSE,0.06128738722177596,0.0505035256222945,0.008750594749392097,-0.0051125566797248405,0.07376836038135105,0.1526246724774787,0.10396045526521511,0.037179233699212506,0.14473418402018084,0.10246053319265373,0.09299835723809892,-0.04567048093854597,0.1199869012760483,0.14254932546585702,0.12889732033952883,0.14132707710310569,0.04203926221675664
HALLMARK_ANGIOGENESIS,-0.020719204511307297,-0.08481443507915198,0.0006390485892847641,0.04781528205530131,0.15824438125776574,0.07066055698308979,-0.005060861694561245,0.05959350571816764,0.16117321502692927,-0.10128210530494106,-0.07159090180978532,-0.009494127642868748,0.03469828595961537,-0.041497800966361076,0.09618874022013471,-0.0870587061300747,0.04310771144786073
HALLMARK_APICAL_JUNCTION,0.003487529911689069,0.05533731082466005,-0.02289035800430157,0.07087131875479,0.10714248860140678,0.08409970925023451,0.15769603391286727,0.02997012801599835,0.1741438954801458,0.1636799670149264,0.033693054054042514,0.08053335701878249,0.12132604059652662,0.15873709071189634,0.08683952265316827,0.17673293464446804,0.09207446167540222
HALLMARK_APICAL_SURFACE,0.07087602154668904,0.09894629283671237,-0.029613406588728106,-0.027914169878309025,-0.048998651496402916,-0.08183438624322534,0.15605669045176876,-0.011461688238037438,0.0989430980226991,0.20679775888778434,0.06519621244967325,0.07183601813888946,0.091047126453081,0.07546585449213797,-0.03927777914525226,0.1720834619030512,0.030183327320346728
HALLMARK_APOPTOSIS,0.03537149484704325,0.012456463161690275,-0.030728223310294626,0.11377127432894293,0.0166940195012996,0.10458198161581236,-0.04289300000750739,-0.0150076091801136,0.04523393866980254,0.09421289926248091,0.03352538337764439,0.071166545200672,0.01008530362024953,0.015420554643394776,0.04965513632079481,0.12939419666487728,0.07553317204084671
HALLMARK_BILE_ACID_METABOLISM,0.07235513980327728,-0.046938952534935054,-0.002953939380973389,-0.007259480702815261,0.10932972429225454,0.0004854325424785367,0.05961893157783003,-0.023419950484970524,0.12022977817044829,0.16042981312497617,0.05506285407037012,-0.0007064338241012954,0.07606039964076992,0.07655192440735564,0.0680116940403618,0.16430701418398,0.06736140190212878
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.014468038526928954,0.017949330307229006,-0.02491881149741553,-0.009701632834363634,0.012484427921873069,0.15521072301230915,0.10179702301788697,-0.009370650287449168,0.1751587838797287,0.06087473308557401,0.03564255537941335,0.10873039641232285,0.1110909766054476,0.13047098605125382,-0.016702151770634426,0.15639875319213234,0.06840194811709863
HALLMARK_COAGULATION,9.635640451662644e-06,-0.004643415280260973,-0.03793248907611809,0.10852915669811315,0.11526034221551089,0.2010985867994473,0.1295530430158075,0.06183158615028247,0.0627592279277533,0.16936273508397207,0.0725991290028528,0.0906145554345071,0.10476115451888961,0.15643516380273387,0.0869923640762833,0.1293347430684191,0.09930824000158278
HALLMARK_COMPLEMENT,0.03475421627915754,0.023034379929969734,-0.019227572825584148,0.1245704226609912,0.13248232437129154,0.131039588372697,0.08856804190605358,0.01064608933851272,0.17532733165007755,0.045882766454929176,0.018654527479895655,0.06380449183290181,0.0865418976150998,0.11056032499123979,0.0821697472583218,0.19782272425806707,0.07078486507233644
HALLMARK_DNA_REPAIR,0.007643409593902645,0.08627005495115281,-0.006775272279274745,0.043808234289817186,0.0911403721004025,0.03937257498887764,0.13752858533566917,0.020770619778672124,0.1893371319164165,0.15133463205374484,0.10475006963076411,0.1234990155961567,0.14540549126560534,0.11761327163021727,0.05190914916554623,0.2001511021798801,0.09265011898555771
HALLMARK_E2F_TARGETS,0.005603669924929817,0.02501398748672724,-0.009676970692635619,-0.0037810863359034304,0.06489447881428374,-0.044371514751014814,0.13580088092550857,0.007287766495265247,0.08881737331598222,0.1892941792270296,0.05339884059609752,0.05464497974620655,0.11742924364497065,0.0774288912406309,0.02360833239289828,0.12480316539937004,0.07905468957892008
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.005401580511826488,-0.009758246023941692,-0.04966524283917516,0.1357100266911484,0.10945054759395777,0.1696278226493215,0.0871662151832147,0.04763616518980961,0.15455417808122687,-0.004334209297466147,0.0027086530262733946,0.10072588315527485,0.02541617294893929,0.09004086035684705,0.11654897004700342,0.09887796600809945,0.13171497353961445
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024130308431561952,-0.013659196547905265,-0.01656026988799739,-0.06778037536619047,0.06378493324899893,-0.13228512379196383,0.009949112151222149,-0.07385011979964738,0.10162406077583103,0.07092159950978374,0.013397716756857553,0.11118620957546638,0.05356045563700796,0.12275427006875197,0.05447098274233714,0.11381701804790414,0.10352834159828703
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02943744581749224,0.0010359201793811814,-0.008756611767639363,0.0971595388203029,0.03265354879382367,0.16574344071879113,0.07157006977574806,0.016599673013739723,-0.007992960896333558,0.09987953907762023,0.05590194519929446,-0.00016433716710975864,0.14467478383155224,0.08733509082479878,0.015465392898966947,0.10234306716372384,0.05729196204992926
HALLMARK_FATTY_ACID_METABOLISM,0.009409619667504095,-0.08995283551462675,0.02585850880611665,-0.0016265544831479686,0.06698495345856297,-0.04925499036897706,0.018394819552100403,-0.04140091138348634,0.09158829641816577,-0.005077263109087595,0.08694983288785153,0.08151668146456832,0.07956781268418513,-0.006959307025952643,-0.039238891197735534,0.10591496246588288,0.06993424179670632
HALLMARK_G2M_CHECKPOINT,0.011385623563023565,0.08347290912538413,0.022200763210395925,0.004538108578314431,0.09657395225724551,0.02964844420821097,0.10752390397074045,0.025053029189404816,0.15324070653215893,0.14362022187221596,0.11213419890244018,0.11328475249520768,0.1168443211508525,0.07469373917071996,0.0184494177282635,0.15064554987819886,0.07787061856724857
HALLMARK_GLYCOLYSIS,0.033852772235955536,0.009357587216489468,0.02596839102029883,-0.03897868837286968,0.08101863115399521,-0.07884815309855837,0.07243158115838758,0.041460407728719166,0.17364004605049485,0.09360410946548874,0.053638487076082375,0.12118289534550533,0.11811894952370448,0.10128385974220525,0.003610959630571545,0.15328638221913038,0.03421976960244204
HALLMARK_HEDGEHOG_SIGNALING,0.03645932967273782,0.01876812729899889,-0.006887286155780929,-0.10607200673879003,-0.06266221599961368,-0.17354301363629251,0.023106675818623645,-0.08227107772797768,0.1481117964088997,-0.010468154172118563,0.04186866451211313,0.050127458140227815,0.07477275129773937,0.08449389417700646,-0.02355573207807616,0.1293356425596993,-0.0349394015570992
HALLMARK_HEME_METABOLISM,0.020630419150339595,0.058679989689346936,-0.014880543345715227,0.060011699631839895,0.09339816200989257,-0.008743276211038813,0.1552836616565269,-0.0266856754033579,0.18336314949412882,0.05729186367513073,0.03282724233754681,0.0836890307391846,0.13157676861326664,0.11655142046832358,0.024780523205979205,0.17547361445205176,0.03896917862023396
HALLMARK_HYPOXIA,-0.03199685350339261,-0.008604585523284322,0.000859658367055015,-0.005008573409693854,-0.013098988277264079,0.09717107421707054,-0.05816280263989853,0.016787931624021146,0.1915212385744008,-0.13563419117971623,-0.000596544191816559,0.13074155202349116,-0.04898960481394516,-0.06318255509997331,0.000384697984567429,0.06354958506043216,0.12045534069858976
