,MGH258,UKF248,UKF259,UKF269,UKF275,UKF313,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.06773158163083806,0.13329876704976612,0.014367866419538626,0.06734771093256509,-0.00029271420373569917,0.08984941769869842,0.06323759083411959
HALLMARK_ALLOGRAFT_REJECTION,-0.04442649680907133,0.07037454565717453,0.07521038289013585,0.055219305884215336,0.0025569398351792567,0.15768653043486383,0.0003899576642859014
HALLMARK_ANDROGEN_RESPONSE,0.05706656252786371,0.10833077105708065,0.05786114243383531,0.08506724862403237,-0.03491974623888688,0.1289363879068189,-0.034428946392679655
HALLMARK_ANGIOGENESIS,-0.09265162431353242,-0.03242610948144102,-0.08136155591821174,0.06048080853270045,-0.03077194396715468,-0.05970830449993863,0.0033821182000322815
HALLMARK_APICAL_JUNCTION,0.12425295172272856,0.0952270425598162,-0.0218800360510076,0.07238227635908061,-0.004952564425456027,0.11799857073219613,0.021128152580250747
HALLMARK_APICAL_SURFACE,0.13415361146663557,0.10098306855129649,-0.02871370756807475,-0.051180983796344365,0.03172740458119489,0.12001431069575123,0.05364573610403585
HALLMARK_APOPTOSIS,0.012656154656107543,0.0457115200807062,-0.03017772919427472,0.012662691493519219,-0.0512458286447731,0.02043144770641667,0.02592492535979126
HALLMARK_BILE_ACID_METABOLISM,0.1288792540084307,0.08291057307520931,-0.05218304358481462,0.09402562868151913,-0.03869735924928355,0.06353484173401534,0.030418985205947838
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03153170717017127,0.004381099076460381,0.03001577959380122,0.05801641182869418,-0.027826749454926653,0.13709190869666407,0.013882009462384916
HALLMARK_COAGULATION,-0.04181979818596253,0.09179405439552979,0.028100309834466222,0.04579629000459374,-0.032701152369926066,0.12031092914784355,0.01901375046557601
HALLMARK_COMPLEMENT,-0.050755757181706856,0.0448523560517611,0.01889439413564033,0.07189937054791008,-0.009984223866667473,0.11168697324358716,0.06127192371940515
HALLMARK_DNA_REPAIR,0.06904066911898628,0.10400674342486597,0.1041835461428893,0.10343977517631102,0.008183890370279912,0.1525324601839586,0.03470216185970581
HALLMARK_E2F_TARGETS,0.06372631326349462,0.08027084055402293,0.037268375165712415,0.09287540782968186,0.013065530745390543,0.1592004936333604,0.0234187111232207
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05494489811337308,0.022159308220682118,0.03288775319208838,0.076103507664989,-0.038298596608367194,-0.03339733571082155,0.0449399064488915
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030096419661692256,0.05925369480855368,-0.006086519454424161,0.07722597572918252,-0.02253737196483295,-0.048369111631179504,0.06298246996450788
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.007495664945774588,0.056016562087040894,0.01582620373046762,0.01559236787580978,0.008203711622991846,0.11441529331227755,0.036799717045137494
