,MGH258,UKF243,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.04839836561419343,-0.022484340990704448,0.009360048689290966,-0.0069095805024968725,0.09079129060513952,0.01574142117219414,-0.0028930201985521136,0.09122094562152169,0.05525658414022444,0.09386963407200846,0.024369452813270978,0.087599468000862,0.0839637544929646,-0.0023995617065116137,0.011273969946975474,-0.06850493938039749,0.11025466738871514,0.027494511525893463,0.02645952373964506
HALLMARK_ALLOGRAFT_REJECTION,0.006303593077686957,0.06112565425746095,-0.02309628391832418,-0.001278968081666032,0.1727194116747172,-0.012077826871431193,0.031761679587621335,0.07337939623162561,0.06337765003103292,0.06928025066169824,0.06470661991823456,0.07944522073652126,0.10989992920870913,-0.029692019060371673,-0.006648160026935849,-0.03144695800423785,0.0962417551596854,0.1054170063182099,0.023104770595431773
HALLMARK_ANDROGEN_RESPONSE,0.045165098264032484,-0.09833252498322641,0.026358228481944853,0.02528590000494432,0.1751966184540727,0.013026801681664356,-0.011327400249958014,0.08112255992411534,0.09461919190680403,-0.008954069016202848,0.0391849992098486,0.07841102642799541,0.1033842492114398,0.06955686492570258,-0.015266709182743185,0.01616973227319722,0.10227706382626044,-0.03269597689065501,0.12462987842497773
HALLMARK_ANGIOGENESIS,0.0016895229421472224,-0.0053762031492127224,0.05084963660133247,0.05411623241261027,0.16994272890596882,-0.050358955324851504,-0.07923710879632992,0.14337826092407224,0.035584794048370116,-0.10954153799395888,0.00384574333717073,0.01994513590812004,0.058510744968489486,-0.031208546559336782,-0.01956616690631347,0.06667975473510784,-0.026097185981251436,-0.08270517831820388,0.027052789547542914
HALLMARK_APICAL_JUNCTION,-0.031086195222682238,-0.03648247568130837,0.03389825353513953,-0.03981468632129175,0.2050004252661013,-0.005126865972644043,-0.03863670346086515,0.025553460365263986,0.07454292857181455,0.09223420082315248,0.03223243991843147,0.05357527619088839,0.08559794447759624,0.0008467542660028982,0.0757442807824992,0.0004879718754813239,0.12736516620974592,-0.0050897618393193405,0.010554561544550672
HALLMARK_APICAL_SURFACE,-0.04991614995319767,0.04537377202657895,0.07687161301501011,-0.001003368688365826,-0.07832816064058633,-0.07233132651261194,0.01145831606497104,-0.057618746936200955,-0.0779754892234622,0.06360246679166753,0.059391952057038205,0.013839124111628655,0.08807156800470173,0.004376704317495698,-0.01586064914956594,-0.003914587118465138,0.09763697606040429,0.06891471270772692,-0.02456370910578465
HALLMARK_APOPTOSIS,-0.015556831672746555,0.04057514575215791,0.01371810304968757,-0.014776275784411754,-0.021058382554434527,0.0034014024352314086,-0.07415975993367283,0.01728778134530782,0.1000559123907903,0.04961656955388547,0.03265218644636957,0.03852864489200631,-0.03317841658425568,0.03467649840355859,0.02014559415244536,0.006407338191688865,0.09042874359222954,0.003008985663934505,0.07512062598721618
HALLMARK_BILE_ACID_METABOLISM,0.028314284617615218,-0.059471630982337195,0.0665770232068212,-0.01703372859871837,0.1129423445612464,-0.0007175918416550894,-0.11378305293966298,0.03217589263206614,0.059311383121221355,0.04637147842393847,0.02937785198827357,0.06983248389793859,0.13745979847024276,0.0582089582792967,-0.01987762031758335,0.009550672593897271,0.06544836149006443,-0.04241870409068828,0.008984908025148466
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03506713410394217,-0.0707151405554741,0.022830031758206613,-0.022285804919256805,0.1790267547388574,0.07258035534211923,-0.05450509333300224,0.09648508232323019,0.11739830433793517,0.07892760682732577,0.016094049259795004,0.03952944215286241,0.049279207278136415,0.09244441542550949,0.06708416284427209,0.02899975876524075,0.08856854017627003,-0.02550739190445529,0.04357366552388003
HALLMARK_COAGULATION,-0.04431398142336734,-0.01346684707268589,0.030036785629995264,0.00879533354865262,0.13210630153739586,0.014816626510039827,-0.009714392565577613,0.13102755608267674,0.12237023310195774,-0.023456988609716387,0.027171443765746168,0.014053563149142172,0.06392855237473481,-0.000701972879510201,-0.0048154562233559345,0.06092499383948679,0.13771477730697568,-0.002526581838500956,0.1173933333454689
