,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.25572571823939616,0.18518390516884176,0.13618234770330723,0.019558996502379345,0.07764952877420687
HALLMARK_ALLOGRAFT_REJECTION,0.0956707570582461,0.1514042434691489,-0.06469390267099172,0.025588000593949323,-0.08244240672577861
HALLMARK_ANDROGEN_RESPONSE,0.10980685742513178,0.14157527929592015,0.011718864625941575,0.01819790402202396,0.04700605994946408
HALLMARK_ANGIOGENESIS,-0.14362427594117524,-0.1603723961424265,-0.11606399514035279,-0.07279008192713339,-0.08204199544175213
HALLMARK_APICAL_JUNCTION,0.22213007714689514,0.15766653416754656,0.20032325709052598,0.041265850764040574,0.108021458487026
HALLMARK_APICAL_SURFACE,0.17408583752759615,0.1535407741239197,0.14986485348497602,0.03845396060282821,0.03707888354529895
HALLMARK_APOPTOSIS,-0.029897030279317484,-0.07700180984847314,-0.0828906879602812,0.022870461331927664,0.025348922882492377
HALLMARK_BILE_ACID_METABOLISM,0.09749286815319896,0.11576115160207194,0.10231383975589574,0.017833141047275715,0.06327735149310408
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.2047657259907182,0.20152365403139785,0.13610352122722225,-0.0018173108955764638,0.046414725968618085
HALLMARK_COAGULATION,0.14933366741979381,0.1274078383611842,-0.17201148849337614,0.07236931127330526,-0.03842138411641584
HALLMARK_COMPLEMENT,0.22127993787774253,0.09787210994135208,0.10358696247298702,0.08568411059925486,0.0739011377370161
HALLMARK_DNA_REPAIR,0.209494664466236,0.1892037946277975,0.2597583911464429,0.0755055684385715,0.144945410195642
HALLMARK_E2F_TARGETS,0.04138532448959195,0.09082320492180818,0.14887509275316374,-0.004489657232908474,0.03400366161474018
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.13745487346315563,-0.12082585115856401,-0.13616073092836345,0.096899605119199,-0.006489141710615915
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.21109001524977994,0.1037352091613284,0.25576101326116985,0.03154045869665338,0.0977944273950949
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13630223451022985,0.18086345368032117,0.08925986786401882,-0.018447529296935345,-0.0031648879207260786
HALLMARK_FATTY_ACID_METABOLISM,-0.02621455515447129,-0.021639555020040717,0.03335858775088758,0.023513004676433392,0.14524207549162355
HALLMARK_G2M_CHECKPOINT,0.028306203269939798,0.07763303987248493,0.12347002621155202,0.03509547698096592,0.03080905789738838
HALLMARK_GLYCOLYSIS,0.06295937614653578,0.09254612328310263,0.18892191188597038,0.07250116268447249,0.11957281320990418
HALLMARK_HEDGEHOG_SIGNALING,0.18121014745154826,0.08404804180535633,0.34501653562346457,0.03755059909075548,0.03807358483182529
HALLMARK_HEME_METABOLISM,0.20822979117983206,0.16550832386883968,0.22971700010557514,0.045401311285730925,0.09249596602065382
HALLMARK_HYPOXIA,-0.0983003582448282,-0.15190802329749636,-0.07139484038090614,-0.022310179266070516,0.09474871382104579
HALLMARK_IL2_STAT5_SIGNALING,0.12516731200534503,0.12073918366511428,0.09780538258451718,0.03873657033843229,0.03413131507616113
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05511564290237319,0.05790769903372126,-0.04321444731641886,0.028676136963956718,-0.10124498628565129
HALLMARK_INFLAMMATORY_RESPONSE,-0.04952440256869466,-0.03680325356840923,-0.028153673866760605,-0.05655322455733689,0.0271032698740336
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.16976886334494146,0.18161669827481006,0.07116648498810985,0.08731405938630446,0.008910019725075201
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.037133435887026306,0.013790158426814272,-0.11021129474103095,-0.0013356923928714343,0.027441993653546486
HALLMARK_KRAS_SIGNALING_DN,0.25651496085046843,0.19647695409126412,0.3577266768471892,0.05913467725961893,0.16569699336596452
HALLMARK_KRAS_SIGNALING_UP,0.16449851209535515,0.12179377908131932,0.2470589274825435,0.0161855386052075,0.087217081807166
HALLMARK_MITOTIC_SPINDLE,0.21477454526813924,0.15769790745052922,0.272204994025987,0.060187489818125293,0.11729646909631028
