,UKF243,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.08432549771257755,0.07942907803024112,-0.05857826374954161,0.13009242467214488,0.15302736631032215,0.16012586267334536,0.02377704930655722,0.03425180071405846,0.12984517414138272,0.20504460670002797,0.09445507603872988,0.028189282487173076,0.16043667116892366
HALLMARK_ALLOGRAFT_REJECTION,-0.06938287299667784,0.06967282302344638,-0.1440458447671038,0.048763059319075014,0.09011813461596062,0.09413161396860381,0.06739508153636822,0.08742017352538518,0.04731784501657079,0.10265140815098256,-0.0375121860356923,-0.04912256074681686,0.03495643014639233
HALLMARK_ANDROGEN_RESPONSE,0.1132266710349377,0.06203659968937835,-0.06889639794764513,0.024857110496184758,0.1559584574908929,0.025118897480220215,0.05436804500131707,0.06594132124391616,0.1202884588992095,0.18260941253186574,0.04874390207943369,0.04306706628579769,0.09381978538676963
HALLMARK_ANGIOGENESIS,-0.05018793745376886,0.10548540663716845,0.20651020038397022,0.060375759936637144,0.16557879481454527,-0.04855441525393386,-0.09682781195181112,-0.033033022586148396,0.030227811030216573,-0.18861800687947355,-0.03793898860203311,0.027276562996769137,-0.1092228523279039
HALLMARK_APICAL_JUNCTION,0.07518336466869696,0.08078930370789271,0.13474755369417982,0.07669910869352917,0.08799977645786969,0.1495740024637091,0.04097878970117852,0.052682961121281714,0.12757887627245984,0.2007651200618241,0.059134415039067495,-0.001149494172052832,0.1039708641941017
HALLMARK_APICAL_SURFACE,0.04585852854311918,-0.04875467568910492,-0.07608066948062985,0.024392003389099092,0.07898697038655494,0.1185923264191856,0.12136516397406333,-0.016660510797455206,0.14629242833359185,0.16629282786296976,0.03228882330348884,0.017835558743868902,0.09946137303508888
HALLMARK_APOPTOSIS,-0.01785030928297197,0.02108613367211387,0.07603130683931775,0.04055346002515289,0.031860871374804325,0.05073129947312694,-0.0024213809018275153,-0.04767619191992165,-0.0512532598120638,-0.04984612201420187,0.10340763814817806,0.002079611958093926,0.07205584386838434
HALLMARK_BILE_ACID_METABOLISM,0.0751853548808668,0.07878730474295267,0.09397966637689326,0.04156688034064328,0.007195470163126121,0.1003204753963193,0.09661855012606423,-0.03553021769117363,0.12072709131346158,0.1894651999503644,0.08391694635831119,-0.030635159294719865,0.15526328539568712
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07988781586531535,0.05677650452431744,0.18892782013371387,0.04298673657957408,0.19516676334550104,0.12608718635653368,0.10776750589453765,0.015899400159088632,0.14118813040410919,0.22416902744467954,0.08738314124925507,0.019451132183030396,0.19588833543152065
HALLMARK_COAGULATION,0.052916855499444124,0.04485600853266407,0.0018587734782305756,0.09707693667707652,0.03048040859939791,0.06453256506749257,0.05434977159125118,0.05882882116058607,0.11019521670744034,0.10501247831121566,0.07691632534460337,0.019890018060847753,0.03765857503095338
HALLMARK_COMPLEMENT,-0.017992514084768686,0.09709848047522089,0.15276793114747234,0.06800556459148441,0.20143329370336016,0.11320343928609473,0.08750517940673956,0.04704913220763868,0.045569628500165084,0.1375286279874263,0.10850418534183953,0.03565560506484382,0.14379912994315844
HALLMARK_DNA_REPAIR,0.12449748530854236,0.09799839024565522,0.006220765030489859,0.09688319974075808,0.1735842789015508,0.2027639298055898,0.09158872164010974,0.0580347634619274,0.14950070812364583,0.23710107049701504,0.0718145154658097,0.028915421242003584,0.170790037810641
HALLMARK_E2F_TARGETS,0.026943561714111962,0.09805258425156507,0.03459274606992423,0.07960660693520599,0.027446518844189454,0.09613161124078892,0.08234542949633092,0.01434570519828728,0.11520857509590657,0.11061104613694484,0.03211783195541727,0.005764362234303136,0.14911985855846777
