,UKF251,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.011016979858531197,0.015906904771666855,0.04380319059415349,-0.07443871704948662,-0.010776126422129422,0.1173877706287533,-0.15780088168678738,0.08500027670957006,-0.0015851306694006292
HALLMARK_ALLOGRAFT_REJECTION,0.1142561557898592,0.028801261366062713,0.08945220366247726,0.178740740996596,0.0931027769023279,0.04099471979070772,0.01363975943538741,0.15426738436620788,0.1304050959256774
HALLMARK_ANDROGEN_RESPONSE,-0.034851060922815834,-0.05428847059868332,0.011680351282629084,0.04190059378655609,0.03585026108564711,0.0405072540480594,-0.10698013072401642,0.14629947735115295,-0.02761313593623498
HALLMARK_ANGIOGENESIS,-0.053111073524184205,-0.029543455459202523,-0.09552900843812942,-0.020033262966817036,0.049770260876234894,-0.13259586507738672,-0.028152425927045827,0.04844321091595429,-0.11523113471252804
HALLMARK_APICAL_JUNCTION,0.03827017339065889,-0.02293452669432221,0.027595347173501067,0.049751255288950504,-0.059256416016291544,0.09248253041278812,-0.053897940171550834,0.043595935905923665,-0.05159836861262735
HALLMARK_APICAL_SURFACE,-0.013052936582781338,-0.022433703197194524,0.018197935160131292,-0.08545535231652049,-0.013904269216938618,0.010839242543387698,-0.13535222994114715,0.0525686512055523,-0.052872831381461115
HALLMARK_APOPTOSIS,0.04023752611102825,0.07434593775569538,-0.024735902864358998,-0.042924218313798806,-0.014889092353545155,0.15028015800028519,0.06249870656679107,0.20323347598494945,-0.03718777156307775
HALLMARK_BILE_ACID_METABOLISM,0.041367502787225376,-0.02470068983323849,0.0003525487474404644,-0.01244297731311724,0.061088859208958325,0.032172427234130316,-0.14180147616861738,0.06121704226770843,0.008410827330955991
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.011744408373942274,-0.01970467456922112,-0.029912739254512308,-0.0569398384128233,0.11807768671200396,0.10445572252772106,-0.16231917502690066,0.012705403179949297,-0.07537090921692934
HALLMARK_COAGULATION,0.03354402050636752,0.02534722605982327,0.05247115618462001,0.00895379314206732,0.0999111404919281,-0.13981074480927086,0.01958432328953696,0.15340409634179572,-0.0877932859694227
HALLMARK_COMPLEMENT,-0.0046081030815673385,0.02628975758448943,-0.019094517316239974,-0.005061979007139566,0.05837082308709681,0.1610063214579159,-0.048943677548063114,0.05976596998397178,-0.0820792091951189
HALLMARK_DNA_REPAIR,0.028077969937276737,-0.014595038368568864,0.010729109917420272,-0.05899766576423908,-0.08085173119438224,0.1173053289679109,-0.1595962708741021,0.05276836475738711,-0.007956681903793434
HALLMARK_E2F_TARGETS,0.0023582123368092456,-0.03556655619598129,-0.039989215968295,-0.08762681880353522,-0.09414618237265587,-0.025785097395726927,-0.10279277935909317,0.013856739837859445,-0.04565128269069058
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01118065346726566,0.028734512344752872,-0.006537503236591349,0.024959996939811085,0.09080435360949221,-0.14242772662368672,0.005773339873238947,0.16336096708242476,-0.08977934177026826
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09633732347640488,4.191550366032573e-05,0.004823411456714462,0.005229540469977476,-0.040546680507220434,-0.14774150167865724,-0.07540325828951143,0.11586518300307758,0.02750343935049994
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07490991599540214,0.032818732362973946,-0.013334676764572414,-0.02054337547514125,-0.03496310848301286,0.1130711618846886,-0.07007880917096435,0.041087219586689684,-0.017212600088605895
HALLMARK_FATTY_ACID_METABOLISM,0.018679367224614093,0.005620958655383198,-0.037577043032079364,-0.05620132275019831,-0.007719061193791689,-0.05692168535564852,-0.06130172801655582,-0.010818787209500733,-0.07609898366453204
HALLMARK_G2M_CHECKPOINT,-0.00310427388956796,-0.03326925374141381,-0.009162274244879299,-0.04921083651299437,-0.03317153444493631,0.09333908143552921,-0.13499442686767069,0.009137672315867856,-0.09549964481144967
HALLMARK_GLYCOLYSIS,-0.020108000955213777,-0.0547769388371563,-0.05942726464628605,-0.07858206073908555,-0.04943723490642978,0.01312271634653275,-0.17361377433389727,0.056029161159887625,-0.06284103120819097
HALLMARK_HEDGEHOG_SIGNALING,-0.01750935391265211,-0.000971424053539693,0.037557787491780244,-0.1230833885831305,-0.08016797499825776,-0.04447437768051622,-0.19410340355141345,-0.07657468129679991,-0.08911720120723694
HALLMARK_HEME_METABOLISM,0.008449317709672477,-0.015546788643216609,0.021369026977438203,-0.044903279347037896,-0.06883551805691726,0.03995333258974712,-0.10130982323609988,0.06065326075343753,0.04492906862171717
HALLMARK_HYPOXIA,-0.03896113290216914,0.05729450477834989,-0.019686843713145937,0.01416459432783721,-0.07820795265966635,-0.017745735824713674,-0.1107854584997202,-0.07351008533896035,0.009890734295679922
HALLMARK_IL2_STAT5_SIGNALING,-0.09701930360716332,0.030158273914407497,0.025872786737398987,-0.0839992329356671,0.025725096673374383,0.04335768550009692,-0.12416208678184745,0.02928427798237889,-0.02036015168938668
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.014303592189302357,-0.033552185901332035,-0.06744475084764112,0.06461313013469058,0.06114644577863029,0.06537537799280355,-0.015164401996276038,0.04498832946566761,-0.1251757429694479
HALLMARK_INFLAMMATORY_RESPONSE,-0.008447622700802841,-0.006194784109478758,-0.08139887672690528,-0.12195951542497631,-0.014742431299052132,0.08628175154622561,-0.1693842812582263,0.09429726498334436,-0.12031388981429121
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0033450791729387128,-0.000888963621437543,0.0379128476527235,0.13270926911323705,0.07254467132936836,0.08791385032319385,0.042757852192940864,0.09279682402348283,0.1723100673415968
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04984548544314405,0.0617035498682503,0.05988215246638218,0.12945477079561166,0.020238370733334676,0.20059397182028893,0.03140977902001811,0.18296881715387447,-0.08757676645958842
HALLMARK_KRAS_SIGNALING_DN,-0.023993304452448693,-0.018947567312394283,-0.04382603856555155,-0.10266701932822392,-0.08900259351192737,0.17573733511327935,-0.08967840479527434,0.04782208457037879,0.09056426661834456
HALLMARK_KRAS_SIGNALING_UP,0.020575501066488137,0.03393144489904289,0.04530955504664024,-0.12588601357567805,-0.043128912614870445,0.09982570235759257,-0.0012132607629715803,0.16662382238752152,0.08664752336416603
HALLMARK_MITOTIC_SPINDLE,-0.0004184786128402567,-0.028972801656734395,-0.015004633158106935,-0.04916123428453927,-0.021110094346772038,0.03955636615843298,-0.0860840339039557,0.046631800338356524,0.0028618072676920405
HALLMARK_MTORC1_SIGNALING,0.007613614746700153,-0.030991562310462704,-0.04825715914947429,-0.026069362636961736,-0.11268187510039646,-0.011577968117369492,-0.13478382592387914,-0.021443403583607128,-0.08239274664621767
HALLMARK_MYC_TARGETS_V1,-0.013271201318059703,-0.036865889115441954,0.05895245061654568,0.010975233659789783,-0.10999081026499362,0.08657698240084503,-0.15642381375155376,-0.03393760290317769,0.023219169573073125
HALLMARK_MYC_TARGETS_V2,-0.04682760986143757,0.03660727211459703,-0.03234649417954193,-0.0004243237776957187,0.04502154064325947,0.07785344139260378,-0.0855843098658811,0.0005422959031840855,-0.13529171642636348
HALLMARK_MYOGENESIS,-0.00948381034805814,0.048811738627831655,0.10664503565291426,-0.09830776582087392,-0.005114292340297637,-0.12263879263978009,0.009495824545198301,0.18318350378190712,0.045495416352450295
HALLMARK_NOTCH_SIGNALING,0.06669955616292622,0.00938831473618405,0.014947529670944077,-0.045611890846304765,-0.034927435860523166,0.11671081300450722,-0.17310987006326964,-0.046957590288500425,0.03938318327518758
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.016824328028569063,0.0027801666469318568,0.051989298414117015,-0.04416065220424423,-0.12485617202654936,0.09460445982186708,-0.15702516296795274,-0.008648623316412422,0.11524789362763312
HALLMARK_P53_PATHWAY,0.05111605904845851,0.03787919227458215,0.032837244655631335,-0.00965089746911904,-0.030790216471765892,0.07264879399050635,-0.05353925138543441,0.01893976861087209,0.019550817161821495
HALLMARK_PANCREAS_BETA_CELLS,0.0007828660500063094,0.023274002612636686,0.04315754838200419,-0.07380077465572178,-0.09328843157733228,0.025924172575887403,-0.06461241425475445,0.00435909330237005,0.05197303612337411
HALLMARK_PEROXISOME,0.046677423962350105,0.007694696695829476,0.05747458858364357,-0.034676054397634395,-0.02424540200297674,0.07781300609465712,0.005325574884145533,0.014446660417865593,-0.023460304317591954
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.01532264226628517,-0.013743660136777153,0.04829871324665176,-0.10153146641008828,-0.13318218531444787,0.10157178792216379,-0.08968368596036116,0.069698879827161,0.0012327679529388234
HALLMARK_PROTEIN_SECRETION,-0.04068937205888693,-0.017171728565090243,-0.013173759965294539,-0.07061414908941481,-0.09910402376316393,0.015946617696868788,-0.155074583681817,0.02864305536649288,-0.032210044888555375
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.017944540313438274,-0.040422482858338375,0.038505593988657626,-0.031975872675005214,0.07570722330410985,0.14416568156782486,-0.028096336311640935,0.03202873655650111,0.07088165157614681
HALLMARK_SPERMATOGENESIS,-0.038810543533958755,-0.028651320186137554,0.07388957018394679,-0.13481704999388477,-0.039657543514580756,0.08510500510408682,-0.07402862399461564,-0.013503781370682193,0.033299943758277765
HALLMARK_TGF_BETA_SIGNALING,0.02212106628865595,-0.0231664099477733,0.062058442978767024,0.00718873661528915,-0.0736421781951951,0.1297747774922128,-0.04654777519086002,0.11495100932654229,0.00492283521506376
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.050790888152209654,-0.0014786925174686632,-0.0638579625509586,0.02665114662900453,0.05113273912801145,0.1683608291725464,0.03863744249268397,0.04046247760728664,-0.04713011254618907
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-9.888392300211058e-05,-0.029439870346237188,0.015245258906294875,-0.03599768395093531,-0.023928128021101423,0.12827165750897654,-0.12827815897347505,0.08450090181142314,-0.04729251348410053
