,UKF259,UKF260,UKF275,ZH1019T1,ZH1019inf,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.01546134832209367,-0.10947688202119914,-0.021885263149587057,0.03699383885862557,0.036288929562620614,0.07046392826129892,0.0027138011921217613,0.04183627869757993
HALLMARK_ALLOGRAFT_REJECTION,0.016088124678370414,-0.17610766349807636,0.0072883583537726605,0.02703901193507267,-0.020292828853401272,0.01794939574621412,-0.022176308878268346,-0.024113941471168472
HALLMARK_ANDROGEN_RESPONSE,-0.021639078324193053,-0.045749982309932415,0.033296997372543186,-0.06300942348731033,-0.05599494966934371,0.016785634152715934,0.00840936615988641,0.00836230701631574
HALLMARK_ANGIOGENESIS,-0.06876058126606767,0.06209406495762462,0.07603510799148283,0.013575339066687894,0.04898232206905486,-0.049407928412282795,-0.03191952517202026,-0.05323647054415207
HALLMARK_APICAL_JUNCTION,-0.022131797326879355,-0.05221583034429108,-0.003922232736389196,-0.039738269678814865,0.009424823858124681,-0.036468653069963386,0.009856927194395949,0.09168401003601334
HALLMARK_APICAL_SURFACE,0.040148981086932545,-0.03010399115716028,-0.038740343269090434,0.021553320819819102,-0.008681613944988755,-0.038882448481896675,-0.02779620181733108,0.005485457678769336
HALLMARK_APOPTOSIS,0.013113917974795908,0.06387578092965841,0.06550933636879232,-0.08140649413014965,0.002418746495608,0.023818667799815906,-0.026517903927444384,0.019953958903844306
HALLMARK_BILE_ACID_METABOLISM,-0.012062541552276035,-0.06424163410914772,-0.023300959352078685,0.02232406182473507,0.11057220005043394,0.04134746091391125,-0.0037995011672026426,-0.04868536210389427
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.027283996950232186,-0.08673409840243437,0.046955403022497344,-0.02873985454987326,0.02721999721023438,0.004333711373672527,-0.008607035514471194,0.0034071959233685604
HALLMARK_COAGULATION,-0.014046015668618773,-0.011343431591296249,0.042258646822277916,-0.10041034867000383,-0.010573678604772823,0.08141869145207917,-0.029958156595104504,-0.03245789276418535
HALLMARK_COMPLEMENT,-0.019178075886058223,-0.07076241338816082,0.027796386245330342,0.031365868532139164,-0.009691304618273087,0.09006185980319084,-0.007092236409292157,0.051704209498982405
HALLMARK_DNA_REPAIR,0.019007563059926916,-0.07059761315246925,-0.012444386788985991,-0.06769398813436832,0.05633056391728309,-0.015471393744035347,-0.007626996681985181,-0.006930964576408195
HALLMARK_E2F_TARGETS,0.014579118861387769,-0.07703793725921249,1.0107590389699442e-06,-0.004597291771247941,0.045793082496025136,-0.05733764513283658,-0.0716463935717655,-0.013838952937958112
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0331278764784956,0.0985698046356557,0.02934640572464343,0.03450245841934841,0.012415078599353941,-0.013652351965066454,-0.013012183388077346,0.05001679588204994
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0035579002407142954,-0.00625183714608629,-0.03260139855936209,-0.01230809989518278,0.014996064516825298,-0.01164437628979772,0.03968123466253412,0.05208306455826644
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.020817402181555415,0.020172161868744314,-0.026710428123220536,0.027971434551388532,-0.014119151435076919,0.036402012576883275,0.03979909492299731,-0.009336170294665961
HALLMARK_FATTY_ACID_METABOLISM,-0.044210941327377476,-0.022859241647010937,0.032734838203539174,-0.08854026668132889,0.03306149213562606,-0.05119700166821951,0.015517668275678359,0.025464892407659798
HALLMARK_G2M_CHECKPOINT,0.02549332586315786,0.024736918484459115,0.036936667730500014,-0.04438795854949752,0.004107433392390059,-0.007834148095761096,-0.05289247052513597,0.04923320596103158
HALLMARK_GLYCOLYSIS,-0.039304994476108586,0.056882665951737695,-0.01117800574704092,0.008305759439143362,0.095094536421234,-0.055131592374720165,-0.003939721866691267,0.0011769124210867957
HALLMARK_HEDGEHOG_SIGNALING,-0.014391981939880862,-0.012942015240326036,-0.03446722779003202,0.0299749485408045,0.053354598662150275,-0.030086239005424165,0.01806081705603783,0.10432168566569977
HALLMARK_HEME_METABOLISM,-0.009086365085917484,-0.04670294062485774,0.013244011810970275,-0.027288193971932745,-0.008866636802581377,0.05833273492521581,0.07030508073742524,-0.057661790520207735
HALLMARK_HYPOXIA,-0.012144224561662817,0.11802453236782817,0.04860497011025332,-0.01259259763774176,0.04174470092111586,0.0057896901431113874,0.04161363456071246,0.056301926832238426
HALLMARK_IL2_STAT5_SIGNALING,-0.028732314348818448,-0.06951353912728543,0.03763950093861708,-0.04890305938712146,-0.004061503409924596,0.029325886592545678,-0.0019147728029465928,-0.01620923985934884
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.031861610825065674,0.12393533528893066,0.08166310462883522,-0.03327692151372229,-0.05739334711564027,-0.03343100808830158,-0.05039921549140194,0.0108998658315923
HALLMARK_INFLAMMATORY_RESPONSE,-0.05328476977834674,0.01698925007436165,0.0508793696795472,-0.06183969692587074,0.005238367542872402,-0.05633057260060246,-0.016007753774318487,0.040866000718691106
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.032721223139840404,-0.12262656153417177,0.007777597683902701,-0.09548273065666238,-0.013285662157863785,0.0828907853431641,-0.02056658471482652,-0.051723499420028254
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.055090184364229175,0.10204433937768283,0.01706408633240906,-0.017963087950126987,-0.014200082470681465,0.027730492467931717,-0.03992914200692934,0.004471928869053888
HALLMARK_KRAS_SIGNALING_DN,-0.003665807574793144,-0.09491471132620764,0.022928212258899124,0.048386688551088346,0.07735817993242412,0.03841318092565451,0.037502633267886235,0.07196854929211553
HALLMARK_KRAS_SIGNALING_UP,-0.019281618128535398,-0.15122771627950152,-0.0242200505350312,-0.01574572279952653,0.016612826954939538,-0.012208224609789991,0.027124205310619355,-0.02531845059867296
HALLMARK_MITOTIC_SPINDLE,0.005005334083154631,-0.077849774632865,0.0021882558066633278,0.01557349805433766,0.014415378818499344,-9.06745539849273e-05,0.002172687788505633,-0.026987937718298414
HALLMARK_MTORC1_SIGNALING,-0.014814347446696822,0.10971773297265575,0.0038124108144161656,-0.10384873007318132,0.05574931575288758,-0.0739481448011874,-0.020515403129857213,0.01649944712702034
