,UKF259,UKF269,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04590686450410741,0.051294708852120376,0.02337265672940385,0.025806563963607976,0.018140026926159136,0.06432716465539524,-0.01861607435928429,0.06729962694507714,0.07005384651186879
HALLMARK_ALLOGRAFT_REJECTION,0.048494491909454554,-0.02265179564383425,-0.043219679888285026,0.009733526313360472,-0.03263839528957113,-0.010384873482569959,-0.047895377878018584,0.03244596033387676,0.09702399038336931
HALLMARK_ANDROGEN_RESPONSE,0.018283767062264807,0.013841420143443615,-0.00264922908990504,0.06289982673275399,0.014380366397743127,0.013760329922688485,-0.012327922042907783,0.05382939015452023,0.062043516888170294
HALLMARK_ANGIOGENESIS,-0.024857572068940334,-0.007595468051456934,0.0550463605677041,-0.025440058729814093,-0.020866330996354668,-0.0645981400042556,0.032960998646491414,-0.01614866660547942,0.0019324925237054612
HALLMARK_APICAL_JUNCTION,0.055233357962436856,0.008505792066219575,0.03339920675365574,0.010167181969884554,0.03110569445369422,0.08740319143042058,-0.003129782847683886,0.06372311179013963,0.0572275442588168
HALLMARK_APICAL_SURFACE,0.05658675132906228,0.03371012489853602,-0.020809538901069884,0.014843999703532064,0.0261203521037881,0.06637332331794525,0.0966247336768431,-0.007410862041991899,0.043604472244232355
HALLMARK_APOPTOSIS,0.0607930964864217,0.01104874904363922,0.05525121123284918,0.04420805384347298,0.02868663675751106,-0.06584188869051508,0.011743349105502036,0.03128682724145258,0.11997156013998099
HALLMARK_BILE_ACID_METABOLISM,0.0012636469695728712,-0.029792049935895855,-0.01202792525798283,0.016434932410806083,0.025654991030166385,0.06468813391564608,0.023113257311641003,0.025514111673686085,0.03463113374222897
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0029163367554000856,-0.029359304161167582,0.06634313891005993,0.036335596764121444,0.05849989613964753,0.07312223574579542,-0.050334684596932806,0.05976910530958765,0.014215576612873173
HALLMARK_COAGULATION,0.012899257001753641,-0.01962592388046583,0.020485113731197997,0.045613481847023844,0.01742780433908045,0.01176512707046484,-0.014231426172292228,0.006342600492091427,0.08365452809138248
HALLMARK_COMPLEMENT,0.08579095917588848,0.023336181020291755,0.05032067536498112,0.06066285180234824,0.0276793640163347,-0.015438263670957485,-0.04096416798379885,0.020672930099818455,0.01564593474377876
HALLMARK_DNA_REPAIR,0.0498467291064134,0.01885041386217769,0.007601808104573464,0.05011508424269579,0.0233888837220974,0.074217901841393,-0.003412721718170184,0.07515476234567668,0.011168356763278766
HALLMARK_E2F_TARGETS,0.04352677719379643,0.014161294775634124,-0.02692772109684062,0.06933794232200947,0.015555739102084637,0.021135616294787867,-0.008112083772910676,0.06232000474450776,0.018062939232429884
