,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06520245949202232,0.056716267450678454,0.01124549275626887,0.09640452774847837,0.023373307501124412,0.06152106157329882,0.046281386737813394,0.09316416342238319,0.06913044585513632,0.05225875017656865,0.07216362638832881,0.04899345897752352,-0.008956143185291834,0.05272459970285961,0.0198726544734883,0.058103754981165955,0.0002832050382947446
HALLMARK_ALLOGRAFT_REJECTION,-0.11408146642965764,0.003348159439091487,0.01088475266973621,0.06583662738056964,0.04299922018081338,0.08578818459583232,0.04350871680133065,0.09406277769333918,0.07483900205206549,-0.00232363485278342,0.02720493632305286,-0.008392458596629947,-0.045901754224807016,0.01211554792412114,0.015456323826033094,0.0048013344240878195,0.056290445688556935
HALLMARK_ANDROGEN_RESPONSE,0.14164829310244692,0.04114582628053664,-0.010766572688996879,0.0677118993063552,0.09439307577468294,0.019606506561022436,0.017718375224381272,0.09364842112396976,0.041821658156554566,0.026414822210186487,0.07718021660770116,0.07395121354957838,0.0007115036374717518,0.01848781997689996,0.021317153400398307,0.07821302746080255,0.009849975482443053
HALLMARK_ANGIOGENESIS,-0.018375324913417857,0.014575235012772142,0.007451712973131038,0.08290210028709465,0.031149645424569824,-0.05354358954163236,0.04089578100839766,0.09744978776167183,-0.04126620523473275,-0.02082883335067472,-0.031130647590099477,0.012228484144782581,0.04072788417505638,-0.020948422547568523,-0.02288494406553654,-0.06728154950496804,0.05258483320991737
HALLMARK_APICAL_JUNCTION,0.12556338748005164,0.08105134940208798,0.023174943239132197,0.08049422564997383,0.01958477665130141,0.009017240650774576,0.05342989791213131,0.11966590239828272,-0.014832369653384829,0.03590382657359707,0.08903264523581302,0.06566901925119312,-0.027108001610402496,0.07125852888808329,-0.01907532207209984,0.04845440690545209,0.0691377992728164
HALLMARK_APICAL_SURFACE,0.09645049165888576,0.12251782463575038,-0.002988967832880067,0.07655560073257665,-0.01057976373018724,0.019420237562453917,-0.041903242327916077,0.024660809657650405,0.0017824041428051902,0.01030142798961634,0.0706571232995684,0.13241969612948326,-0.0019237794387431746,0.09751006920553473,-0.03562431578763558,-0.01600223395022438,-0.01370988307900462
HALLMARK_APOPTOSIS,0.02018423443053435,0.00841212132236544,0.0414675926441211,0.009911577371124804,-0.001784015087124232,-0.024693167686672807,-0.006495604318326286,0.0740929497541282,-0.11853385955866762,0.018948347708506053,0.06154519478167916,0.03398427069103561,0.06619138380190784,0.017187302926197016,0.029248035100953477,0.005084120324383251,0.035523386290167186
HALLMARK_BILE_ACID_METABOLISM,0.12423420096619546,0.08903743699080265,0.018546025750002023,0.09487056590510122,0.008683399056696916,0.05609945319397198,0.01444686133704207,0.10441090199665795,-0.03127050644776049,0.010860000421178725,0.015676432602335425,0.044893733179845526,-0.015864852743017094,0.04218270642536152,0.01771467729048899,0.08505404361656717,0.027577287182640877
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10192227388121958,0.0020283634410519537,-0.016134611343166617,0.07307890332903356,0.0023947762983184636,0.03034046504721352,0.037458180501869165,0.04399935721112795,-0.09119945841881227,0.028762081929347764,0.06589379499179066,0.09679026787524651,-0.020109924346355043,0.007046639523263507,-0.024121688767819425,0.12748212036631812,0.02804513505622855
HALLMARK_COAGULATION,-0.12178158181559501,0.06262969574651796,-0.04114852463042665,0.12987636439699246,-0.01290689970598328,0.06671843591886811,0.04930261357682222,0.08492434062714992,0.0255718294700723,0.0443444361946047,0.05054798690979518,0.015572692670526592,-0.013129362536888442,0.05056950765270387,0.049342711119577824,-0.0018361073289464185,0.010073044243158955
