,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08903487135776238,0.04673270071269782,0.056147941560350204,0.01839426762216376,0.16010192985502383,0.027495494644048116,0.08031173040284456,0.03147318111692873,0.03551021943419002,0.0696455698560464,0.00891751606579109,0.0776114823874016,0.03876274290002143,0.11394865954843873,0.11015509151640489,-0.0311565088468494,0.2684472771228962,0.3226861661181599,0.021401424147915887,-0.026848488724710098,0.026154894684925017,0.040315386486379425,0.0900568941939471,0.06246278151485437
HALLMARK_ALLOGRAFT_REJECTION,-0.02333119883558629,0.033499108265746605,-0.052611918361194276,0.0054909071998771215,0.13075628035334314,0.0369439690963442,0.033495122752283966,-0.03437825097669299,0.012907262630666322,0.06896417602818825,0.009553632562680716,-0.1190372216363338,-0.021888029805892734,0.046521734313063993,0.13424213541584154,-0.013648985271426743,0.0807112827448827,0.1605327183401404,-0.022536585461578256,-0.05700924229994552,0.04480850765375235,-0.05200906611437331,-0.015305624806042424,-0.011729397373859713
HALLMARK_ANDROGEN_RESPONSE,0.09276619472103954,0.03214005535786757,0.015531279979714431,0.02984297537959084,0.0419985432360334,0.0027313872921787483,0.048405810612936036,0.0171922768566556,-0.026813917586366625,0.03847907626260324,0.01827719412423391,-0.06910998222271252,0.030384986904566303,0.09429282986503451,0.11629818418580476,0.12341276651199379,0.23183934930646535,0.24483592652187575,0.0156107826302929,-0.0037650944885883222,0.039464020629815924,0.025657515265037525,0.06369436979907055,0.1257079624623108
HALLMARK_ANGIOGENESIS,-0.06826409528903903,-0.11043119026908947,-0.09334370896029641,-0.09871087410255802,0.10429143508053494,0.01397279145269046,-0.11526274038855698,-0.04347871248196696,-0.012725451198558026,-0.062437979680087546,-0.021098242898305048,-0.08526135633444974,0.12705178784869503,0.031917403420506286,0.010761680293418438,0.07133315140299927,-0.16681061106992917,-0.21434336866064765,-0.04451012287709791,0.037002539594727935,-0.02794136188743731,-0.03268694427471532,-0.03333911794041248,0.08642058209434311
HALLMARK_APICAL_JUNCTION,0.10580602358018007,0.050250636367907275,0.0588640120255673,0.05110335342398609,0.11078619424413384,0.0597012856619743,-0.0028406615675548976,0.006907957886452813,0.021231816994692784,-0.0017853593118005993,0.000681032897051394,0.02709274092921238,0.03079061160679488,0.12492711857583894,0.10375034468473886,0.031440488150310024,0.2899267406703206,0.3072336721437777,0.014129256081616146,-0.023111430449998655,0.07495964342814035,-0.0017165793477715591,0.06032240795588743,0.05086264242958996
HALLMARK_APICAL_SURFACE,0.007308860074007577,0.07443127911898535,0.09461872668347283,0.05868619917389992,0.10586984878449426,0.05047832054427894,0.0619562436832358,0.06784088852368496,-0.014371706031704583,0.10782995836712365,-0.011598386794190082,0.1111648451010185,0.17304070272693658,0.04247820896835539,0.1806887340464698,0.010943827467479515,0.24275648796415614,0.28332516675894454,0.0629024933003443,-0.008083444192179837,0.05062966963301055,-0.07340284231270773,0.12468156640106982,-0.07409307973152054
HALLMARK_APOPTOSIS,0.03854096536984911,-0.005796108577633343,-0.07462042027349935,-0.0714989446392431,0.021487583204776346,0.024823744407249965,-0.014111646468420376,-0.001498261636387011,0.047867893182748394,-0.009686447072198186,-0.018349264475342335,-0.04585844601362323,-0.04141629227600074,0.03336575943890465,-0.06557459495734198,-0.04129979621933138,-0.10742663601244962,-0.11760960469440267,-0.0011548464841897035,-0.03647831727990969,0.05423432995119395,-0.10860502947684852,0.061997859348184754,-0.09152074680023858
HALLMARK_BILE_ACID_METABOLISM,0.09991864220708822,0.09871796866857699,0.0653875585512952,0.0358584598420102,0.09830745602904811,-0.0503610039859626,0.03972010446059248,0.030054545158531436,0.021711886963285913,0.05979109742479721,0.020103531440769904,-0.05231508801002048,0.028544464320887135,0.13946611521445787,0.11642237831497311,-0.0064228647636762,0.24445577487246808,0.3181827632864201,0.0541058615490696,-0.04498478057559535,-0.002215350644296948,0.022453974584786807,0.054172442606934525,0.10317092959676114
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030272479708900565,0.08633251521741503,0.13376746215948176,-0.028610658943805614,0.18912441276480071,0.009108220920201304,-0.017718652670165584,0.006766657205202201,0.011531465700128649,-0.04626059725745873,-0.038104228015365026,-0.06897878236223233,0.08035675175453912,0.09998909017636011,0.016128749168429442,0.012630256628460018,0.2871546286456625,0.32544700682521016,0.10422177310318625,0.0460798327639246,-0.0019169941262721624,0.06091334147070352,0.0767683175920923,0.09067232102064118
HALLMARK_COAGULATION,-0.04327187365481176,0.07447174612902928,-0.050878055207736105,-0.06984317443372022,0.11702150461514495,0.04046262414006332,-0.02030878226456387,-0.05776270852367719,0.02465651613639317,0.002297986905455185,0.011999005249822468,-0.12966964651616517,-0.03891523694793247,0.08901535692748916,0.15282472937088326,-0.018943392543010203,0.16600217995716418,0.21545783917100722,0.012833798117540948,-0.04281562486573417,0.08290980547610004,-0.06579814834772357,0.06170644948582571,0.13581387845766266
