,UKF243,UKF255,UKF260,UKF275,UKF296,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.036238350939705184,-0.02976246662473288,-0.11846646627857164,0.05193875886401758,-0.002501933418254186,-0.14491905507901687,0.07624871492728087,0.052395668107628975,0.051897798174153735,-0.05188301410270975,-0.014420913061242952,-0.008698456038143475,0.04161979780637102,-0.036943054902734744
HALLMARK_ALLOGRAFT_REJECTION,-0.10141934585153901,0.013311004982159712,-0.07248570763518697,0.0994252200339804,0.03406369235108312,0.008877650966858731,0.009634662639186475,0.039927839644380646,0.04417921249365554,0.04490294946000889,-0.025550806962160447,-0.01329118647905234,-0.008880778215837496,-0.0603003022487261
HALLMARK_ANDROGEN_RESPONSE,0.050884012054683576,-0.014289328664681286,-0.06216174133839774,0.007690730125026388,0.018293298261807475,-0.03303800621933184,0.07226042789320322,0.05290074460789573,0.06920277960369395,-0.008343024881029504,0.015144573854805467,0.040014879545503534,0.016323010365087515,0.04576399096968479
HALLMARK_ANGIOGENESIS,0.03159765905770319,-0.0283831111657831,0.13912794919725688,-0.05921268136349037,0.032969352898656934,-0.009083057011780913,0.008842344510120238,0.051716667947775706,-0.026637316199344546,-0.011019045259478078,-0.03373778518965218,0.07310647284821538,-0.02440277728777465,0.2927390729484049
HALLMARK_APICAL_JUNCTION,0.02599669645505187,-0.057236355539212164,-0.13084385095121956,0.02043126063647051,-0.019194458086305172,-0.06809985458057106,0.056768470300764776,0.0468024997426988,0.0829842030042845,-0.032188203195051376,0.00885144163309747,0.02790404338147938,-0.02098064975761546,-0.0381452264027313
HALLMARK_APICAL_SURFACE,0.012249986530427996,-0.05748397884698886,-0.16841949483630744,0.00436004608579238,0.048513125011772795,-0.1740063927878475,0.010429073872392709,0.0708868157612813,0.03748348288114519,-0.029518817067133163,0.00838981566541126,-0.011277180219717086,-0.041819537337904646,-0.1383419150656176
HALLMARK_APOPTOSIS,-0.013608284583629837,0.011934234075397334,0.04379659462632745,-0.048381940792910694,0.001706987613067604,0.05433657521787254,0.057263008984262447,0.07081873621471405,-0.013951905119530997,-0.021328062033086053,-0.014583158493299995,0.050015447927115826,-0.03123622140317445,-0.134395776133356
HALLMARK_BILE_ACID_METABOLISM,0.05435508341002893,-0.00873346979071885,-0.10547762066120138,0.016433481489069618,-0.06565139934922067,-0.053606884951689464,0.06471560683311481,0.057518382394786696,0.08072775338210017,-0.012597691561190465,-0.057354274830917554,-0.02233923598383217,0.03620374373251813,-0.024141650257231556
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07658195799549923,0.019527836177608726,-0.08818044405277517,-0.0316502552459973,-0.036931319379870466,-0.11332532023839396,0.018531733256483145,0.08204096973283005,0.06805229888397572,0.015636987256676706,0.004015978092203473,0.031018480102776056,0.0632603654599438,-0.02283773327274029
HALLMARK_COAGULATION,0.08367735110775394,-0.024397425766225864,0.01314812644670564,0.048379466301195787,0.008832738916414961,-0.12507921859045068,0.018407755942226375,0.07852582480069221,0.023787033223917085,0.021908797653211225,-0.08279725743625907,-0.004451929573621789,-0.07943641709399474,-0.015383576204938802
HALLMARK_COMPLEMENT,-0.038535194208331076,-0.0003792540232213897,-0.09371442614541442,-0.023667486242862943,0.009546745191799584,-0.03597740168127095,0.05145635821267544,0.10908387296373835,0.0634862551776821,-0.016600001759489703,-0.012410392360329736,-0.02028557990026293,0.05032998305752277,-0.04181060908579698
HALLMARK_DNA_REPAIR,0.06884747959619142,0.012816880800699117,-0.0644024080496203,0.005797941984829451,0.011981354655804972,-0.11455148092266086,0.05552210499747144,0.07122466332749829,0.0795338854724349,-0.026932287198922742,0.024580629132292458,0.03198106648681671,0.049931947214778935,0.0907919386119937
HALLMARK_E2F_TARGETS,0.06542998958829233,-0.05987813920631519,-0.10993426327763964,-0.007172759914429876,-0.01620118103152047,-0.1467205914341575,0.028387192311747432,0.09116038206683288,0.04791199503578287,-0.03810924923506128,0.01850412065344024,-0.003531315175219881,0.008726273195505804,-0.0036336254998617966
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.008027902254511873,-0.014753136576443305,0.06541193531761168,-0.05231505623799904,-0.03489467782411026,-0.07039327403739169,0.042058015224541015,0.10550701026816389,0.03959773701037646,-0.03998832436665844,-0.036991720928786324,-0.00608663023903003,-0.07839379366901197,0.168630944197215
