,UKF248,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0002223994620361972,0.06025425321045561,0.05794947071456101,0.004948169270368963,0.020033605702014956,0.12497621224047664,0.08908499907795399,0.1206154827042921,0.1599310417818747,0.08061119815071528,0.040418171920699304,0.13455964394525224
HALLMARK_ALLOGRAFT_REJECTION,-0.051027740269422084,0.06769575233819927,0.03895884239086896,-0.03158864456599837,0.0054788647606693825,-0.19403144888769766,-0.05781894008844104,0.09771534051240449,0.08756774745879815,-0.036211930724660724,-0.01852380251808679,0.08513055197994046
HALLMARK_ANDROGEN_RESPONSE,-0.01150921740029632,0.07570589443014841,0.05418588103634149,-0.03599677281863576,0.004458894373356103,-0.05023818523331265,-0.09733751871169442,0.07742142755884819,0.11796174641041464,-0.04563624867894271,-0.01317729398111557,0.03689954003549138
HALLMARK_ANGIOGENESIS,-0.05399117144507325,-0.12938913278587477,0.005631102543684525,-0.0331740910321843,0.017920987267214892,-0.151865915964254,-0.218094965360513,-0.046510123162730004,-0.142489402381933,-0.10842594297357755,-0.09586759103773079,-0.09771424537758679
HALLMARK_APICAL_JUNCTION,-0.011322222584584084,-0.0067993834204393205,0.0685421292427071,-0.016082179829623584,0.025980980604869263,0.08428846453267402,-0.1541666672856254,0.09624207511939739,0.16611041054590994,0.08746236925128577,-0.014790323112699033,0.10433243045080678
HALLMARK_APICAL_SURFACE,0.01931917216274626,0.038038159148998524,0.04456026647880348,0.058715292275495816,0.019663429321975758,0.1169427407891523,-0.0575177358591149,0.11718740383653324,0.09045848153935349,0.10930157364795011,0.0178706161577997,0.07264290490607264
HALLMARK_APOPTOSIS,-0.06021063621858367,-0.06861364412790343,-0.0026651805953484967,-0.01690043301277529,0.0069041521616047,-0.019460119134138983,0.14283767287056048,-0.016176321780836025,-0.07772071713239387,-0.05390657787968278,0.025125668413224115,0.0026812952572288196
HALLMARK_BILE_ACID_METABOLISM,0.04039311986380318,-0.016325749197871275,0.004705552644210194,0.01462309651725134,0.045690159804600075,-0.07598967920199481,-0.0870969467451771,0.0803322669157348,0.1443712935844283,0.037221257805319215,-0.00041147628773299463,0.09181528747950583
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.057128063061516,-0.0068045826495877456,0.0253397763867243,-0.046419156382973045,0.02943070468921227,-0.15678197289139686,-0.18310244568442788,0.08413252052762031,0.17127751148697254,0.05982412477498778,0.051865033679027235,0.11085555403822604
HALLMARK_COAGULATION,-0.037190897098129776,0.0593224010663084,0.023239435815986278,-0.006317951750759524,-0.028406795766712786,-0.19307189077525008,-0.12583430167134846,0.11276094446714209,0.10191424544796326,-0.10597284237870344,-0.002510300778593278,0.08833354053492437
HALLMARK_COMPLEMENT,0.01381268622741152,0.049410155530741115,0.014841631163540573,-0.05578347711423613,0.00042756733898986077,-0.1397098230283145,0.031322952133578184,0.10273583453336299,0.10874885193998604,0.054712179566611056,0.06430009787159849,0.13463564881618387
HALLMARK_DNA_REPAIR,0.04999646508283455,0.04002541118038126,0.0502568171418063,-0.030700787912612562,-0.00805964020648712,0.1583438780589926,-0.11287416627237445,0.09176477304951804,0.15005736392296953,0.12216670541210485,0.021240941578644378,0.14684887078755615
