,UKF275,UKF296,ZH1007inf
HALLMARK_ADIPOGENESIS,-0.0032765709572960995,-0.011205029792582583,0.15092992381270398
HALLMARK_ALLOGRAFT_REJECTION,0.05896681086245278,0.00035960945612900245,0.16759006575254295
HALLMARK_ANDROGEN_RESPONSE,0.06847796790405265,-0.009301214665608274,0.1269872575592519
HALLMARK_ANGIOGENESIS,-0.04194893713133859,0.00987002390486047,0.1771941890437248
HALLMARK_APICAL_JUNCTION,-0.027080039159539847,0.03031662709635486,0.05236069736027937
HALLMARK_APICAL_SURFACE,0.05596721648885504,-0.008654369253752911,0.003955951850368008
HALLMARK_APOPTOSIS,0.005607282351722572,0.0037099022112882163,0.06553482153615511
HALLMARK_BILE_ACID_METABOLISM,0.05145071675189127,-0.010987878756609481,0.05640628025756154
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.054720756626750265,-0.05218118615525929,0.14171616611932478
HALLMARK_COAGULATION,0.016337637897480106,-0.012639435501358076,0.058525520907181924
HALLMARK_COMPLEMENT,-0.05070453045664761,0.0026466916119158254,0.1428741381413411
HALLMARK_DNA_REPAIR,0.00904365240133847,0.016056720004558968,0.09631440754499052
HALLMARK_E2F_TARGETS,-0.01608583466592734,-0.023745556319237363,-0.06715547503465083
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08260767602504165,-0.008014726229631697,0.028025983744404237
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01579163497820509,-0.052219240106350664,0.08100686684521502
HALLMARK_ESTROGEN_RESPONSE_LATE,0.007221058372693144,0.06144561711600719,-0.005795928477420209
HALLMARK_FATTY_ACID_METABOLISM,0.004400425831778053,-0.007563004074156802,0.1451073954248713
HALLMARK_G2M_CHECKPOINT,-0.0276921762359495,-0.014833936249153667,0.04713622549351479
HALLMARK_GLYCOLYSIS,-0.07276653540743801,-0.009442757042809115,0.13318164512671035
HALLMARK_HEDGEHOG_SIGNALING,-0.006187834160133714,0.028139008256851866,0.10223902605263341
HALLMARK_HEME_METABOLISM,-0.04062073558666749,0.02667704339577344,0.18862967692563196
HALLMARK_HYPOXIA,-0.01357445589652018,-0.02057718664147622,0.06319957223575091
HALLMARK_IL2_STAT5_SIGNALING,-0.03186782327399599,0.007358621913608085,0.1942755709768557
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.01914759113419092,-0.029079655362313966,0.14336112111658508
HALLMARK_INFLAMMATORY_RESPONSE,-0.08006749285527688,-0.01905462782902807,0.17495028058426546
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08477952046418447,-0.0014150146061551673,0.12206452930214803
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06783356918330094,-0.015484990115018391,0.1936287783185592
HALLMARK_KRAS_SIGNALING_DN,-0.07103379439632578,-0.008593710416007205,0.21152711946015962
HALLMARK_KRAS_SIGNALING_UP,0.027391366335410117,-0.010779240049796258,0.13856696376470998
HALLMARK_MITOTIC_SPINDLE,-0.02836536475561964,-0.0016679897919932136,0.1363214015700406
HALLMARK_MTORC1_SIGNALING,-0.07007792907951044,-0.023505169090340075,0.04956837947281634
HALLMARK_MYC_TARGETS_V1,0.0023422300458760155,0.019699290768543005,0.11831699013236176
HALLMARK_MYC_TARGETS_V2,0.056167199212788614,0.04737723094167099,0.03566248447384637
HALLMARK_MYOGENESIS,0.03695604094867223,0.038054202239826265,0.016517549322087703
HALLMARK_NOTCH_SIGNALING,0.028230639631456247,0.01875011682990757,0.13988074427145278
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02465056881171407,0.001978450490106818,0.0460621665187033
HALLMARK_P53_PATHWAY,0.024266438389121188,0.03568472202023194,0.1676558577859631
HALLMARK_PANCREAS_BETA_CELLS,0.06496258852505211,-0.018302560379770804,0.11268114462474482
HALLMARK_PEROXISOME,0.008020229051562196,0.06671671606821879,0.13862328886478786
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.047769027922757196,-0.007007457610155591,0.11624598809793618
HALLMARK_PROTEIN_SECRETION,-0.03000454492567756,0.017533350713347877,0.1671796591263473
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05312637649815511,-0.041944751938697636,0.18915199797996188
HALLMARK_SPERMATOGENESIS,0.06037186496263862,-0.043404985478591,0.19575737378388053
HALLMARK_TGF_BETA_SIGNALING,0.015372371608909226,-0.04266700753335166,0.1834274604106772
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.012842216801770187,0.019179425704379575,0.21040607618626603
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.021700533135706468,0.017881939409358397,0.15091881715885683
HALLMARK_UV_RESPONSE_DN,-0.039229814737571186,0.008847292480302978,0.04297961109452403
HALLMARK_UV_RESPONSE_UP,0.03336912393801534,-0.012883028880598066,0.10447688015945933
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.043490250448829156,-0.02952903779140782,-0.1273348292548182
HALLMARK_XENOBIOTIC_METABOLISM,-0.0635222055362699,-0.01328858323450715,0.08666608888105534
